Brad Richardson
Tobias Rieder
Morgan Rielly
Zac Rinaldo
Rasmus Ristolainen
Brett Ritchie
Nick Ritchie
Eric Robinson
Jack Rodewald
Evan Rodrigues
Kevin Rooney
Calle Rosen
Jack Roslovic
Antoine Roussel
Carter Rowney
Kevin Roy
Nicolas Roy
Chad Ruhwedel
Kris Russell
Bryan Rust
Jan Rutta
Bobby Ryan
Derek Ryan
Joakim Ryan
Kerby Rychel
Brandon Saad
Miikka Salomaki
Travis Sanheim
Steven Santini
Ashton Sautner
David Savard
Luca Sbisa
Marco Scandella
Colton Sceviour
Tim Schaller
Mark Scheifele
Brayden Schenn
Luke Schenn
Nikita Scherbak
David Schlemko
Jordan Schmaltz
Nick Schmaltz
Nate Schmidt
Jordan Schroeder
Justin Schultz
Jaden Schwartz
Brent Seabrook
Daniel Sedin
Henrik Sedin
Lukas Sedlak
Nick Seeler
Tyler Seguin
Dennis Seidenberg
Andrej Sekera
Mikhail Sergachev
Damon Severson
Ben Sexton
Patrick Sharp
Kevin Shattenkirk
Andrew Shaw
Logan Shaw
Riley Sheahan
Conor Sheary
Vadim Shipachyov
Devin Shore
Nick Shore
Patrick Sieloff
Duncan Siemens
Dylan Sikura
Jakob Silfverberg
Wayne Simmonds
Dominik Simon
Colton Sissons
Jeff Skinner
Brady Skjei
Jaccob Slavin
Anton Slepyshev
Brendan Smith
Craig Smith
Gemel Smith
Reilly Smith
Zack Smith
Devante Smith-Pelly
Vladimir Sobotka
Carl Soderberg
Marcus Sorensen
Nikita Soshnikov
Carson Soucy
Jason Spezza
Ryan Spooner
Daniel Sprong
Ryan Sproul
Jared Spurgeon
Eric Staal
Jordan Staal
Marc Staal
Drew Stafford
Matt Stajan
Steven Stamkos
Paul Stastny
Troy Stecher
Alex Steen
Lee Stempniak
Derek Stepan
Chandler Stephenson
Chris Stewart
Mark Stone
Michael Stone
Anton Stralman
Mark Streit
Dylan Strome
Ryan Strome
P.K. Subban
Oskar Sundqvist
Andrej Sustr
Ryan Suter
Brandon Sutter
Evgeny Svechnikov
Jordan Szwarz
Brandon Tanev
Chris Tanev
Vladimir Tarasenko
Tomas Tatar
John Tavares
Matt Tennyson
Teuvo Teravainen
Troy Terry
Shea Theodore
Nate Thompson
Tage Thompson
Chris Thorburn
Joe Thornton
Chris Tierney
Owen Tippett
Matthew Tkachuk
Jonathan Toews
Tyler Toffoli
Eeli Tolvanen
Dominic Toninato
Vincent Trocheck
Zach Trotman
Jacob Trouba
Alex Tuch
Dominic Turgeon
Kyle Turris
Scottie Upshall
Rinat Valiev
Curtis Valk
James van Riemsdyk
Trevor van Riemsdyk
Thomas Vanek
Sami Vatanen
Frank Vatrano
Antoine Vermette
Kris Versteeg
Jimmy Vesey
Jake Virtanen
Marc-Edouard Vlasic
Jakub Voracek
Jakub Vrana
Radim Vrbata
Chris Wagner
Nathan Walker
Lucas Wallmark
Joel Ward
David Warsofsky
Austin Watson
Jordan Weal
Shea Weber
Yannick Weber
MacKenzie Weegar
Dale Weise
Andy Welinski
Alexander Wennberg
Zach Werenski
Blake Wheeler
Colin White
Zach Whitecloud
Chris Wideman
Justin Williams
Colin Wilson
Scott Wilson
Tom Wilson
Tommy Wingels
Daniel Winnik
Luke Witkowski
Christian Wolanin
Miles Wood
Nail Yakupov
Kailer Yamamoto
Keith Yandle
Pavel Zacha
Nikita Zadorov
Nikita Zaitsev
Travis Zajac
Henrik Zetterberg
Mika Zibanejad
Mats Zuccarello
Jason Zucker
Valentin Zykov
Spencer Abbott
Brady Austin
Casey Bailey
Riley Barber
Cody Bass
Taylor Beck
Bryan Bickell
Rene Bourque
Patrick Brown
Mitch Callahan
Brian Campbell
Patrick Cannone
Matt Carle
Alexandre Carrier
Joe Colborne
Erik Condra
Joseph Cramarossa
Andrew Desjardins
Simon Despres
Shane Doan
Justin Dowling
Emerson Etem
Robby Fabbri
Bobby Farnham
Mark Fayne
Vernon Fiddler
Brian Flynn
Jakob Forsbacka Karlsson
Kurtis Gabriel
Ryan Garbutt
Tyler Gaudet
Cameron Gaunce
Luke Gazdic
Eric Gelinas
Tom Gilbert
Stephen Gionta
Cody Goloubef
Boyd Gordon
Petter Granberg
Matt Greene
Alexandre Grenier
Mikhail Grigorenko
Nicklas Grossmann
Denis Gurianov
Shane Harper
Seth Helgeson
Samuel Henley
Marian Hossa
Quinton Howden
Jiri Hudler
Jarome Iginla
Nicklas Jensen
Ryan Johnston
Jyrki Jokipakka
Connor Jones
Sergey Kalinin
Michael Kapla
Bracken Kearns
Jakub Kindl
Dwight King
Kevin Klein
Lauri Korpikoski
Joseph Labate
Anton Lander
Philip Larsen
Jacob Larsson
John-Michael Liles
Petteri Lindbohm
Matthew Lorito
Roman Lyubimov
Clarke MacArthur
Sean Malone
Alexey Marchenko
Andrei Markov
Jamie McBain
Jay McClement
Colin McDonald
Evan McEneny
Dylan McIlrath
Mark McNeill
Julian Melchiori
Milan Michalek
Zbynek Michalek
Drew Miller
Garrett Mitchell
John Mitchell
Griffen Molino
Jakub Nakladal
Chris Neil
Nikita Nesterov
Andrej Nestrasil
Nelson Nogier
Steven Oleksy
Steve Ott
Adam Pardy
P.A. Parenteau
Kevin Porter
Andrew Poturalski
Matt Puempel
Teemu Pulkkinen
Teddy Purcell
Mason Raymond
Borna Rendulic
Dan Renouf
Mike Ribeiro
Tanner Richard
Buddy Robinson
Anton Rodin
Michal Rozsival
Robbie Russo
Zachary Sanford
Cole Schneider
Nick Schultz
Tom Sestito
Devin Setoguchi
Michael Sgarbossa
Hunter Shinkaruk
Drew Shore
Dillon Simpson
Jack Skille
Ben Smith
C.J. Smith
Trevor Smith
Nick Sorensen
Blake Speers
Viktor Stalberg
Karl Stollery
Clayton Stoner
Brian Strait
Ben Street
Mark Stuart
Chris Terry
Paul Thompson
Ben Thomson
Shawn Thornton
Sergey Tolchinsky
Jordin Tootoo
Corey Tropp
Nikita Tryamkin
T.J. Tynan
Fedor Tyutin
Chris VandeVelde
Phil Varone
Mike Vecchione
Joel Vermin
Linden Vey
Ryan White
Dennis Wideman
Patrick Wiercioch
Tyler Wotherspoon
Michael Zalewski
Harry Zolnierczyk
John Gaudreau
Pavel Datsyuk
Alex Tanguay
Valeri Nichushkin
Brad Richards
Tomas Fleischmann
Mikhail Grabovski
Brad Boyes
Dan Boyle
David Jones
Vincent Lecavalier
Mike Santorelli
Alex Petrovic
Justin Fontaine
Tyler Kennedy
Marek Zidlicky
Colin Greening
Shawn Horcoff
David Legwand
Joffrey Lupul
Evgeny Medvedev
Nick Spaling
Ryan Carter
Kyle Chipchura
Christian Ehrhoff
Gregory Campbell
R.J. Umberger
Marko DaÅo
Rob Scuderi
Scott Gomez
Jarret Stoll
Patrik Elias
Cody Hodgson
Corban Knight
Michael Latta
Willie Mitchell
Eric Nystrom
Chris Porter
Brandon Prust
Maxime Talbot
Dainius Zubrus
Steve Downie
Stefan Elliott
Paul Gaustad
Tyler Randell
Jiri Sekac
Viktor Tikhonov
Dave Bolland
Mike Brown
Carlo Colaiacovo
Darren Dietz
Barret Jackman
Joonas Kemppainen
Brandon Mashinter
Mike Richards
Mike Weber
Mark Arcobello
Andrew Bodnarchuk
Brandon Bollig
David Clarkson
Rich Clune
Jared Cowen
Pascal Dupuis
David Dziurzynski
Chris Higgins
Alexander Semin
Mike Sislo
Viktor Svedberg
Jiri Tlusty
Joakim Andersson
Stanislav Galiev
Matt Halischuk
Scott Kosmachuk
Michael Mersch
Sergei Plotnikov
Philip Varone
Andrew Agozzino
Dustin Jeffrey
Lucas Lessio
Tobias Lindberg
Viktor Loov
Travis Moen
Brian O'Neill
David Rundblad
Christian Thomas
Mike Angelidis
T.J. Brennan
Andrew Campbell
Tommy Cross
Craig Cunningham
Turner Elson
Johan Franzen
Brandon Gormley
Martin Havlat
Michal Jordan
Rob Klinkhammer
Mike Kostka
J.C. Lipon
Nikita Nikitin
Dylan Olsen
Griffin Reinhart
Tuomo Ruutu
John Scott
Zach Sill
Victor Bartley
Kyle Baun
Andre Benoit
Eric Boulton
Chris Brown
Brett Bulmer
Jordan Caron
Sam Carrick
Sean Collins
Patrice Cormier
Chase De Leo
Morgan Ellis
Dennis Everberg
Andrew Ference
Max Friberg
Alex Friesen
Marc-Andre Gragnani
Alex Grant
Nate Guenin
Vincent Hinostroza
Bud Holloway
Tim Jackman
Ronalds Kenins
Michael KerÃ¤nen
Alexander Khokhlachev
Oliver Kylington
Bryan Lerg
Michael Matheson
John McCarthy
John McFarland
Tye McGinn
Andrew Miller
Kael Mouillierat
Vojtech Mozik
Daniel Paille
Michael Paliotta
Andrey Pedan
Stuart Percy
Emile Poirier
Corey Potter
John Ramage
Brent Regner
Philip Samuelsson
Jeff Schultz
Eric Selleck
Ladislav Smid
Ryan Stanton
Tyson Strachan
Brad Stuart
Chris Summers
Brody Sutter
Eric Tangradi
Matt Taormina
Jarred Tinordi
Joe Vitale
Jeremy Welsh
Garrett Wilson
James Wisniewski
Brendan Woods
Martin St. Louis
Erik Cole
Curtis Glencross
Martin Erat
Derek Roy
Stephen Weiss
Lubomir Visnovsky
Sean Bergenheim
Michael Ryder
James Sheppard
Sergei Gonchar
Andrej Meszaros
Jan Hejda
Robyn Regehr
Jim Slater
Daniel Briere
Patrick Dwyer
Matt Fraser
Dave Moss
Eric Brewer
Maxim Lapierre
Brett Bellemore
Matt Cooke
Olli Jokinen
Joakim Lindstrom
Tim Gleason
Marcel Goc
Jay Harrison
Daniel Carcillo
Tomas Kopecky
Brenden Morrow
Craig Adams
Damien Brunner
Marc-Andre Cliche
Tim Erixon
Scott Hannan
Stephane Robidas
Anton Volchenkov
Zach Boychuk
B.J. Crombeen
Andrew Ebbett
Jeremy Morin
Peter Harrold
Jack Hillen
Grant Clitsome
Ryane Clowe
Raphael Diaz
Mark Fraser
Simon Gagne
Jesse Joensuu
Brandon Kozun
Jordan Leopold
Manny Malhotra
Cody McCormick
Brandon McMillan
Steve Pinizzotto
Mike Weaver
Adam Burish
Matt Donovan
Patrick Kaleta
Chris Phillips
Brett Sutter
Bryan Allen
Danny Biega
Dan Cleary
Matt Ellis
Ryan Hamilton
Joey Hishon
Andrew MacWilliam
Chris Mueller
David Musil
Bryce Salvador
Tim Sestito
Petr Straka
Stephane Veilleux
Slava Voynov
Keith Aulie
Keith Ballard
Stu Bickel
Jonathon Blum
Mat Clark
Keaton Ellerby
Brian Ferlin
T.J. Galiardi
Justin Hodgman
Shane O'Brien
Eric O'Dell
Peter Regin
Colby Robak
Brendan Shinnimin
FrÃ©dÃ©ric St. Denis
Daniil Tarasov
Tomas Vincour
Joe Whitney
Will Acton
Luke Adam
Jason Akeson
Conor Allen
Carter Ashton
Jesse Blacker
Troy Bodie
Alexandre Bolduc
Patrick Bordeleau
Ryan Bourque
Drayson Bowman
Julien Brouillette
Chris Conner
Ryan Craig
Kyle Cumiskey
Jerry D'Amigo
Brandon DeFazio
Mark Fistric
Colin Fraser
Matt Frattin
Curtis Hamilton
Eriah Hayes
Dany Heatley
Raman Hrabarenka
Blair Jones
Carl Klingberg
Oliver Lauridsen
Matt Lindblad
Ryan Malone
Brian McGrattan
Travis Morin
Colton Orr
Joe Piskula
Brendan Ranford
Dylan Reese
Max Reinhart
Rasmus Rissanen
Bobby Robins
Henrik Samuelsson
Cameron Schilling
Justin Shugg
Colin Smith
Kimmo Timonen
Dana Tyrell
Dominik Uher
David Van Der Gulik
Aaron Volpatti
Ryan Wilson
David Wolf
Bogdan Yakimov
Daniel Alfredsson
Dustin Penner
Ray Whitney
Rich Peverley
Saku Koivu
Teemu Selanne
Ryan Smyth
Andrei Loktionov
Nathan Horton
Jesse Winchester
Derek Morris
Sami Salo
Todd Bertuzzi
Michal Handzus
Ville Leino
Paul Ranger
Matt D'Agostini
Jeff Halpern
Joe Corvo
Cory Sarich
Pierre-Marc Bouchard
Radek Dvorak
Adam Hall
Paul Bissonnette
Tim Kennedy
Henrik Tallinder
Anton Belov
Sheldon Brookbank
Kevin Westgarth
Francis Bouillon
Ryan Jones
Ed Jovanovski
Taylor Pyatt
Raffi Torres
Krys Barch
Jean-Philippe Cote
Stephane Da Costa
John Erskine
Rostislav Klesla
Mike Komisarek
Chad Billins
Matt Carkner
Cam Janssen
Zenon Konopka
Radek Martinek
Mikael Samuelsson
Casey Wellman
Patrick Wey
Christopher Breen
Kevin Czuczman
Cory Emmerton
Justin Florek
Matt Gilroy
Ben Hanowski
Matt Kassian
Chuck Kobasew
Lane MacDermid
Andy Miele
Simon Moser
Douglas Murray
Rostislav Olesz
Linus Omark
Jay Rosehill
Alexander Sulzer
Alexander Urbom
James Wright
John Albert
Adam Almqvist
David Broll
Bobby Butler
Matt Carey
Joey Crabb
Ben Eager
Maxime Fortunus
Denis Grebeshkov
Mike Halmo
Roman Horak
Dmitry Korobov
Kellan Lain
Kris Newbury
George Parros
Matt Pelech
John Persson
Aaron Rome
Mike Rupp
Derek Smith
Johan Sundstrom
Mattias Tedenby
Nolan Yonkman
Andrew Alberts
Bill Arnold
Arron Asham
Keith Aucoin
Gilbert Brule
Mark Cundari
Nicolas Deschamps
Jamie Devane
Jake Dowell
Nick Drazenovic
Benn Ferriero
Brett Gallant
Hal Gill
Patrick Holland
Justin Johnson
Nick Johnson
Cody Kunyk
Pierre-Cedric Labrie
Louis Leblanc
Peter LeBlanc
Pierre-Luc Letourneau-Leblond
Frazer McLaren
Carson McMillan
Brad Mills
Mike Mottau
Joonas Nattinen
Aaron Palushaj
Adam Payerl
Pascal Pelletier
Darroll Powe
Jonathan Racine
Yann Sauve
Jerred Smithson
Martin St. Pierre
David Steckel
Ryan Stoa
Bryce Van Brabant
Mark Van Guilder
Ryan Whitney
Brandon Yip
Ilya Kovalchuk
Vinny Prospal
Andy McDonald
Nik Antropov
Roman Cervenka
Peter Mueller
Sheldon Souray
Steve Sullivan
Sergei Kostitsyn
Kyle Wellwood
Jochen Hecht
Ruslan Fedotenko
Milan Hejduk
Filip Kuba
Guillaume Latendresse
Marc-Andre Bergeron
Lennart Petrell
Joni Pitkanen
Alexei Ponikarovsky
Wojtek Wolski
Steve Begin
Mike Knuble
Matthew Lombardi
Davis Drewiske
Tomas Kundratek
Wade Redden
Bruno Gervais
Toni Lydman
Ryan O'Byrne
Mark Olver
Bobby Sanguinetti
Greg Zanon
Colby Armstrong
Kurtis Foster
Alex Kovalev
Antti Miettinen
Marty Reasoner
David Ullstrom
Adrian Aucoin
Chris Bourque
Kaspars Daugavins
Chad Larose
Ian White
Eric Belanger
Tim Brent
Steve Eminger
Aaron Gagnon
Teemu Hartikainen
Tomas Kaberle
Daniel Bang
Cam Barker
Colton Gillies
Jamal Mayers
Tom Poti
Brad Staubitz
Tim Wallace
Matt Anderson
Anton Babchuk
Brett Carson
Brett Clark
Joe Finley
Roman Hamrlik
Kevin Henderson
Kent Huskins
Tom Kostopoulos
Jamie Langenbrunner
Mike Lundin
Derek Meech
Brendan Mikkelson
Scott Nichol
Andreas Nodl
Greg Rallo
Joonas Rask
Tom Wandell
Akim Aliu
Carter Bancks
Nicolas Blanchard
Michael Caruso
Mark Eaton
Andrew Gordon
Jordan Hendry
Darcy Hordichuk
Aaron Johnson
Derek Joslin
Matthew Konan
Shawn Lalonde
Drew LeBlanc
Brian Lee
Andreas Lilja
Steve MacIntyre
Andrew Murray
Jan Mursak
Jay Pandolfo
Theo Peckham
Harri Pesonen
Toby Petersen
Nicholas Petrecki
Jon Rheault
Mathieu Roy
Brandon Segal
Jody Shelley
Jared Staal
Bill Sweatt
Jamie Tardif
Scott Timmins
Francis Wathier
Eric Wellwood
J.T. Wyman
Petr Sykora
Tim Connolly
