Name,Year,Salary
Peyton Manning,1998,11744000
Peyton Manning,1999,1430000
Peyton Manning,2000,11066000
Peyton Manning,2001,4452000
Peyton Manning,2002,6298000
Peyton Manning,2003,11324000
Peyton Manning,2004,35035000
Peyton Manning,2005,665000
Peyton Manning,2006,10000000
Peyton Manning,2007,11000000
Peyton Manning,2008,11500000
Peyton Manning,2009,14000000
Peyton Manning,2010,15800000
Peyton Manning,2011,26400000
Peyton Manning,2012,18000000
Peyton Manning,2013,25000000
Peyton Manning,2014,15000000
Peyton Manning,2015,19000000
Von Miller,2011,14148000
Von Miller,2012,1329563
Von Miller,2013,1477963
Von Miller,2014,3238688
Von Miller,2015,9754000
Von Miller,2016,25500000
Von Miller,2017,16500000
Von Miller,2018,19000000
Von Miller,2019,17500000
Von Miller,2020,18000000
Von Miller,2021,722222
Von Miller,2022,20000000
Von Miller,2023,15000000
Von Miller,2024,17500000
Von Miller,2025,17500000
Von Miller,2026,20000000
Von Miller,2027,30000000
Ryan Clady,2008,1713000
Ryan Clady,2009,8027500
Ryan Clady,2010,1020000
Ryan Clady,2011,1105000
Ryan Clady,2012,3500000
Ryan Clady,2013,15000000
Ryan Clady,2014,8000000
Ryan Clady,2015,10000000
Ryan Clady,2016,5562500
Champ Bailey,1999,5792000
Champ Bailey,2000,801000
Champ Bailey,2001,1235000
Champ Bailey,2002,1669000
Champ Bailey,2003,2103000
Champ Bailey,2004,7509150
Champ Bailey,2005,7507625
Champ Bailey,2006,12006100
Champ Bailey,2007,6004575
Champ Bailey,2008,8003050
Champ Bailey,2009,9001525
Champ Bailey,2010,13000000
Champ Bailey,2011,11000000
Champ Bailey,2012,11250000
Champ Bailey,2013,10750000
Aaron Brewer,2012,394000
Aaron Brewer,2013,480000
Aaron Brewer,2014,570000
Aaron Brewer,2015,1400000
Aaron Brewer,2016,625882
Aaron Brewer,2017,775000
Aaron Brewer,2018,1115000
Aaron Brewer,2019,980000
Aaron Brewer,2020,1100000
Aaron Brewer,2021,1175000
Aaron Brewer,2022,1120000
Andre Caldwell,2012,900000
Andre Caldwell,2013,900000
Andre Caldwell,2014,1350000
Andre Caldwell,2015,1350000
Brandon Stokley,2013,391765
Brock Osweiler,2012,1387584
Brock Osweiler,2013,549849
Brock Osweiler,2014,709698
Brock Osweiler,2015,869547
Brock Osweiler,2016,21000000
Brock Osweiler,2017,775000
Brock Osweiler,2018,880000
Chris Harris Jr.,2011,377000
Chris Harris Jr.,2012,465000
Chris Harris Jr.,2013,555000
Chris Harris Jr.,2014,12187000
Chris Harris Jr.,2015,1000000
Chris Harris Jr.,2016,7000000
Chris Harris Jr.,2017,8600000
Chris Harris Jr.,2018,8000000
Chris Harris Jr.,2019,12050000
Chris Harris Jr.,2020,9500000
Chris Harris Jr.,2021,7500000
Chris Harris Jr.,2022,684444
Chris Kuper,2006,430000
Chris Kuper,2007,360000
Chris Kuper,2008,445000
Chris Kuper,2009,1010000
Chris Kuper,2010,2521000
Chris Kuper,2011,7000000
Chris Kuper,2012,3500000
Chris Kuper,2013,1075000
C.J. Davis,2012,410294
Dan Koppen,2013,915000
Danny Trevathan,2012,494072
Danny Trevathan,2013,480000
Danny Trevathan,2014,570000
Danny Trevathan,2015,1542000
Danny Trevathan,2016,10100000
Danny Trevathan,2017,5482353
Danny Trevathan,2018,5900000
Danny Trevathan,2019,6400000
Danny Trevathan,2020,7500000
Danny Trevathan,2021,6913235
Eric Decker,2010,1052150
Eric Decker,2011,450000
Eric Decker,2012,490000
Eric Decker,2013,1323000
Eric Decker,2014,10000000
Eric Decker,2015,5000000
Eric Decker,2016,6500000
Eric Decker,2017,4625000
Derek Wolfe,2012,2616764
Derek Wolfe,2013,626672
Derek Wolfe,2014,863345
Derek Wolfe,2015,841190
Derek Wolfe,2016,12487500
Derek Wolfe,2017,5893750
Derek Wolfe,2018,9550000
Derek Wolfe,2019,8425000
Derek Wolfe,2020,3000000
Derek Wolfe,2021,6500000
Paul Kruger,2009,1310000
Paul Kruger,2010,395000
Paul Kruger,2011,525000
Paul Kruger,2012,1115000
Paul Kruger,2013,13000000
Paul Kruger,2014,7000000
Paul Kruger,2015,7000000
Paul Kruger,2016,3000000
Demaryius Thomas,2010,1310000
Demaryius Thomas,2011,4875000
Demaryius Thomas,2012,3854000
Demaryius Thomas,2013,836500
Demaryius Thomas,2014,2943750
Demaryius Thomas,2015,22000000
Demaryius Thomas,2016,13000000
Demaryius Thomas,2017,12500000
Demaryius Thomas,2018,4500000
Demaryius Thomas,2019,2724265
Drew Stanton,2007,628000
Drew Stanton,2008,1615000
Drew Stanton,2009,525000
Drew Stanton,2010,637000
Drew Stanton,2011,900000
Drew Stanton,2012,750000
Drew Stanton,2013,3000000
Drew Stanton,2014,2000000
Drew Stanton,2015,3200000
Drew Stanton,2016,3500000
Drew Stanton,2017,3050000
Drew Stanton,2018,3265625
Drew Stanton,2019,2765625
Drew Stanton,2020,24000
Gerell Robinson,2014,49412
J.D. Walton,2010,1118500
J.D. Walton,2011,450000
J.D. Walton,2012,540000
J.D. Walton,2013,155647
J.D. Walton,2014,3000000
J.D. Walton,2015,394412
Jacob Tamme,2008,716572
Jacob Tamme,2009,385000
Jacob Tamme,2010,470000
Jacob Tamme,2011,600000
Jacob Tamme,2012,2500000
Jacob Tamme,2013,2625000
Jacob Tamme,2014,1700000
Jacob Tamme,2015,1587500
Jacob Tamme,2016,2400000
Jeremy Beal,2011,96900
Jeremy Beal,2012,273000
Joe Mays,2008,371295
Joe Mays,2009,385000
Joe Mays,2010,470000
Joe Mays,2011,600000
Joe Mays,2012,4000000
Joe Mays,2013,1087500
Joe Mays,2014,2875000
Joe Mays,2015,511765
Joel Dreessen,2005,318000
Joel Dreessen,2007,296471
Joel Dreessen,2008,445000
Joel Dreessen,2009,1545000
Joel Dreessen,2010,760000
Joel Dreessen,2011,910000
Joel Dreessen,2012,3000000
Joel Dreessen,2013,3000000
Julius Thomas,2011,759000
Julius Thomas,2012,465000
Julius Thomas,2013,555000
Julius Thomas,2014,645000
Julius Thomas,2015,15100000
Julius Thomas,2016,6100000
Julius Thomas,2017,5600000
Knowshon Moreno,2009,5080000
Knowshon Moreno,2010,8440000
Knowshon Moreno,2011,1000000
Knowshon Moreno,2012,855000
Knowshon Moreno,2013,1700000
Knowshon Moreno,2014,2756250
Malik Jackson,2012,603612
Malik Jackson,2013,480000
Malik Jackson,2014,570000
Malik Jackson,2015,1542000
Malik Jackson,2016,18000000
Malik Jackson,2017,13500000
Malik Jackson,2018,13500000
Malik Jackson,2019,10000000
Malik Jackson,2020,10105000
Malik Jackson,2021,3750000
Eric Herman,2013,23824
Eric Herman,2014,98824
Eric Herman,2015,19800
Matt Prater,2012,4250000
Matt Prater,2013,2500000
Matt Prater,2014,603529
Matt Prater,2015,2000000
Matt Prater,2016,3300000
Matt Prater,2017,7300000
Matt Prater,2018,2300000
Matt Prater,2019,2500000
Matt Prater,2020,3000000
Matt Prater,2021,2925000
Matt Prater,2022,3575000
Mike Adams,2004,108235
Mike Adams,2005,305000
Mike Adams,2006,425000
Mike Adams,2007,595294
Mike Adams,2008,605000
Mike Adams,2009,2000000
Mike Adams,2010,950000
Mike Adams,2011,1150000
Mike Adams,2012,2000000
Mike Adams,2013,2000000
Mike Adams,2014,1020000
Mike Adams,2015,2743750
Mike Adams,2016,2503125
Mike Adams,2017,2100000
Mike Adams,2018,2100000
Mike Adams,2019,847647
Nate Irving,2011,1070000
Nate Irving,2012,465000
Nate Irving,2013,555000
Nate Irving,2014,645000
Nate Irving,2015,1750000
Omar Bolden,2012,864428
Omar Bolden,2013,480000
Omar Bolden,2014,570000
Omar Bolden,2015,660000
Orlando Franklin,2011,2043000
Orlando Franklin,2012,573000
Orlando Franklin,2013,771000
Orlando Franklin,2014,969000
Orlando Franklin,2015,11000000
Orlando Franklin,2016,5500000
Philip Blake,2012,726600
Philip Blake,2013,102000
Quentin Jammer,2013,1100000
Quinton Carter,2011,830000
Quinton Carter,2012,319235
Quinton Carter,2013,555000
Quinton Carter,2014,645000
Rahim Moore,2011,2110000
Rahim Moore,2012,577188
Rahim Moore,2013,779375
Rahim Moore,2014,981563
Rahim Moore,2015,4718750
Robert Ayers,2009,1370000
Robert Ayers,2010,8725000
Robert Ayers,2011,880000
Robert Ayers,2012,965000
Robert Ayers,2013,1060000
Robert Ayers,2014,1750000
Robert Ayers,2015,1937500
Robert Ayers,2016,7500000
Robert Ayers,2017,6000000
Ronnie Hillman,2012,1080832
Ronnie Hillman,2013,515000
Ronnie Hillman,2014,635000
Ronnie Hillman,2015,770000
Ronnie Hillman,2016,268235
Sealver Siliga,2013,141176
Sealver Siliga,2014,374824
Sealver Siliga,2015,660000
Sealver Siliga,2016,312941
Sealver Siliga,2017,1100000
Steven Johnson,2012,402000
Steven Johnson,2013,480000
Steven Johnson,2014,570000
Steven Johnson,2015,685000
Steven Johnson,2016,678294
Steven Johnson,2017,501471
Trindon Holliday,2012,390000
Trindon Holliday,2013,480000
Trindon Holliday,2014,33529
Virgil Green,2011,444000
Virgil Green,2012,355588
Virgil Green,2013,555000
Virgil Green,2014,645000
Virgil Green,2015,3200000
Virgil Green,2016,2400000
Virgil Green,2017,2800000
Virgil Green,2018,3400000
Virgil Green,2019,2500000
Virgil Green,2020,2700000
Wesley Woodyard,2008,315000
Wesley Woodyard,2009,385000
Wesley Woodyard,2010,475000
Wesley Woodyard,2011,1835000
Wesley Woodyard,2012,2000000
Wesley Woodyard,2013,3000000
Wesley Woodyard,2014,4750000
Wesley Woodyard,2015,2750000
Wesley Woodyard,2016,3500000
Wesley Woodyard,2017,4250000
Wesley Woodyard,2018,4125000
Wesley Woodyard,2019,3481250
Willis McGahee,2013,829412
Zane Beadles,2010,2040000
Zane Beadles,2011,1111000
Zane Beadles,2012,540000
Zane Beadles,2013,630000
Zane Beadles,2014,7500000
Zane Beadles,2015,5000000
Zane Beadles,2016,3800000
Zane Beadles,2017,2950000
Zane Beadles,2018,484412
A.J. Jenkins,2012,3882748
A.J. Jenkins,2013,705797
A.J. Jenkins,2014,1021594
Ahmad Brooks,2006,915750
Ahmad Brooks,2007,360000
Ahmad Brooks,2008,445000
Ahmad Brooks,2009,535000
Ahmad Brooks,2010,2750000
Ahmad Brooks,2011,1500000
Ahmad Brooks,2012,8850000
Ahmad Brooks,2013,3550000
Ahmad Brooks,2014,5100000
Ahmad Brooks,2015,4706250
Ahmad Brooks,2016,5750000
Ahmad Brooks,2017,3500000
Aldon Smith,2011,9336092
Aldon Smith,2012,1028818
Aldon Smith,2013,1682636
Aldon Smith,2014,1236946
Aldon Smith,2015,2485294
Aldon Smith,2016,0
Aldon Smith,2017,0
Aldon Smith,2020,2000000
Alex Boone,2009,88400
Alex Boone,2010,320000
Alex Boone,2011,2150000
Alex Boone,2012,590000
Alex Boone,2013,1600000
Alex Boone,2014,2600000
Alex Boone,2015,3400000
Alex Boone,2016,6700000
Alex Boone,2017,1400000
Alex Boone,2020,73765
Andy Lee,2004,291500
Andy Lee,2005,305000
Andy Lee,2006,425000
Andy Lee,2007,2290000
Andy Lee,2008,710000
Andy Lee,2009,1000000
Andy Lee,2010,1000000
Andy Lee,2011,1000000
Andy Lee,2012,3600000
Andy Lee,2013,3550000
Andy Lee,2014,1900000
Andy Lee,2015,2050000
Andy Lee,2016,2833000
Andy Lee,2017,1900000
Andy Lee,2018,2015000
Andy Lee,2019,2000000
Andy Lee,2020,2000000
Andy Lee,2021,1500000
Andy Lee,2022,1500000
Anthony Dixon,2010,440600
Anthony Dixon,2011,450000
Anthony Dixon,2012,540000
Anthony Dixon,2013,630000
Anthony Dixon,2014,1350000
Anthony Dixon,2015,1000000
Bruce Miller,2011,437450
Bruce Miller,2012,465000
Bruce Miller,2013,555000
Bruce Miller,2014,2431000
Bruce Miller,2015,1300000
Bruce Miller,2020,77529
C.J. Spillman,2012,1700000
C.J. Spillman,2013,1250000
Cam Johnson,2012,45882
Cam Johnson,2013,405000
Cam Johnson,2014,495000
Cam Johnson,2015,25588
Cam Johnson,2016,432353
Carlos Rogers,2005,1838000
Carlos Rogers,2006,8300000
Carlos Rogers,2007,1877000
Carlos Rogers,2008,522500
Carlos Rogers,2009,1402500
Carlos Rogers,2010,1542750
Carlos Rogers,2011,4500000
Carlos Rogers,2012,9250000
Carlos Rogers,2013,5850000
Carlos Rogers,2014,2359375
Chris Culliver,2011,1183500
Chris Culliver,2012,465000
Chris Culliver,2013,555000
Chris Culliver,2014,1431000
Chris Culliver,2015,8000000
Colin Kaepernick,2011,2601764
Colin Kaepernick,2012,607922
Colin Kaepernick,2013,840844
Colin Kaepernick,2014,13073766
Colin Kaepernick,2015,11925000
Colin Kaepernick,2016,14300000
Daniel Kilgore,2011,535300
Daniel Kilgore,2012,465000
Daniel Kilgore,2013,555000
Daniel Kilgore,2014,1995000
Daniel Kilgore,2015,1512500
Daniel Kilgore,2016,1100000
Daniel Kilgore,2017,1400000
Daniel Kilgore,2018,5000000
Daniel Kilgore,2019,2775000
Daniel Kilgore,2020,1050000
Darius Fleming,2012,437800
Darius Fleming,2013,303000
Darius Fleming,2014,116471
Darius Fleming,2015,206471
Jared Cook,2009,1010000
Jared Cook,2010,395000
Jared Cook,2011,525000
Jared Cook,2012,615000
Jared Cook,2013,8000000
Jared Cook,2014,6000000
Jared Cook,2015,7000000
Jared Cook,2016,2600000
Jared Cook,2017,5675000
Jared Cook,2018,5300000
Jared Cook,2019,8000000
Jared Cook,2020,7000000
Jared Cook,2021,5500000
Cassius Vaughn,2010,330000
Cassius Vaughn,2011,450000
Cassius Vaughn,2012,540000
Cassius Vaughn,2013,1323000
Cassius Vaughn,2014,730000
Cassius Vaughn,2015,43824
Sammie Lee Hill,2009,668500
Sammie Lee Hill,2010,395000
Sammie Lee Hill,2011,525000
Sammie Lee Hill,2012,1260000
Sammie Lee Hill,2013,4000000
Sammie Lee Hill,2014,3300000
Sammie Lee Hill,2015,3900000
Demarcus Dobbs,2011,387500
Demarcus Dobbs,2012,465000
Demarcus Dobbs,2013,522353
Demarcus Dobbs,2014,673412
Demarcus Dobbs,2015,825000
Donte Whitner,2006,5231250
Donte Whitner,2007,8703750
Donte Whitner,2008,765750
Donte Whitner,2009,2855000
Donte Whitner,2010,3345000
Donte Whitner,2011,4000000
Donte Whitner,2012,3300000
Donte Whitner,2013,4100000
Donte Whitner,2014,11000000
Donte Whitner,2015,4500000
Donte Whitner,2016,753235
Garrett Celek,2012,396000
Garrett Celek,2013,480000
Garrett Celek,2014,570000
Garrett Celek,2015,710000
Garrett Celek,2016,3900000
Garrett Celek,2017,1950000
Garrett Celek,2018,2028125
Garrett Celek,2019,1113647
Ian Williams,2011,375000
Ian Williams,2012,465000
Ian Williams,2013,1555000
Ian Williams,2014,950000
Ian Williams,2015,1250000
Erin Henderson,2008,173529
Erin Henderson,2009,317059
Erin Henderson,2010,475000
Erin Henderson,2011,1200000
Erin Henderson,2012,1718750
Erin Henderson,2013,2100000
Erin Henderson,2015,745000
Erin Henderson,2016,750000
Joe Looney,2012,815204
Joe Looney,2013,480000
Joe Looney,2014,570000
Joe Looney,2015,427059
Joe Looney,2016,875000
Joe Looney,2017,800000
Joe Looney,2018,1350000
Joe Looney,2019,1000000
Joe Looney,2020,2437500
Kendall Hunter,2011,863020
Kendall Hunter,2012,465000
Kendall Hunter,2013,555000
Kendall Hunter,2014,745000
Kendall Hunter,2015,116471
Kyle Williams,2010,399350
Kyle Williams,2011,450000
Kyle Williams,2012,540000
Kyle Williams,2013,259412
Kyle Williams,2015,413000
LaMichael James,2012,1243744
LaMichael James,2013,540859
LaMichael James,2014,234706
Glenn Dorsey,2008,6753250
Glenn Dorsey,2009,13070000
Glenn Dorsey,2010,3483500
Glenn Dorsey,2011,4332250
Glenn Dorsey,2012,6681000
Glenn Dorsey,2013,3350000
Glenn Dorsey,2014,4725000
Glenn Dorsey,2015,1775000
Glenn Dorsey,2016,2100000
Michael Crabtree,2009,2393077
Michael Crabtree,2010,12795000
Michael Crabtree,2011,4375000
Michael Crabtree,2012,4000000
Michael Crabtree,2013,5000000
Michael Crabtree,2014,4000000
Michael Crabtree,2015,4100000
Michael Crabtree,2016,11000000
Michael Crabtree,2017,6569853
Michael Crabtree,2018,8000000
Michael Wilhoite,2012,390000
Michael Wilhoite,2013,480000
Michael Wilhoite,2014,570000
Michael Wilhoite,2015,660000
Michael Wilhoite,2016,1671000
Michael Wilhoite,2017,1550000
Mike Iupati,2010,2394000
Mike Iupati,2011,4800000
Mike Iupati,2012,1003500
Mike Iupati,2013,1302000
Mike Iupati,2014,3298363
Mike Iupati,2015,11500000
Mike Iupati,2016,4500000
Mike Iupati,2017,8000000
Mike Iupati,2018,5000000
Mike Iupati,2019,2750000
Mike Iupati,2020,2500000
NaVorro Bowman,2010,1022248
NaVorro Bowman,2011,450000
NaVorro Bowman,2012,8040000
NaVorro Bowman,2013,4630000
NaVorro Bowman,2014,4000000
NaVorro Bowman,2015,5450000
NaVorro Bowman,2016,9437500
NaVorro Bowman,2017,2000000
Danny Woodhead,2008,202000
Danny Woodhead,2009,218824
Danny Woodhead,2010,796765
Danny Woodhead,2011,775000
Danny Woodhead,2012,950000
Danny Woodhead,2013,1750000
Danny Woodhead,2014,3750000
Danny Woodhead,2015,1500000
Danny Woodhead,2016,2000000
Danny Woodhead,2017,3250000
Patrick Willis,2007,4150000
Patrick Willis,2008,7620000
Patrick Willis,2009,600000
Patrick Willis,2010,16598000
Patrick Willis,2011,6396000
Patrick Willis,2012,3604000
Patrick Willis,2013,3652000
Patrick Willis,2014,6066250
Perrish Cox,2010,521970
Perrish Cox,2012,465000
Perrish Cox,2013,555000
Perrish Cox,2014,695000
Perrish Cox,2015,5000000
Randy Moss,1998,2599000
Randy Moss,1999,692500
Randy Moss,2000,881000
Randy Moss,2001,10610000
Randy Moss,2002,8622125
Randy Moss,2003,5083964
Randy Moss,2004,5820804
Randy Moss,2005,7750000
Randy Moss,2006,8250000
Randy Moss,2007,5000000
Randy Moss,2008,14000000
Randy Moss,2009,6500000
Randy Moss,2010,3388235
Randy Moss,2012,2500000
Scott Tolzien,2013,261176
Scott Tolzien,2014,645000
Scott Tolzien,2015,1350000
Scott Tolzien,2016,1750000
Scott Tolzien,2017,1750000
Tarell Brown,2007,462000
Tarell Brown,2008,370000
Tarell Brown,2009,3036562
Tarell Brown,2010,973438
Tarell Brown,2011,1300000
Tarell Brown,2012,1400000
Tarell Brown,2013,1631250
Tarell Brown,2014,3500000
Tarell Brown,2015,1500000
Tony Jerod-Eddie,2012,390000
Tony Jerod-Eddie,2013,405000
Tony Jerod-Eddie,2014,495000
Tony Jerod-Eddie,2015,585000
Tony Jerod-Eddie,2016,1000000
Trenton Robinson,2012,500500
Trenton Robinson,2013,310588
Trenton Robinson,2014,570000
Will Tukuafu,2014,341471
Will Tukuafu,2015,825000
Will Tukuafu,2016,447059
Alex Smith,2012,0
Alex Smith,2013,905000
Alex Smith,2014,920000
Alex Smith,2015,153529
Anthony Davis,2010,4741900
Anthony Davis,2011,9387500
Anthony Davis,2012,1325000
Anthony Davis,2013,8380000
Anthony Davis,2014,4165600
Frank Gore,2005,829500
Frank Gore,2006,350000
Frank Gore,2007,7035000
Frank Gore,2008,6827000
Frank Gore,2009,4031250
Frank Gore,2010,4221875
Frank Gore,2011,5000000
Frank Gore,2012,5600000
Frank Gore,2013,6450000
Frank Gore,2014,6450000
Frank Gore,2015,4500000
Frank Gore,2016,4000000
Frank Gore,2017,3500000
Frank Gore,2018,1105000
Frank Gore,2019,2000000
Frank Gore,2020,1050000
Joe Staley,2007,1900000
Joe Staley,2008,2890000
Joe Staley,2009,12670000
Joe Staley,2010,5925000
Joe Staley,2011,1309750
Joe Staley,2012,2500000
Joe Staley,2013,2800000
Joe Staley,2014,3400000
Joe Staley,2015,11200000
Joe Staley,2016,10100000
Joe Staley,2017,8918750
Joe Staley,2018,8750000
Joe Staley,2019,13343750
Jonathan Goodwin,2002,336750
Jonathan Goodwin,2003,300000
Jonathan Goodwin,2004,380000
Jonathan Goodwin,2005,656000
Jonathan Goodwin,2006,1450000
Jonathan Goodwin,2007,1350000
Jonathan Goodwin,2008,3500000
Jonathan Goodwin,2009,2250000
Jonathan Goodwin,2010,2700000
Jonathan Goodwin,2011,3000000
Jonathan Goodwin,2012,3050000
Jonathan Goodwin,2013,2500000
Jonathan Goodwin,2014,1020000
Justin Smith,2001,10500000
Justin Smith,2002,2430000
Justin Smith,2003,1330000
Justin Smith,2004,1580000
Justin Smith,2005,1830000
Justin Smith,2006,2080000
Justin Smith,2007,8644000
Justin Smith,2008,12250000
Justin Smith,2009,9750000
Justin Smith,2010,3125000
Justin Smith,2011,5500000
Justin Smith,2012,6375000
Justin Smith,2013,8100000
Justin Smith,2014,4750000
Ray McDonald,2007,877500
Ray McDonald,2008,370000
Ray McDonald,2009,460000
Ray McDonald,2010,1101000
Ray McDonald,2011,6000000
Ray McDonald,2012,3150000
Ray McDonald,2013,3250000
Vernon Davis,2006,5835000
Vernon Davis,2007,9820000
Vernon Davis,2008,1000000
Vernon Davis,2009,2540000
Vernon Davis,2010,13974000
Vernon Davis,2011,5308000
Vernon Davis,2012,6351000
Vernon Davis,2013,6647000
Vernon Davis,2014,5250000
Vernon Davis,2015,2527941
Vernon Davis,2016,2900000
Vernon Davis,2017,6000000
Vernon Davis,2018,3968750
Vernon Davis,2019,4950000
Adam Podlesh,2011,4500000
Adam Podlesh,2012,1275000
Adam Podlesh,2013,1325000
Alshon Jeffery,2012,2137516
Alshon Jeffery,2013,596719
Alshon Jeffery,2014,803438
Alshon Jeffery,2015,1010157
Alshon Jeffery,2016,11163941
Alshon Jeffery,2017,16250000
Alshon Jeffery,2018,7500000
Alshon Jeffery,2019,11750000
Alshon Jeffery,2020,11500000
Anthony Walters,2011,375000
Anthony Walters,2012,465000
Anthony Walters,2013,555000
Anthony Walters,2014,151765
Blake Costanzo,2012,1125000
Blake Costanzo,2013,740000
Brandon Hardin,2012,864376
Brandon Marshall,2006,695000
Brandon Marshall,2007,360000
Brandon Marshall,2008,418824
Brandon Marshall,2009,2198000
Brandon Marshall,2010,9500000
Brandon Marshall,2011,9700000
Brandon Marshall,2012,590500
Brandon Marshall,2013,9300000
Brandon Marshall,2014,15000000
Brandon Marshall,2015,9000000
Brandon Marshall,2016,9500000
Brandon Marshall,2017,5156250
Brittan Golden,2013,285882
Brittan Golden,2014,58235
Brittan Golden,2015,510000
Brittan Golden,2016,458824
Brittan Golden,2017,658000
Charles Tillman,2003,2354000
Charles Tillman,2004,373750
Charles Tillman,2005,448500
Charles Tillman,2006,563250
Charles Tillman,2007,12098000
Charles Tillman,2008,6800000
Charles Tillman,2009,3300000
Charles Tillman,2010,3400000
Charles Tillman,2011,3450000
Charles Tillman,2012,3550000
Charles Tillman,2013,8000000
Charles Tillman,2014,2900000
Charles Tillman,2015,1887500
Cheta Ozougwu,2013,197647
Cheta Ozougwu,2014,333000
Chris Conte,2011,908600
Chris Conte,2012,475000
Chris Conte,2013,565000
Chris Conte,2014,1431000
Chris Conte,2015,1984375
Chris Conte,2016,3000000
Chris Conte,2017,3000000
Chris Conte,2018,2500000
Zach Ertz,2013,2697144
Zach Ertz,2014,649509
Zach Ertz,2015,894018
Zach Ertz,2016,9318527
Zach Ertz,2017,4100000
Zach Ertz,2018,8100000
Zach Ertz,2019,8000000
Zach Ertz,2020,8000000
Zach Ertz,2021,5666667
Zach Ertz,2022,10750000
Zach Ertz,2023,10850000
Zach Ertz,2024,10050000
Zach Ertz,2025,0
Corey Wootton,2010,827172
Corey Wootton,2011,450000
Corey Wootton,2012,540000
Corey Wootton,2013,1323000
Corey Wootton,2014,1500000
Corey Wootton,2015,493000
Craig Steltz,2012,875000
Craig Steltz,2013,765000
Derek Dennis,2014,100800
Devin Hester,2006,530000
Devin Hester,2007,1267500
Devin Hester,2008,5492500
Devin Hester,2009,5750000
Devin Hester,2010,6000000
Devin Hester,2011,1833500
Devin Hester,2012,1896000
Devin Hester,2013,2107523
Devin Hester,2014,3500000
Devin Hester,2015,2875000
Devin Hester,2016,0
Earl Bennett,2008,1115837
Earl Bennett,2009,385000
Earl Bennett,2010,470000
Earl Bennett,2011,7200000
Earl Bennett,2012,1600000
Earl Bennett,2013,1350000
Eric Weems,2012,2225000
Eric Weems,2013,915000
Eric Weems,2014,730000
Eric Weems,2015,1345000
Eric Weems,2016,935000
Eric Weems,2017,975000
Evan Rodriguez,2012,835200
Evan Rodriguez,2013,225882
Evan Rodriguez,2014,67059
Gabe Carimi,2011,4006672
Gabe Carimi,2012,695729
Gabe Carimi,2013,1016458
Gabe Carimi,2014,850000
Gabe Miller,2011,573499
Gabe Miller,2012,85500
Gabe Miller,2013,6000
Gabe Miller,2014,98824
Isaiah Frey,2012,96900
Isaiah Frey,2013,405000
Isaiah Frey,2014,320294
Isaiah Frey,2015,66000
Israel Idonije,2013,905000
James Brown,2012,390000
James Brown,2013,480000
Jonathan Scott,2013,780000
Jonathan Scott,2014,502941
Jay Cutler,2006,1550000
Jay Cutler,2007,11247500
Jay Cutler,2008,1172500
Jay Cutler,2009,17134999
Jay Cutler,2010,7500000
Jay Cutler,2011,8100000
Jay Cutler,2012,8200000
Jay Cutler,2013,8970000
Jay Cutler,2014,22500000
Jay Cutler,2015,15500000
Jay Cutler,2016,16000000
Jay Cutler,2017,10000000
Jerry Franklin,2013,310588
Jerry Franklin,2014,33529
J'Marcus Webb,2010,320000
J'Marcus Webb,2011,450000
J'Marcus Webb,2012,490000
J'Marcus Webb,2013,630000
J'Marcus Webb,2015,745000
J'Marcus Webb,2018,508412
J'Marcus Webb,2019,930000
J'Marcus Webb,2020,97765
Joe Anderson,2015,13200
J.T. Thomas,2011,350516
J.T. Thomas,2012,390000
J.T. Thomas,2013,480000
J.T. Thomas,2014,645000
J.T. Thomas,2015,4000000
J.T. Thomas,2016,1625000
Julius Peppers,2002,9864706
Julius Peppers,2003,4550000
Julius Peppers,2004,1750000
Julius Peppers,2005,6315000
Julius Peppers,2006,10865000
Julius Peppers,2007,7685000
Julius Peppers,2008,10735000
Julius Peppers,2009,18183000
Julius Peppers,2010,20200000
Julius Peppers,2011,11700000
Julius Peppers,2012,9000000
Julius Peppers,2013,13200000
Julius Peppers,2014,8500000
Julius Peppers,2015,9500000
Julius Peppers,2016,8000000
Julius Peppers,2017,4250000
Julius Peppers,2018,5000000
Kyle Adams,2011,375000
Kyle Adams,2012,465000
Kyle Adams,2013,163235
Lance Briggs,2003,915000
Lance Briggs,2004,305000
Lance Briggs,2005,380000
Lance Briggs,2006,721600
Lance Briggs,2007,7206000
Lance Briggs,2008,8805000
Lance Briggs,2009,6100000
Lance Briggs,2010,6695000
Lance Briggs,2011,3900000
Lance Briggs,2012,6250000
Lance Briggs,2013,5750000
Lance Briggs,2014,5500000
Osi Umenyiora,2003,1390000
Osi Umenyiora,2004,305000
Osi Umenyiora,2005,4880000
Osi Umenyiora,2006,10150000
Osi Umenyiora,2007,1445000
Osi Umenyiora,2008,1700000
Osi Umenyiora,2009,3050000
Osi Umenyiora,2010,3600000
Osi Umenyiora,2011,3625000
Osi Umenyiora,2012,6000000
Osi Umenyiora,2013,5000000
Osi Umenyiora,2014,3500000
Major Wright,2010,999300
Major Wright,2011,450000
Major Wright,2012,540000
Major Wright,2013,1323000
Major Wright,2014,730000
Major Wright,2015,1250000
Matt Blanchard,2015,45388
Matt Forte,2008,2356500
Matt Forte,2009,385000
Matt Forte,2010,470000
Matt Forte,2011,600000
Matt Forte,2012,9800000
Matt Forte,2013,6300000
Matt Forte,2014,6900000
Matt Forte,2015,7903125
Matt Forte,2016,5000000
Matt Forte,2017,4000000
Chris Clemons,2009,472500
Chris Clemons,2010,395000
