,Name,Year,Salary
11453,Daniel Te'o-Nesheim,2012,540000
9644,DeAndre Levy,2012,1927000
2187,Vincent Jackson,2012,25160000
2344,Jamell Fleming,2012,976068
4575,Kroy Biermann,2012,4200000
9649,Audie Cole,2012,457500
4320,Nate Allen,2012,1266000
2348,Jay Feely,2012,1550000
1737,James-Michael Johnson,2012,805908
9422,Chris Johnson,2012,8000000
9621,Tommie Campbell,2012,465000
2335,David Carter,2012,465000
4544,Julio Jones,2012,1110625
2317,Daryl Washington,2012,5025000
929,Matt Forte,2012,9800000
4373,Todd Herremans,2012,8700000
1771,John Greco,2012,1000000
4364,Stanley Havili,2012,390000
9602,Nate Washington,2012,3400000
9445,Craig Stevens,2012,5000000
9607,Patrick Bailey,2012,830000
135,Paul Kruger,2012,1115000
2328,Daryn Colledge,2012,4000000
9610,Scott Solomon,2012,456964
2331,Dave Zastudil,2012,850000
11458,Kellen Clemens,2012,710000
2197,Zach Miller,2012,6000000
9617,Taylor Thompson,2012,588000
4349,Riley Cooper,2012,540000
4345,Phillip Hunt,2012,475000
11443,Tramaine Brock,2012,540000
2352,Jeff King,2012,2000000
4579,Lamar Holmes,2012,923600
9392,Beau Brinkley,2012,410000
155,Drew Stanton,2012,750000
11420,Willie Young,2012,540000
2170,Ted Larsen,2012,540000
9698,Charlie Johnson,2012,3250000
4275,LeSean McCoy,2012,9115000
4605,Matt Bryant,2012,2050000
2388,Kory Sperry,2012,615000
9386,Alterraun Verner,2012,540000
2391,LaRon Byrd,2012,396500
9707,Chris Cook,2012,540000
39,Ryan Clady,2012,3500000
4264,Kurt Coleman,2012,540000
9711,Christian Ballard,2012,494222
1723,Ishmaa'ily Kitchen,2012,390000
4616,Matt Ryan,2012,11500000
9378,Akeem Ayers,2012,598932
9687,Chad Greenway,2012,6000000
915,Osi Umenyiora,2012,6000000
1728,Jabaal Sheard,2012,606375
57,Champ Bailey,2012,11250000
59,Aaron Brewer,2012,394000
2356,Jim Dray,2012,540000
4584,C.J. Mosley,2012,2000000
9654,Blair Walsh,2012,507932
9661,Brandon Burton,2012,465000
4309,Mychal Kendricks,2012,2062324
9663,Brandon Fusco,2012,474639
4588,Matt Bosher,2012,465000
2312,Darnell Dockett,2012,3650000
142,Demaryius Thomas,2012,3854000
2361,Justin Bethel,2012,504224
9414,Byron Stingily,2012,465000
11434,Austin Howard,2012,540000
4301,Michael Vick,2012,16000000
9675,Brian Robison,2012,1812000
1778,Johnson Bademosi,2012,392500
2376,Danny Amendola,2012,1927000
9403,Brett Kern,2012,706000
13034,Manny Ramirez,2012,700000
11401,Chris Maragos,2012,540000
9590,Leodis McKelvin,2012,1518750
4383,Trent Cole,2012,11250000
4455,Corey Peters,2012,442412
9493,Dashon Goldson,2012,6212000
9527,Kendall Wright,2012,4807056
4491,Harland Gunn,2012,390000
4450,Cliff Matthews,2012,465000
2095,Mason Foster,2012,501562
2074,Luke Stocker,2012,465000
2265,Terence Newman,2012,1475000
28389,Ron Edwards,2012,1750000
11529,Chris Williams,2012,808823
4498,Harry Douglas,2012,3500000
4445,Chase Coffman,2012,540000
9536,Kenny Britt,2012,755000
100,Chris Kuper,2012,3500000
2218,Anthony Sherman,2012,465000
4441,Bradie Ewing,2012,457192
9484,Jake Locker,2012,947091
523,Kyle Williams,2012,540000
4439,Asante Samuel,2012,4500000
517,Kendall Hunter,2012,465000
28387,Dedrick Epps,2012,0
2235,Karlos Dansby,2012,9000000
28385,Rich Ranglin,2012,0
28384,Nick Guess,2012,0
4470,Drew Davis,2012,390000
28383,Jeremy Jones,2012,51382
9501,Jason McCourty,2012,12000000
4468,Dominique Franks,2012,540000
4466,Dominique Davis,2012,392000
9517,Kamerion Wimbley,2012,11500000
11521,Calvin Pace,2012,4335000
2084,Mark Barron,2012,9351092
9521,Karl Klug,2012,465000
1742,Jason Pinkston,2012,465000
4483,Lorenzo Alexander,2012,800000
2250,Carson Palmer,2012,12500000
950,Michael Bush,2012,5000000
83,Chris Harris Jr.,2012,465000
2093,Markus White,2012,54706
1746,Joe Haden,2012,5965505
471,Demarcus Dobbs,2012,465000
102,C.J. Davis,2012,410294
4528,Josh Harris,2012,392500
938,Chris Clemons,2012,1308000
9564,Michael Griffin,2012,11500000
11488,Danny McCray,2012,540000
2299,Dan Williams,2012,695000
2206,Andre Roberts,2012,540000
122,Derek Wolfe,2012,2616764
4404,Vinny Curry,2012,1289512
961,Tony Romo,2012,9000000
9577,Michael Roos,2012,5500000
9580,Mike Martin,2012,957560
13116,John Abraham,2012,6000000
4395,Alex Smith,2012,8000000
1761,Joe Thomas,2012,10700000
11469,Brandon Tate,2012,565000
9584,Mike Otto,2012,1500000
9451,Damian Williams,2012,540000
4418,Sam Baker,2012,2576250
4525,Jonathan Massaquoi,2012,558860
116,Eric Decker,2012,490000
11543,Andre Brown,2012,412941
75,Brock Osweiler,2012,1387584
2271,Bobby Massie,2012,833380
9472,Josh Bynes,2012,0
11501,Marcus Sherels,2012,465000
104,Danny Trevathan,2012,494072
4508,Jacquizz Rodgers,2012,465000
9546,Marc Mariani,2012,540000
466,Sammie Lee Hill,2012,1260000
2066,LeGarrette Blount,2012,540000
2285,Calais Campbell,2012,17000000
9464,Derrick Morgan,2012,955000
9551,Markelle Martin,2012,376788
4519,Joe Hawley,2012,412941
4424,Akeem Dent,2012,500000
9555,Geoff Schwartz,2012,900000
4421,Adam Nissley,2012,276000
4122,Danny Watkins,2012,734600
9460,David Stewart,2012,5000000
4515,Jason Snelling,2012,1775000
2058,Leonard Johnson,2012,397500
920,Major Wright,2012,540000
2057,Lazarius Levingston,2012,109412
9752,Greg McCoy,2012,45600
181,Jeremy Beal,2012,273000
11351,Kyle Moore,2012,615000
2429,Michael Floyd,2012,6082000
2469,Rob Housler,2012,510000
9347,T.J. Yates,2012,465000
9813,John Carlson,2012,8000000
11378,Rashad Jennings,2012,565000
9324,Rashad Carmichael,2012,464999
2425,Lyle Sendlein,2012,2550000
4675,Sean Weatherspoon,2012,726250
4642,Robert McClain,2012,465000
9753,Harrison Smith,2012,4021672
19,Von Miller,2012,1329563
9820,John Sullivan,2012,3000000
2474,Ryan Williams,2012,602611
11343,Chris Baker,2012,540000
9750,Greg Childs,2012,573584
9745,George Johnson,2012,63529
12961,Patrick DiMarco,2012,114706
1788,Jordan Cameron,2012,465000
9741,Fred Evans,2012,1500000
2477,Ryan Lindley,2012,495308
2418,Levi Brown,2012,8250000
4144,Dennis Kelly,2012,578880
9827,Josh Robinson,2012,1087000
2121,Mike Remmers,2012,91200
2136,Najee Goode,2012,596900
4209,Jason Kelce,2012,465000
11358,Chris Clark,2012,540000
186,Joe Mays,2012,4000000
2446,O'Brien Schofield,2012,540000
9783,Jared Allen,2012,11619850
11368,Mitch Unrein,2012,465000
1794,Josh Gordon,2012,2714836
2442,Nate Potter,2012,449424
4655,Roddy White,2012,5500000
4197,Evan Mathis,2012,6000000
9787,Jarius Wright,2012,810108
9770,Greg Toler,2012,1260000
4180,Dion Lewis,2012,465000
2452,Patrick Peterson,2012,1212705
9714,Christian Ponder,2012,836759
1720,Greg Little,2012,526250
903,Lance Briggs,2012,6250000
9336,Terrell McClain,2012,246176
4204,Greg Salas,2012,465000
2438,Mike Leach,2012,1225000
526,LaMichael James,2012,1243744
4662,Chase Daniel,2012,1000000
9331,Shiloh Keo,2012,465000
14,Peyton Manning,2012,18000000
9343,Tim Jamison,2012,970000
2436,Mike Gibson,2012,615000
2134,Mike Williams,2012,540000
4168,DeSean Jackson,2012,11000000
9801,Joe Webb,2012,540000
4232,Jason Peters,2012,4250000
11389,Jason Smith,2012,2450000
2042,Lavonte David,2012,1354896
892,Kyle Adams,2012,465000
9367,Whitney Mercilus,2012,4382072
2490,Senio Kelemete,2012,581160
9731,Everson Griffen,2012,540000
2119,Michael Smith,2012,455148
2144,Nate Byham,2012,465000
4253,Julian Vandervelde,2012,34200
9851,Matt Asiata,2012,390000
4686,Stephen Nicholas,2012,1500000
9723,D'Aundre Reed,2012,468109
11326,Josh Johnson,2012,41176
9848,Larry Dean,2012,465000
2404,Larry Fitzgerald,2012,20250000
199,Julius Thomas,2012,465000
9307,Owen Daniels,2012,6500000
9365,Wade Smith,2012,2000000
4246,Jeremy Maclin,2012,1093250
9836,Kyle Rudolph,2012,585448
9311,Randy Bullock,2012,451108
2107,Michael Bennett,2012,2742000
9726,DeMarcus Love,2012,474806
4631,Mike Johnson,2012,540000
976,Robbie Gould,2012,2825000
969,Bradley Fletcher,2012,1202202
2500,Tim Fugger,2012,51300
2154,Dunta Robinson,2012,5000000
9719,Cullen Loeffler,2012,850000
2482,Sam Acho,2012,465000
4140,DeMeco Ryans,2012,4550000
196,Joel Dreessen,2012,3000000
2116,Michael Koenen,2012,3000000
175,Jacob Tamme,2012,2500000
4634,Peter Konz,2012,1439892
167,J.D. Walton,2012,540000
12263,DeVonte Holloman,2013,509220
13991,Elbert Mack,2013,359118
12350,Carter Bykowski,2013,102000
13992,Omar Brown,2013,254118
10831,Quinn Johnson,2013,168235
14057,Rashean Mathis,2013,940000
6834,Christo Bilukidi,2013,169412
11875,Dustin Hopkins,2013,434412
12244,Devin Taylor,2013,705584
10953,Tom Crabtree,2013,775000
10810,Jason Phillips,2013,730000
14055,Steve Vallos,2013,715000
13997,David Garrard,2013,588235
14056,Andre Gurode,2013,28441
13998,Dante Rosario,2013,715000
10954,Marlon Moore,2013,296471
6946,Mike Brisiel,2013,4500000
10950,Darrel Young,2013,1650000
12265,Montori Hughes,2013,600090
11662,Jarvis Jones,2013,5116272
10808,Lex Hilliard,2013,322900
6923,Marquette King,2013,405000
10809,Mike Goodson,2013,1331942
12243,Marcus Lattimore,2013,588584
6830,Chimdi Chekwa,2013,555000
6928,Matt Giordano,2013,840000
7902,Roy Helu,2013,555000
11530,Chris Williams,2013,1976154
10827,Cullen Jenkins,2013,3150000
12257,Sanders Commings,2013,503512
6814,Zoltan Mesko,2013,0
7735,Dezmon Briscoe,2013,630000
1377,Aaron Williams,2013,853104
11544,Andre Brown,2013,2023000
7883,Richard Crawford,2013,303000
13996,Will Witherspoon,2013,940000
12368,Zac Stacy,2013,581500
7744,Evan Royster,2013,555000
6815,Tanner Hawkinson,2013,587424
10977,Khalif Barnes,2013,915000
10987,Parys Haralson,2013,1300000
11532,Britton Colquitt,2013,4250000
12248,Levine Toilolo,2013,705584
7738,Doug Worthington,2013,303000
11700,Bjoern Werner,2013,4527836
10816,Cary Williams,2013,5750000
10981,Louis Murphy,2013,715000
10986,Seth Olsen,2013,670000
7891,Brad Meester,2013,1500000
7731,DeJon Gomes,2013,555000
12259,Denard Robinson,2013,618612
7748,Chris Ivory,2013,3000000
7756,Jarvis Jenkins,2013,642780
630,Trenton Robinson,2013,310588
13995,Brandon Jacobs,2013,480530
13993,Chris Crocker,2013,457059
11691,Desmond Trufant,2013,4723980
10990,Tanner Purdum,2013,760000
11673,Justin Pugh,2013,4854744
6824,Brandon Myers,2013,2250000
11887,Spencer Ware,2013,433609
10989,Isaiah Trufant,2013,590000
13994,Lawrence Tynes,2013,905000
7893,Robert Griffin III,2013,1349959
10970,Phil Dawson,2013,2250000
6934,Gary Barnidge,2013,1400000
14060,Brian Waters,2013,1500000
14061,Nick Barnett,2013,940000
12354,Micah Hyde,2013,583108
7881,Reed Doughty,2013,1375000
11703,Xavier Rhodes,2013,4462456
6813,Stewart Bradley,2013,1200000
11666,Eric Reid,2013,4952820
1384,Alex Carrington,2013,630000
12273,Mike Catapano,2013,474124
10870,Rey Maualuga,2013,3703125
11595,Jonathan Cooper,2013,9366092
11804,Leon McFadden,2013,1076252
6892,Jon Condo,2013,1550000
6848,David Ausberry,2013,555000
7853,Maurice Hurt,2013,555000
10899,Donnie Avery,2013,2800000
10901,Jason Hunter,2013,1000000
14020,Elvis Fisher,2013,283000
6898,Domenik Hixon,2013,1200000
1374,Chris Houston,2013,7500000
12302,William Gholston,2013,805544
14021,Quentin Hines,2013,289000
7817,Steve McLendon,2013,2575000
11809,Blidi Wreh-Wilson,2013,1061324
6900,Juron Criner,2013,480000
10865,Ben Hartsock,2013,905000
10864,Antwan Barnes,2013,1650000
7856,Niles Paul,2013,555000
6902,Jacob Cutrera,2013,650000
14023,Peyton Hillis,2013,359118
448,Jared Cook,2013,8000000
14009,Eric Winston,2013,1250000
11752,Alec Ogletree,2013,3897748
12329,Zac Dysert,2013,453200
11798,Bennie Logan,2013,1089092
11739,Cordarrelle Patterson,2013,4036672
7827,Tyler Polumbus,2013,1000000
11637,Sheldon Richardson,2013,6097000
11767,Matt Elam,2013,3706456
10885,Jonathan Casillas,2013,1400000
6856,Jack Crawford,2013,480000
1241,Kyle Cook,2013,2700000
11620,D.J. Fluker,2013,7077728
11774,Paul Fanaika,2013,730000
12326,Brandon McGee,2013,596160
10878,Louis Delmas,2013,3465000
11777,Travis Kelce,2013,1025716
12316,A.J. Klein,2013,596300
6868,Jacoby Ford,2013,1323000
11613,Chance Warmack,2013,7633472
6870,Jamize Olawale,2013,480000
10890,Justin Drescher,2013,1090000
11790,Dwayne Gratz,2013,1102576
6852,Denarius Moore,2013,555000
1248,Leon Hall,2013,6600000
11628,D.J. Hayden,2013,6293144
11760,Travis Frederick,2013,3781384
7832,Leonard Hankerson,2013,580000
7850,London Fletcher,2013,5500000
11794,Sio Moore,2013,1095832
642,Anthony Davis,2013,8380000
11601,Tavon Austin,2013,8058456
6881,Jared Veldheer,2013,1323000
6889,David Akers,2013,1005000
12268,Andre Ellington,2013,508864
6845,Jordan Senn,2013,780000
6841,Darren McFadden,2013,5826250
10849,Delanie Walker,2013,5800000
11853,Keenan Allen,2013,1018800
7781,Kai Forbath,2013,480000
10927,Clark Harris,2013,1340000
7777,Josh Wilson,2013,2000000
11657,E.J. Manuel,2013,5247036
12291,Steve Williams,2013,480800
11713,Datone Jones,2013,4397072
652,Frank Gore,2013,6450000
12277,Terron Armstead,2013,1022436
10937,E.J. Biggers,2013,1500000
10940,Sav Rocca,2013,1115000
6918,Marcel Reece,2013,4600000
10842,Darius Reynaud,2013,168235
12348,Jeff Baca,2013,501600
7773,Josh Morgan,2013,4000000
11554,Luke Joeckel,2013,14204344
10836,Andy Levitre,2013,13000000
10941,Jeremy Trueblood,2013,840000
7873,Pierre Garcon,2013,6000000
11865,Dallas Thomas,2013,1011376
7763,Josh LeRibeus,2013,510000
11868,J.J. Wilcox,2013,991068
11545,Eric Fisher,2013,14923544
10942,Nick Sundberg,2013,1300000
14036,Seyi Ajirotutu,2013,630000
10906,Keenan Lewis,2013,7000000
11559,Dion Jordan,2013,13746672
11843,John Jenkins,2013,972560
11587,Barkevious Mingo,2013,10673728
7800,Kirk Cousins,2013,480000
11818,T.J. McDonald,2013,1053000
10860,Vance Walker,2013,2225000
11646,Edmund Kugbila,2013,744456
6906,Lamarr Houston,2013,660000
12334,Jonathan Meeks,2013,547941
10913,Rashad Johnson,2013,1800000
11583,Corey Fuller,2013,102000
12294,Brian Winters,2013,1048876
636,Alex Smith,2013,905000
7864,Perry Riley,2013,1323000
11824,Marquise Goodwin,2013,1003876
11648,Kenny Stills,2013,599452
11731,Sylvester Williams,2013,4299000
6912,Lucas Nix,2013,480000
11567,Lane Johnson,2013,13223620
12338,Logan Ryan,2013,968252
7794,Keenan Robinson,2013,303000
14008,Kellen Winslow,2013,642353
11834,Mike Glennon,2013,1042500
10921,Zack Bowman,2013,780000
14031,Ahmad Bradshaw,2013,1471875
11719,DeAndre Hopkins,2013,4331692
7789,Kedric Golston,2013,1200000
10923,Andrew Gardner,2013,650000
11894,Shawn Williams,2013,960944
12201,John Boyett,2013,36000
7728,Austin Spitler,2013,481765
7442,Gino Gradkowski,2013,480000
7159,Janoris Jenkins,2013,616832
11219,Christian Yount,2013,1055000
7434,Ed Dickson,2013,1323000
11221,Edgar Jones,2013,463471
11222,Will Herring,2013,765000
7425,Deonte Thompson,2013,480000
11999,Menelik Watson,2013,2272164
11224,Mike Patterson,2013,905000
11226,Kevin Walter,2013,1005000
11395,Ryan Quigley,2013,357353
12004,Kawann Short,2013,2152516
7420,Dennis Pitta,2013,2023000
11227,Chris Spencer,2013,905000
11215,Brandon Bogotay,2013,293000
7169,Johnny Hekker,2013,480000
7181,Jo-Lonn Dunbar,2013,650000
557,Mike Iupati,2013,1302000
7415,DeAngelo Tyson,2013,480000
7185,Joseph Barksdale,2013,555000
7409,Courtney Upshaw,2013,630759
7402,Corey Graham,2013,2050000
11384,Mike Pollak,2013,780000
7191,Josh Hull,2013,359118
11383,Marcus Dowtin,2013,84706
11238,D.J. Williams,2013,1750000
11240,Frank Zombo,2013,640000
7194,Lance Kendricks,2013,759118
1302,Dan Skuta,2013,1500000
7393,Chykie Brown,2013,555000
12106,Ty Powell,2013,285882
11213,Chase Blackburn,2013,1100000
7155,James Laurinaitis,2013,12000000
7141,Jake McQuaide,2013,1055000
11966,Giovani Bernard,2013,2605612
11426,Michael Hoomanawanui,2013,630000
7111,Eugene Sims,2013,1001209
7479,Jameel McClain,2013,3000000
11976,Manti Te'o,2013,2546768
11178,Tracy Porter,2013,2250000
11182,Stevenson Sylvester,2013,444706
11184,Jarius Wynn,2013,359118
7116,Greg Zuerlein,2013,480000
12134,Alex Okafor,2013,783074
12132,Ace Sanders,2013,886448
11421,Willie Young,2013,1500000
7470,Jah Reid,2013,555000
7133,Harvey Dahl,2013,2750000
7466,Jacoby Jones,2013,4000000
11415,Jason Fox,2013,1323000
7135,Isaiah Pead,2013,539812
11402,Chris Maragos,2013,955000
11210,Derek Landri,2013,1250000
11209,Brian Leonard,2013,780000
12109,Matt Barkley,2013,902028
12119,Nico Johnson,2013,891000
11994,Tank Carradine,2013,2383312
12101,Lavar Edwards,2013,603500
11202,Darian Stewart,2013,1250000
11408,Brandian Ross,2013,480000
11984,Geno Smith,2013,2435620
11411,Jeremy Stewart,2013,480000
12122,Steven Means,2013,596752
11194,Tony McDaniel,2013,890000
11413,Jeromy Miles,2013,1089529
7454,Haloti Ngata,2013,4000000
11246,Rex Grossman,2013,970000
12092,Robert Alford,2013,1258744
12012,Kevin Minter,2013,1977944
11349,Eric Wright,2013,522648
12041,Johnathan Hankins,2013,1716420
1318,Shaun Prater,2013,238235
7333,William Hayes,2013,4550000
7248,Rodger Saffold,2013,880000
11344,Chris Baker,2013,1323000
7260,Rodney McLeod,2013,480000
7271,Rokevious Watkins,2013,304412
12051,Steve Beauharnais,2013,452592
11295,Kevin Kolb,2013,2750000
11296,Jim Leonhard,2013,840000
7275,Sam Bradford,2013,9000000
7280,Sammy Brown,2013,28235
1333,Taylor Mays,2013,645000
7312,Trumaine Johnson,2013,529000
11299,Matthew Mulligan,2013,672941
12068,Brian Schwenke,2013,869260
7290,Scott Wells,2013,5500000
7295,Shelley Smith,2013,575000
1325,Jermon Bushrod,2013,11815000
11320,Usama Young,2013,985000
11316,Mike Jenkins,2013,1500000
11315,Andre Carter,2013,326471
7244,Rocky McIntosh,2013,840000
11313,Dawan Landry,2013,850000
12059,Margus Hunt,2013,1454892
11311,Tommy Kelly,2013,2500000
12053,David Amerson,2013,1585656
534,Glenn Dorsey,2013,3350000
11336,Dan Orlovsky,2013,905000
7307,Steven Jackson,2013,5250000
11327,Josh Johnson,2013,1015000
7104,Daryl Richardson,2013,480000
1316,Ryan Whalen,2013,555000
11352,David Nelson,2013,424412
11379,Rashad Jennings,2013,630000
7388,Nick Roach,2013,4025000
549,Michael Wilhoite,2013,480000
7203,Matt Conrath,2013,480000
1306,Ramon Humber,2013,740000
7381,Bryan McCann,2013,222353
7378,Bernard Pierce,2013,480000
11256,DeAngelo Hall,2013,2000000
7206,Matt Daniels,2013,323824
1342,Brent Grimes,2013,5500000
12089,Aaron Dobson,2013,1278360
7372,Asa Jackson,2013,254117
7366,Arthur Jones,2013,2023000
12086,Montee Ball,2013,1304512
12077,D.J. Swearinger,2013,1324128
12021,Kiko Alonso,2013,1912564
11369,Mitch Unrein,2013,555000
527,LaMichael James,2013,540859
12074,Arthur Brown,2013,1369896
7229,Quinton Pointer,2013,169412
11359,Chris Clark,2013,2000000
7347,Jason Campbell,2013,1500000
11280,Jeff Cumberland,2013,1323000
7233,Robert Quinn,2013,1232823
7226,R.J. Stanford,2013,630000
12028,Gavin Escobar,2013,1847180
7217,Ryan Fitzpatrick,2013,3250000
11275,Trevardo Williams,2013,695612
11273,Kris Durham,2013,555000
7359,Anquan Boldin,2013,6000000
542,Michael Crabtree,2013,5000000
12032,Le'Veon Bell,2013,1781800
7482,James Ihedigbo,2013,780000
11435,Austin Howard,2013,2023000
12143,Caleb Sturgis,2013,549560
7656,Tyrod Taylor,2013,555000
11502,Marcus Sherels,2013,555000
11044,Andrew Sendejo,2013,830000
12211,Jeff Locke,2013,589192
7648,Torrey Smith,2013,683112
12208,Jesse Williams,2013,499052
11912,Brennan Williams,2013,830900
6988,Sebastian Janikowski,2013,5300000
11913,Kayvon Webster,2013,944800
7644,Tommy Streeter,2013,12000
6996,Stefen Wisniewski,2013,750946
7641,Terrence Cody,2013,630000
11057,Sebastian Vollmer,2013,8250000
12202,Nate Palmer,2013,503896
11492,Stephen Hauschka,2013,780000
11061,Kaelin Burnett,2013,480000
11920,Stedman Bailey,2013,932400
7614,Joe Kruger,2013,351732
7616,Lavelle Hawkins,2013,546765
11476,Chris Banjo,2013,405000
7023,Tony Bergstrom,2013,480000
7619,Tandon Doss,2013,522353
12193,Earl Watford,2013,839864
7668,Vonta Leach,2013,2000000
1261,Marvin Jones,2013,480000
11069,Ted Ginn,2013,1100000
7018,Terrelle Pryor,2013,595000
11489,Danny McCray,2013,730000
610,Scott Tolzien,2013,261176
7631,Terrell Suggs,2013,6400000
7006,Taiwan Jones,2013,555000
11924,Will Davis,2013,926200
7605,Sam Koch,2013,1900000
1258,James Casey,2013,4015000
11040,Greg Jones,2013,1000000
7726,Chris Neild,2013,555000
6952,Justin Forsett,2013,1150000
11522,Calvin Pace,2013,1005000
7720,Chris Chester,2013,3500000
11001,Willie Colon,2013,1200000
11004,Ernie Sims,2013,840000
11005,Jasper Brinkley,2013,1500000
7711,Chase Minnifield,2013,119118
12230,Kyle Juszczyk,2013,705584
11008,Dennis Roland,2013,130588
7705,Brian Orakpo,2013,3694000
621,Tarell Brown,2013,1631250
518,Kendall Hunter,2013,555000
11016,Elvis Dumervil,2013,8500000
6961,Philip Wheeler,2013,8000000
7698,Brandon Meriweather,2013,1179412
12221,John Simon,2013,790652
11908,Corey Lemonier,2013,405000
12215,Josh Boyd,2013,549560
7675,Adam Carriker,2013,2050000
11033,Justin Durant,2013,1150000
7677,Adam Gettis,2013,480000
6970,Rod Streater,2013,480000
1361,Vontaze Burfict,2013,480000
11903,Jordan Hill,2013,405000
7684,Aldrick Robinson,2013,480000
11024,Will Allen,2013,592941
11509,Fernando Velasco,2013,522353
6967,Richard Gordon,2013,65294
11021,Christopher Owens,2013,117647
7690,Alfred Morris,2013,480000
12218,Malliciah Goodman,2013,802008
625,Tony Jerod-Eddie,2013,405000
11475,Frank Summers,2013,480000
7602,Ray Rice,2013,8000000
578,Danny Woodhead,2013,1750000
7074,Chris Givens,2013,480000
1356,Reggie Bush,2013,5000000
11456,Seneca Wallace,2013,840000
11455,Sederrik Cunningham,2013,288000
11454,Daniel Te'o-Nesheim,2013,1323000
11137,Alan Branch,2013,6075000
12165,Star Lotulelei,2013,5770092
7541,Lardarius Webb,2013,7385000
11142,Alfonso Smith,2013,555000
11940,Zaviar Gooden,2013,911016
7082,Chris Long,2013,13050000
11943,Johnathan Cyprien,2013,2762528
11147,Vincent Rey,2013,630000
7529,Kelechi Osemele,2013,542085
11444,Tramaine Brock,2013,5073000
12162,Tharold Simon,2013,494900
11169,Luke McCown,2013,840000
7488,Jimmy Smith,2013,1053336
1292,Reggie Nelson,2013,3500000
7099,Cory Harkey,2013,480000
568,NaVorro Bowman,2013,4630000
12148,Duke Williams,2013,875252
11129,Dorin Dickerson,2013,195882
12152,Jamie Collins,2013,1520272
11956,Sam Martin,2013,565300
11950,Justin Hunter,2013,2729836
11157,Sen'Derrick Marks,2013,2500000
7502,Joe Flacco,2013,30000000
7513,Justin Tucker,2013,480000
1348,Travelle Wharton,2013,1100000
7095,Cortland Finnegan,2013,14000000
11927,Brandon Williams,2013,920000
7069,Chase Reynolds,2013,405000
11126,Marvin Mitchell,2013,765000
11081,Chad Rinehart,2013,1350000
11470,Brandon Tate,2013,966000
7036,Tyvon Branch,2013,9500000
11083,Clint Gresham,2013,630000
12188,Landry Jones,2013,844220
593,Perrish Cox,2013,555000
7042,Willie Smith,2013,195882
7588,Pernell McPhee,2013,555000
7045,Austin Davis,2013,282353
11093,Adam Jones,2013,2600000
12182,B.W. Webb,2013,848380
7581,Shane Lechler,2013,2000000
524,Kyle Williams,2013,259412
11464,Eben Britton,2013,715000
589,Patrick Willis,2013,3652000
7052,Austin Pettis,2013,580000
12179,Barrett Jones,2013,850200
7064,Brian Quick,2013,634845
12174,Ryan Nassib,2013,858600
11123,Ropati Pitoitua,2013,1100000
11115,Aubrayo Franklin,2013,1005000
7061,Brandon Washington,2013,85497
11457,Akeem Jordan,2013,735000
7552,Marshal Yanda,2013,4500000
12178,Tyler Wilson,2013,47647
7563,Michael Oher,2013,3785000
1282,Orson Charles,2013,480000
11112,Matt Hasselbeck,2013,5000000
1272,Mohamed Sanu,2013,490000
11459,Kellen Clemens,2013,870000
11936,Knile Davis,2013,911016
7057,Brandon Gibson,2013,3785000
12371,Michael Cox,2013,450896
977,Robbie Gould,2013,5925000
7907,Ryan Kerrigan,2013,1167754
9795,Joe Banyard,2013,47647
12989,Nickell Robey-Coleman,2013,412000
12999,Stefan Charles,2013,214412
9788,Jarius Wright,2013,480000
9784,Jared Allen,2013,14280612
8858,Ike Taylor,2013,6000000
8860,Isaiah Green,2013,119118
893,Kyle Adams,2013,163235
13004,Ronnie Wingo,2013,238235
12987,Jeff Tuel,2013,410000
9771,Greg Toler,2013,5000000
13006,Ray Ventrone,2013,935000
13008,Kevin McDermott,2013,0
8867,Jerricho Cotchery,2013,1000000
13468,Alvin Bailey,2013,411000
9754,Harrison Smith,2013,714479
8870,Joe Long,2013,47647
8871,Jonathan Dwyer,2013,592941
8873,Josh Victorian,2013,225882
8875,Thomas Gafford,2013,725000
8864,Jason Worilds,2013,630000
9751,Greg Childs,2013,288000
1068,Andrew Whitworth,2013,4750000
12981,C.J. Anderson,2013,417500
8805,David DeCastro,2013,745177
13499,Dennis Johnson,2013,214412
13490,A.J. Bouye,2013,334294
12955,Daimion Stafford,2013,450896
8815,David Paulson,2013,480000
8817,Derek Moye,2013,405000
9828,Josh Robinson,2013,515000
13489,Ray Graham,2013,23824
12962,Patrick DiMarco,2013,423529
9802,Joe Webb,2013,630000
9821,John Sullivan,2013,3250000
13484,Terence Garvin,2013,405000
13483,Nik Embernate,2013,295500
13481,Caylin Hauptmann,2013,333529
13472,Benson Mayowa,2013,405000
9814,John Carlson,2013,1550000
12970,Montell Owens,2013,1100000
8842,Heath Miller,2013,5162000
12972,Lerentee McCray,2013,305000
8846,Hebron Fangupo,2013,405000
8825,Emmanuel Sanders,2013,2500000
8880,Kelvin Beachum,2013,480000
13465,Kenneth Boatright,2013,300500
13457,Luke Willson,2013,583532
8930,Maurkice Pouncey,2013,1127250
13434,Khiry Robinson,2013,406000
13433,Jeremy Kimbrough,2013,292000
13429,Marlon Brown,2013,410000
1053,Andre Smith,2013,7900000
9699,Charlie Johnson,2013,3250000
904,Lance Briggs,2013,5750000
13026,Michael Ford,2013,408500
8942,Brad Jones,2013,4500000
9701,Chase Baker,2013,405000
9688,Chad Greenway,2013,7000000
13028,Jayson DiManche,2013,422000
13030,Larry Black,2013,294000
8949,Aqib Talib,2013,5429688
13421,Ray-Ray Armstrong,2013,405000
