playerName,playerId,year,team,salary,signingBonus,rosterBonus,workoutBonus,restructureBonus,optionBonus,incentive,totalCash
Mario Edwards,16759,2017,oakland,"$982,015",-,-,-,-,-,-,"$982,015"
Mario Edwards,16759,2018,oakland,"$1,255,521",-,-,-,-,-,-,"$1,255,521"
Kenny Wiggins,9027,2011,49erslogo,-,"$3,000",-,-,-,-,-,"$3,000"
Kenny Wiggins,9027,2012,49erslogo,"$96,900",-,-,-,-,-,-,"$96,900"
Kenny Wiggins,9027,2013,chargers2,"$142,941",-,-,-,-,-,-,"$142,941"
Kenny Wiggins,9027,2013,chargers2,"$83,824",-,-,-,-,-,-,"$83,824"
Kenny Wiggins,9027,2014,chargers2,"$29,118",-,-,-,-,-,-,"$29,118"
Kenny Wiggins,9027,2015,chargers2,"$480,000",-,-,-,-,-,"$255,145","$735,145"
Kenny Wiggins,9027,2016,chargers2,"$600,000",-,-,-,-,-,-,"$600,000"
Kenny Wiggins,9027,2017,NFL_Chargers_logo.svg_,"$690,000","$75,000","$81,250",-,-,-,-,"$846,250"
Adrian Colbert,21971,2017,49erslogo,"$465,000","$84,786",-,-,-,-,-,"$549,786"
Adrian Colbert,21971,2018,49erslogo,"$555,000",-,-,-,-,-,-,"$555,000"
Adrian Colbert,21971,2019,49erslogo,"$645,000",-,-,-,-,-,-,"$645,000"
Adrian Colbert,21971,2020,49erslogo,"$735,000",-,-,-,-,-,-,"$735,000"
Jerrell Freeman,8872,2008,tennessee,-,"$5,000",-,-,-,-,-,"$5,000"
Jerrell Freeman,8872,2012,colts,"$375,000","$20,000",-,-,-,-,-,"$395,000"
Jerrell Freeman,8872,2013,colts,"$480,000",-,-,-,-,-,-,"$480,000"
Jerrell Freeman,8872,2014,colts,"$570,000",-,-,-,-,-,-,"$570,000"
Jerrell Freeman,8872,2015,colts,"$2,356,000",-,-,-,-,-,-,"$2,356,000"
Jerrell Freeman,8872,2016,bears,"$764,706","$1,382,353","$2,500,000",-,-,-,-,"$4,647,059"
Jerrell Freeman,8872,2017,bears,"$3,750,000",-,-,-,-,-,-,"$3,750,000"
Jerrell Freeman,8872,2018,bears,"$3,500,000",-,-,-,-,-,-,"$3,500,000"
Jamaal Charles,4374,2008,kansascity,"$295,000","$600,000",-,-,-,-,-,"$895,000"
Jamaal Charles,4374,2009,kansascity,"$385,000",-,-,-,-,-,-,"$385,000"
Jamaal Charles,4374,2010,kansascity,"$470,000",-,-,-,-,"$8,000,000",-,"$8,470,000"
Jamaal Charles,4374,2011,kansascity,"$3,350,000",-,-,"$250,000",-,-,-,"$3,600,000"
Jamaal Charles,4374,2012,kansascity,"$3,250,000",-,-,"$250,000",-,-,-,"$3,500,000"
Jamaal Charles,4374,2013,kansascity,"$1,750,000",-,"$1,000,000","$250,000",-,-,-,"$3,000,000"
Jamaal Charles,4374,2014,kansascity,"$4,100,000",-,"$3,950,000","$250,000",-,-,-,"$8,300,000"
Jamaal Charles,4374,2015,kansascity,"$4,450,000",-,"$1,312,500","$250,000",-,-,-,"$6,012,500"
Jamaal Charles,4374,2016,kansascity,"$2,750,000",-,"$2,312,500","$250,000",-,-,-,"$5,312,500"
Jamaal Charles,4374,2017,broncos,"$900,000",-,"$484,375","$100,000",-,-,-,"$1,484,375"
Matt Overton,6791,2012,colts,"$390,000",-,-,-,-,-,-,"$390,000"
Matt Overton,6791,2013,colts,"$480,000",-,-,-,-,-,-,"$480,000"
Matt Overton,6791,2014,colts,"$570,000",-,-,-,-,-,-,"$570,000"
Matt Overton,6791,2015,colts,"$660,000",-,"$640,000",-,-,-,-,"$1,300,000"
Matt Overton,6791,2016,colts,"$800,000",-,-,-,-,-,-,"$800,000"
Matt Overton,6791,2017,jaguars,"$775,000",-,-,-,-,-,-,"$775,000"
Rhett Ellison,9947,2012,vikings,"$390,000","$300,584",-,-,-,-,-,"$690,584"
Rhett Ellison,9947,2013,vikings,"$480,000",-,-,-,-,-,-,"$480,000"
Rhett Ellison,9947,2014,vikings,"$570,000",-,-,-,-,-,-,"$570,000"
Rhett Ellison,9947,2015,vikings,"$1,542,000",-,-,-,-,-,-,"$1,542,000"
Rhett Ellison,9947,2016,vikings,"$760,000","$100,000","$740,625","$100,000",-,-,"$197,680","$1,898,305"
Rhett Ellison,9947,2017,nygiants,"$975,000","$5,000,000",-,"$25,000",-,-,-,"$6,000,000"
Rhett Ellison,9947,2018,nygiants,"$2,475,000",-,-,"$25,000",-,-,-,"$2,500,000"
Rhett Ellison,9947,2019,nygiants,"$4,475,000",-,-,"$25,000",-,-,-,"$4,500,000"
Rhett Ellison,9947,2020,nygiants,"$4,975,000",-,-,"$25,000",-,-,-,"$5,000,000"
Preston Brown,14483,2014,buffalo,"$420,000","$648,000",-,-,-,-,"$293,179","$1,361,179"
Preston Brown,14483,2015,buffalo,"$510,000",-,-,"$30,000",-,-,"$263,842","$803,842"
Preston Brown,14483,2016,buffalo,"$601,750",-,-,"$30,000",-,-,-,"$631,750"
Preston Brown,14483,2017,buffalo,"$1,762,000",-,-,"$35,000",-,-,-,"$1,797,000"
Steve McLendon,7100,2009,Pittsburgh-Steelers-logo-psd22874,"$310,000",-,-,-,-,-,-,"$310,000"
Steve McLendon,7100,2009,Pittsburgh-Steelers-logo-psd22874,"$176,800",-,-,-,-,-,-,"$176,800"
Steve McLendon,7100,2009,Pittsburgh-Steelers-logo-psd22874,-,"$1,000",-,-,-,-,-,"$1,000"
Steve McLendon,7100,2010,Pittsburgh-Steelers-logo-psd22874,"$176,800",-,-,-,-,-,-,"$176,800"
Steve McLendon,7100,2010,Pittsburgh-Steelers-logo-psd22874,"$225,882",-,-,-,-,-,-,"$225,882"
Steve McLendon,7100,2011,Pittsburgh-Steelers-logo-psd22874,"$450,000",-,-,-,-,-,-,"$450,000"
Steve McLendon,7100,2012,Pittsburgh-Steelers-logo-psd22874,"$540,000",-,-,-,-,-,-,"$540,000"
Steve McLendon,7100,2013,Pittsburgh-Steelers-logo-psd22874,"$900,000","$1,675,000",-,-,-,-,-,"$2,575,000"
Steve McLendon,7100,2014,Pittsburgh-Steelers-logo-psd22874,"$2,425,000",-,-,-,-,-,-,"$2,425,000"
Steve McLendon,7100,2015,Pittsburgh-Steelers-logo-psd22874,"$2,250,000",-,-,-,-,-,"$24,824","$2,274,824"
Steve McLendon,7100,2016,jets,"$1,750,000","$2,250,000",-,-,-,-,-,"$4,000,000"
Steve McLendon,7100,2017,jets,"$2,875,000",-,"$171,875",-,-,"$250,000",-,"$3,296,875"
Steve McLendon,7100,2018,jets,"$3,000,000",-,"$250,000",-,-,-,-,"$3,250,000"
Daniel Brown,17462,2015,ravens,"$153,529",-,-,-,-,-,-,"$153,529"
Daniel Brown,17462,2015,ravens,"$39,600",-,-,-,-,-,-,"$39,600"
Daniel Brown,17462,2015,ravens,"$6,600",-,-,-,-,-,-,"$6,600"
Daniel Brown,17462,2016,bears,"$308,820",-,-,-,-,-,-,"$308,820"
Daniel Brown,17462,2016,ravens,"$27,600",-,-,-,-,-,-,"$27,600"
Daniel Brown,17462,2016,ravens,"$61,764",-,-,-,-,-,-,"$61,764"
Daniel Brown,17462,2017,bears,"$615,000",-,-,-,-,-,-,"$615,000"
Orlando Scandrick,2448,2008,dallas,"$295,000","$185,000",-,-,-,-,-,"$480,000"
Orlando Scandrick,2448,2009,dallas,"$385,000",-,-,-,-,-,-,"$385,000"
Orlando Scandrick,2448,2010,dallas,"$470,000",-,-,-,-,-,-,"$470,000"
Orlando Scandrick,2448,2011,dallas,"$600,000","$3,000,000",-,-,-,-,-,"$3,600,000"
Orlando Scandrick,2448,2012,dallas,"$975,000",-,-,-,"$5,900,000",-,-,"$6,875,000"
Orlando Scandrick,2448,2013,dallas,"$715,000",-,-,-,"$1,285,000",-,-,"$2,000,000"
Orlando Scandrick,2448,2014,dallas,"$661,764",-,-,-,"$3,750,000",-,-,"$4,411,764"
Orlando Scandrick,2448,2015,dallas,"$1,000,000","$3,000,000",-,-,-,-,-,"$4,000,000"
Orlando Scandrick,2448,2016,dallas,"$1,000,000",-,-,-,"$4,000,000",-,-,"$5,000,000"
Orlando Scandrick,2448,2017,dallas,"$3,000,000",-,-,-,-,-,-,"$3,000,000"
Orlando Scandrick,2448,2018,dallas,"$3,000,000",-,-,-,-,-,-,"$3,000,000"
Orlando Scandrick,2448,2019,dallas,"$4,000,000",-,-,-,-,-,-,"$4,000,000"
Taybor Pepper,21498,2017,packers,"$382,941",-,-,-,-,-,-,"$382,941"
Sharrod Neasman,19350,2016,falcons,-,"$7,500",-,-,-,-,-,"$7,500"
Sharrod Neasman,19350,2016,falcons,"$41,400",-,-,-,-,-,-,"$41,400"
Sharrod Neasman,19350,2016,falcons,"$291,170",-,-,-,-,-,-,"$291,170"
Sharrod Neasman,19350,2017,falcons,"$540,000",-,-,-,-,-,-,"$540,000"
LaDarius Gunter,17486,2015,packers,"$435,000","$5,000",-,-,-,-,"$18,616","$458,616"
LaDarius Gunter,17486,2016,packers,"$525,000",-,-,-,-,-,"$460,487","$985,487"
LaDarius Gunter,17486,2017,panthers,"$578,816",-,-,-,-,-,-,"$578,816"
LaDarius Gunter,17486,2017,packers,"$36,176",-,-,-,-,-,-,"$36,176"
Jordan Poyer,12500,2013,browns,"$238,235",-,-,-,-,-,-,"$238,235"
Jordan Poyer,12500,2013,eagles1,-,"$60,256",-,-,-,-,-,"$60,256"
Jordan Poyer,12500,2013,eagles1,"$166,765",-,-,-,-,-,-,"$166,765"
Jordan Poyer,12500,2014,browns,"$495,000",-,-,-,-,-,-,"$495,000"
Jordan Poyer,12500,2015,browns,"$585,000",-,-,-,-,-,-,"$585,000"
Jordan Poyer,12500,2016,browns,"$675,000",-,-,-,-,-,-,"$675,000"
Jordan Poyer,12500,2017,buffalo,"$1,500,000","$3,500,000",-,"$100,000",-,-,-,"$5,100,000"
Jordan Poyer,12500,2018,buffalo,"$2,250,000",-,"$150,000","$100,000",-,-,-,"$2,500,000"
Jordan Poyer,12500,2019,buffalo,"$2,450,000",-,"$150,000","$100,000",-,-,-,"$2,700,000"
Jordan Poyer,12500,2020,buffalo,"$2,450,000",-,"$150,000","$100,000",-,-,-,"$2,700,000"
Treston Decoud,21911,2017,texans,"$465,000","$249,348",-,-,-,-,-,"$714,348"
Treston Decoud,21911,2018,texans,"$555,000",-,-,-,-,-,-,"$555,000"
Treston Decoud,21911,2019,texans,"$645,000",-,-,-,-,-,-,"$645,000"
Treston Decoud,21911,2020,texans,"$735,000",-,-,-,-,-,-,"$735,000"
Jah Reid,7804,2011,ravens,"$375,000","$563,240",-,-,-,-,-,"$938,240"
Jah Reid,7804,2012,ravens,"$465,000",-,-,-,-,-,-,"$465,000"
Jah Reid,7804,2013,ravens,"$555,000",-,-,-,-,-,-,"$555,000"
Jah Reid,7804,2014,ravens,"$645,000",-,-,-,-,-,-,"$645,000"
Jah Reid,7804,2015,kansascity,"$745,000","$3,100,000",-,-,-,-,-,"$3,845,000"
Jah Reid,7804,2016,kansascity,"$860,000",-,"$93,750","$40,000",-,-,-,"$993,750"
Jah Reid,7804,2017,kansascity,-,-,-,"$100,000",-,-,-,"$100,000"
Jah Reid,7804,2017,texans,"$136,765",-,-,-,-,-,-,"$136,764"
Kenyan Drake,19023,2016,dolphins,"$450,000","$821,260",-,-,-,-,-,"$1,271,260"
Kenyan Drake,19023,2017,dolphins,"$595,000",-,-,-,-,-,-,"$595,000"
Kenyan Drake,19023,2018,dolphins,"$705,000",-,-,-,-,-,-,"$705,000"
Kenyan Drake,19023,2019,dolphins,"$810,000",-,-,-,-,-,-,"$810,000"
William Hayes,2896,2008,tennessee,"$295,000","$498,300",-,-,-,-,-,"$793,300"
William Hayes,2896,2009,tennessee,"$385,000",-,-,-,-,-,-,"$385,000"
William Hayes,2896,2010,tennessee,"$470,000",-,-,-,-,-,-,"$470,000"
William Hayes,2896,2011,tennessee,"$1,000,000",-,-,-,-,-,-,"$1,000,000"
William Hayes,2896,2012,rams2,"$800,000",-,"$100,000",-,-,-,-,"$900,000"
William Hayes,2896,2013,rams2,"$800,000","$3,750,000",-,-,-,-,-,"$4,550,000"
William Hayes,2896,2014,rams2,"$2,595,000",-,-,-,-,-,-,"$2,595,000"
William Hayes,2896,2015,rams2,"$3,105,000",-,-,-,-,-,"$146,656","$3,251,656"
William Hayes,2896,2016,rams2,"$3,000,000",-,"$4,000,000",-,-,-,-,"$7,000,000"
William Hayes,2896,2017,dolphins,"$2,750,000","$2,000,000",-,-,-,-,-,"$4,750,000"
Josh Harvey-Clemons,21972,2017,washington,"$465,000","$84,306",-,-,-,-,-,"$549,306"
Josh Harvey-Clemons,21972,2018,washington,"$555,000",-,-,-,-,-,-,"$555,000"
Josh Harvey-Clemons,21972,2019,washington,"$645,000",-,-,-,-,-,-,"$645,000"
Josh Harvey-Clemons,21972,2020,washington,"$735,000",-,-,-,-,-,-,"$735,000"
Julio Jones,7721,2011,falcons,"$390,000","$10,270,000",-,-,-,-,-,"$10,660,000"
Julio Jones,7721,2012,falcons,"$1,110,625",-,-,-,-,-,-,"$1,110,625"
Julio Jones,7721,2013,falcons,"$1,846,250",-,-,-,-,-,-,"$1,846,250"
Julio Jones,7721,2014,falcons,"$2,581,875",-,-,-,-,-,-,"$2,581,875"
Julio Jones,7721,2015,falcons,"$2,500,000","$12,000,000","$7,500,000",-,-,-,"$10,829","$22,010,829"
Julio Jones,7721,2016,falcons,"$9,500,000",-,"$4,000,000",-,-,-,-,"$13,500,000"
Julio Jones,7721,2017,falcons,"$11,500,000",-,-,-,-,-,-,"$11,500,000"
Julio Jones,7721,2018,falcons,"$10,500,000",-,-,-,-,-,-,"$10,500,000"
Julio Jones,7721,2019,falcons,"$12,500,000",-,-,-,-,-,-,"$12,500,000"
Julio Jones,7721,2020,falcons,"$11,426,000",-,-,-,-,-,-,"$11,426,000"
Anthony Castonzo,7737,2011,colts,"$375,000","$4,318,980",-,-,-,-,-,"$4,693,980"
Anthony Castonzo,7737,2012,colts,"$738,686",-,-,-,-,-,-,"$738,686"
Anthony Castonzo,7737,2013,colts,"$1,102,372",-,-,-,-,-,-,"$1,102,372"
Anthony Castonzo,7737,2014,colts,"$1,466,058",-,-,-,-,-,-,"$1,466,058"
Anthony Castonzo,7737,2015,colts,"$4,000,000","$14,000,000",-,-,-,-,-,"$18,000,000"
Anthony Castonzo,7737,2016,colts,"$2,500,000",-,"$4,500,000",-,-,-,-,"$7,000,000"
Anthony Castonzo,7737,2017,colts,"$1,000,000",-,"$9,000,000",-,-,-,-,"$10,000,000"
Anthony Castonzo,7737,2018,colts,"$6,000,000",-,"$2,000,000",-,-,-,-,"$8,000,000"
Anthony Castonzo,7737,2019,colts,"$6,250,000",-,"$2,000,000",-,-,-,-,"$8,250,000"
Josh Bynes,9001,2011,ravens,"$375,000",-,-,-,-,-,-,"$375,000"
Josh Bynes,9001,2012,ravens,"$243,750",-,-,-,-,-,-,"$243,750"
Josh Bynes,9001,2013,ravens,"$480,000",-,-,-,-,-,-,"$480,000"
Josh Bynes,9001,2014,ravens,"$18,900",-,-,-,-,-,-,"$18,900"
Josh Bynes,9001,2014,lions,"$469,412",-,-,-,-,-,"$104,237","$573,649"
Josh Bynes,9001,2015,lions,"$660,000","$250,000",-,-,-,-,"$181,802","$1,091,802"
Josh Bynes,9001,2016,lions,"$447,058",-,-,-,-,-,-,"$447,058"
Josh Bynes,9001,2017,arizona2,"$775,000",-,-,-,-,-,-,"$775,000"
Chuck Clark,21928,2017,ravens,"$465,000","$174,807",-,-,-,-,-,"$639,807"
Chuck Clark,21928,2018,ravens,"$555,000",-,-,-,-,-,-,"$555,000"
Chuck Clark,21928,2019,ravens,"$645,000",-,-,-,-,-,-,"$645,000"
Chuck Clark,21928,2020,ravens,"$735,000",-,-,-,-,-,-,"$735,000"
Isaiah Johnson,19305,2016,bucs,-,"$2,500",-,-,-,-,-,"$2,500"
Isaiah Johnson,19305,2016,bucs,"$117,300",-,-,-,-,-,-,"$117,300"
Isaiah Johnson,19305,2017,bucs,"$355,589",-,-,-,-,-,-,"$355,589"
Isaiah Johnson,19305,2017,bucs,"$28,800",-,-,-,-,-,-,"$28,800"
Isaiah Johnson,19305,2018,bucs,"$555,000",-,-,-,-,-,-,"$555,000"
Jon Halapio,14590,2014,patriots,-,"$123,100",-,-,-,-,-,"$123,100"
Jon Halapio,14590,2014,broncos,"$12,600",-,-,-,-,-,-,"$12,600"
Jon Halapio,14590,2016,nygiants,"$96,600",-,-,-,-,-,-,"$96,600"
Jon Halapio,14590,2017,nygiants,"$355,589",-,-,-,-,-,-,"$355,589"
Jon Halapio,14590,2017,nygiants,"$28,800",-,-,-,-,-,-,"$28,800"
Jon Halapio,14590,2018,nygiants,"$555,000",-,-,-,-,-,-,"$555,000"
Michael Hunter,19524,2016,nygiants,"$13,800",-,-,-,-,-,-,"$13,800"
Michael Hunter,19524,2016,nygiants,"$52,940",-,-,-,-,-,-,"$52,940"
Michael Hunter,19524,2016,nygiants,"$82,800",-,-,-,-,-,-,"$82,800"
Michael Hunter,19524,2017,nygiants,"$425,462",-,-,-,-,-,-,"$425,462"
Michael Hunter,19524,2017,nygiants,"$190,590",-,-,-,-,-,-,"$190,590"
Michael Hunter,19524,2018,nygiants,"$630,000",-,-,-,-,-,-,"$630,000"
Kevin Minter,12326,2013,arizona2,"$405,000","$1,572,944",-,-,-,-,-,"$1,977,944"
Kevin Minter,12326,2014,arizona2,"$604,559",-,-,-,-,-,-,"$604,559"
Kevin Minter,12326,2015,arizona2,"$804,118",-,-,-,-,-,"$130,445","$934,563"
Kevin Minter,12326,2016,arizona2,"$1,003,667",-,-,-,-,-,-,"$1,003,667"
Kevin Minter,12326,2017,bengals,"$800,000","$2,100,000","$250,000","$1,100,000",-,-,-,"$4,250,000"
Brett Jones,16191,2015,nygiants,"$318,000",-,-,-,-,-,-,"$318,000"
Brett Jones,16191,2016,nygiants,"$450,000",-,-,-,-,-,-,"$450,000"
Brett Jones,16191,2017,nygiants,"$615,000",-,-,-,-,-,-,"$615,000"
Ricardo Louis,19068,2016,browns,"$450,000","$567,850",-,-,-,-,-,"$1,017,850"
Ricardo Louis,19068,2017,browns,"$540,000",-,-,-,-,-,-,"$540,000"
Ricardo Louis,19068,2018,browns,"$630,000",-,-,-,-,-,-,"$630,000"
Ricardo Louis,19068,2019,browns,"$720,000",-,-,-,-,-,-,"$720,000"
Jimmie Gilbert,22056,2017,49erslogo,"$465,000","$12,000",-,-,-,-,-,"$477,000"
Jimmie Gilbert,22056,2018,49erslogo,"$555,000",-,-,-,-,-,-,"$555,000"
Jimmie Gilbert,22056,2019,49erslogo,"$645,000",-,-,-,-,-,-,"$645,000"
Shon Coleman,19026,2016,browns,"$450,000","$787,536",-,-,-,-,-,"$1,237,536"
Shon Coleman,19026,2017,browns,"$568,000",-,-,"$20,000",-,-,-,"$588,000"
Shon Coleman,19026,2018,browns,"$658,000",-,-,"$20,000",-,-,-,"$678,000"
Shon Coleman,19026,2019,browns,"$755,280",-,-,"$20,000",-,-,-,"$775,280"
Ben Garland,7610,2010,broncos,"$320,000","$2,000",-,-,-,-,-,"$322,000"
Ben Garland,7610,2011,broncos,"$405,000",-,-,-,-,-,-,"$405,000"
Ben Garland,7610,2014,broncos,"$420,000",-,-,-,-,-,-,"$420,000"
Ben Garland,7610,2015,falcons,"$90,000",-,-,-,-,-,-,"$90,000"
Ben Garland,7610,2015,falcons,"$92,400",-,-,-,-,-,-,"$92,400"
Ben Garland,7610,2016,falcons,"$600,000",-,-,-,-,-,-,"$600,000"
Ben Garland,7610,2017,falcons,"$690,000",-,-,-,-,-,-,"$690,000"
C.J. Prosise,19044,2016,hawks3,"$450,000","$692,464",-,-,-,-,-,"$1,142,464"
C.J. Prosise,19044,2017,hawks3,"$565,000",-,-,-,-,-,-,"$565,000"
C.J. Prosise,19044,2018,hawks3,"$660,000",-,-,-,-,-,-,"$660,000"
C.J. Prosise,19044,2019,hawks3,"$745,000",-,-,-,-,-,-,"$745,000"
Marquel Lee,21910,2017,oakland,"$465,000","$253,693",-,-,-,-,-,"$718,693"
Marquel Lee,21910,2018,oakland,"$555,000",-,-,-,-,-,-,"$555,000"
Marquel Lee,21910,2019,oakland,"$645,000",-,-,-,-,-,-,"$645,000"
Marquel Lee,21910,2020,oakland,"$735,000",-,-,-,-,-,-,"$735,000"
Jordan Mills,12445,2013,bears,"$405,000","$164,800",-,-,-,-,-,"$569,800"
Jordan Mills,12445,2014,bears,"$495,000",-,-,-,-,-,"$204,711","$699,711"
Jordan Mills,12445,2015,dallas,"$34,411",-,-,-,-,-,-,"$34,411"
Jordan Mills,12445,2015,lions,"$33,000",-,-,-,-,-,-,"$33,000"
Jordan Mills,12445,2015,buffalo,"$427,058",-,-,-,-,-,-,"$427,058"
Jordan Mills,12445,2016,buffalo,"$1,671,000",-,-,-,-,-,-,"$1,671,000"
Jordan Mills,12445,2017,buffalo,"$1,350,000","$400,000","$100,000",-,-,-,-,"$1,850,000"
Jordan Mills,12445,2018,buffalo,"$1,500,000",-,"$450,000",-,-,-,-,"$1,950,000"
Taiwan Jones,7844,2011,oakland,"$375,000","$405,000",-,-,-,-,-,"$780,000"
Taiwan Jones,7844,2012,oakland,"$465,000",-,-,-,-,-,-,"$465,000"
Taiwan Jones,7844,2013,oakland,"$555,000",-,-,-,-,-,-,"$555,000"
Taiwan Jones,7844,2014,oakland,"$645,000",-,"$855,000","$50,000",-,-,-,"$1,550,000"
Taiwan Jones,7844,2015,oakland,"$1,100,000",-,-,"$50,000",-,-,"$35,426","$1,185,426"
Taiwan Jones,7844,2016,oakland,"$1,100,000",-,-,"$50,000",-,-,-,"$1,150,000"
Taiwan Jones,7844,2017,oakland,-,-,-,"$50,000",-,-,-,"$50,000"
Taiwan Jones,7844,2017,buffalo,"$775,000",-,-,-,-,-,-,"$775,000"
Aqib Talib,3024,2008,bucs,"$295,000","$1,500,000","$650,000",-,-,-,"$2,450,000","$4,895,000"
Aqib Talib,3024,2009,bucs,"$1,181,250",-,-,-,-,-,-,"$1,181,250"
Aqib Talib,3024,2010,bucs,"$1,334,117",-,-,-,-,-,-,"$1,334,117"
Aqib Talib,3024,2011,bucs,"$1,653,750",-,-,-,-,-,-,"$1,653,750"
Aqib Talib,3024,2012,patriots,"$1,852,500",-,-,-,-,-,-,"$1,852,500"
Aqib Talib,3024,2013,patriots,"$1,575,000","$3,000,000","$257,813","$50,000",-,-,-,"$4,882,813"
Aqib Talib,3024,2014,broncos,"$4,500,000","$5,000,000","$2,406,250",-,-,-,-,"$11,906,250"
Aqib Talib,3024,2015,broncos,"$5,500,000",-,"$468,750",-,-,-,-,"$5,968,750"
Aqib Talib,3024,2016,broncos,"$8,500,000",-,"$406,250",-,-,-,-,"$8,906,250"
Aqib Talib,3024,2017,broncos,"$11,000,000",-,-,-,-,-,-,"$11,000,000"
Aqib Talib,3024,2018,broncos,"$11,000,000",-,-,-,-,-,-,"$11,000,000"
Aqib Talib,3024,2019,broncos,"$8,000,000",-,-,-,-,-,-,"$8,000,000"
Cole Beasley,10318,2012,dallas,"$390,000","$1,500",-,-,-,-,-,"$391,500"
Cole Beasley,10318,2013,dallas,"$480,000",-,-,-,-,-,-,"$480,000"
Cole Beasley,10318,2014,dallas,"$570,000",-,-,-,-,-,-,"$570,000"
Cole Beasley,10318,2015,dallas,"$1,000,000","$4,000,000",-,-,-,-,-,"$5,000,000"
Cole Beasley,10318,2016,dallas,"$2,356,000",-,-,-,-,-,-,"$2,356,000"
Cole Beasley,10318,2017,dallas,"$3,500,000",-,-,-,-,-,-,"$3,500,000"
Cole Beasley,10318,2018,dallas,"$3,250,000",-,-,-,-,-,-,"$3,250,000"
Frank Zombo,7060,2010,packers,"$320,000","$3,500",-,-,-,-,-,"$323,500"
Frank Zombo,7060,2011,packers,"$405,000",-,-,-,-,-,-,"$405,000"
Frank Zombo,7060,2012,packers,"$490,000",-,-,-,-,-,-,"$490,000"
Frank Zombo,7060,2013,kansascity,"$630,000",-,"$10,000","$10,000",-,-,-,"$650,000"
Frank Zombo,7060,2014,kansascity,"$730,000","$100,000",-,"$25,000",-,-,-,"$855,000"
Frank Zombo,7060,2015,kansascity,"$745,000",-,-,"$25,000",-,-,-,"$770,000"
Frank Zombo,7060,2016,kansascity,"$760,000","$500,000","$100,000","$40,000",-,-,-,"$1,400,000"
Frank Zombo,7060,2017,kansascity,"$900,000",-,"$150,000","$40,000",-,-,"$100,000","$1,190,000"
Frank Zombo,7060,2018,kansascity,"$920,000",-,"$150,000","$40,000",-,-,-,"$1,110,000"
Kenny Stills,12425,2013,neworleans,"$405,000","$194,452",-,-,-,-,-,"$599,452"
Kenny Stills,12425,2014,neworleans,"$495,000",-,-,-,-,-,-,"$495,000"
Kenny Stills,12425,2015,dolphins,"$585,000",-,-,-,-,-,-,"$585,000"
Kenny Stills,12425,2016,dolphins,"$1,671,000",-,-,-,-,-,-,"$1,671,000"
Kenny Stills,12425,2017,dolphins,"$1,975,000","$7,000,000",-,"$25,000",-,-,-,"$9,000,000"
Kenny Stills,12425,2018,dolphins,"$7,975,000",-,-,"$25,000",-,-,-,"$8,000,000"
Kenny Stills,12425,2019,dolphins,"$7,975,000",-,-,"$25,000",-,-,-,"$8,000,000"
Kenny Stills,12425,2020,dolphins,"$6,975,000",-,-,"$25,000",-,-,-,"$7,000,000"
Marcus Cannon,7857,2011,patriots,"$375,000","$200,500",-,-,-,-,-,"$575,500"
Marcus Cannon,7857,2012,patriots,"$481,281",-,-,-,-,-,-,"$481,281"
Marcus Cannon,7857,2013,patriots,"$587,562",-,-,-,-,-,-,"$587,562"
Marcus Cannon,7857,2014,patriots,"$693,843","$3,200,000",-,-,-,-,-,"$3,893,843"
Marcus Cannon,7857,2015,patriots,"$1,200,000",-,"$250,000","$100,000",-,-,-,"$1,550,000"
Marcus Cannon,7857,2016,patriots,"$3,400,000","$7,000,000","$187,500","$100,000",-,-,"$28,143","$10,715,643"
Marcus Cannon,7857,2017,patriots,"$1,350,000",-,"$468,750","$50,000",-,-,"$100,000","$1,968,750"
Marcus Cannon,7857,2018,patriots,"$4,000,000",-,"$500,000","$50,000",-,-,-,"$4,650,000"
Marcus Cannon,7857,2019,patriots,"$5,500,000",-,"$500,000","$50,000",-,-,-,"$6,150,000"
Marcus Cannon,7857,2020,patriots,"$5,700,000",-,"$500,000","$50,000",-,-,-,"$6,350,000"
Marcus Cannon,7857,2021,patriots,"$5,700,000",-,"$500,000","$50,000",-,-,-,"$6,260,000"
Luke Bowanko,14616,2014,jaguars,"$420,000","$94,052",-,-,-,-,-,"$514,052"
Luke Bowanko,14616,2015,jaguars,"$510,000",-,-,-,-,-,-,"$510,000"
Luke Bowanko,14616,2016,jaguars,"$600,000",-,-,-,-,-,-,"$600,000"
Luke Bowanko,14616,2017,ravens,"$690,000",-,-,-,-,-,-,"$690,000"
Justin Britt,14474,2014,hawks3,"$420,000","$834,132",-,-,-,-,-,"$1,254,132"
Justin Britt,14474,2015,hawks3,"$577,133",-,-,-,-,-,"$220,211","$797,344"
Justin Britt,14474,2016,hawks3,"$734,267",-,-,-,-,-,-,"$734,267"
Justin Britt,14474,2017,hawks3,"$891,400","$5,000,000",-,-,-,-,-,"$5,891,400"
Justin Britt,14474,2018,hawks3,"$2,750,000",-,"$500,000",-,-,"$5,000,000",-,"$8,250,000"
Justin Britt,14474,2019,hawks3,"$4,500,000",-,"$500,000",-,-,-,-,"$5,000,000"
Justin Britt,14474,2020,hawks3,"$8,250,000",-,"$500,000",-,-,-,-,"$8,750,000"
Marqui Christian,19121,2016,rams2,"$370,580",-,-,-,-,-,-,"$370,580"
Marqui Christian,19121,2016,arizona2,"$79,410","$210,201",-,-,-,-,-,"$289,611"
