,Name,Year,Salary
1773,Marcus Cannon,2015,"$1,550,000"
1781,Luke Bowanko,2015,"$510,000"
2543,Le'Veon Bell,2015,"$731,442"
2809,Matt Schaub,2015,"$2,000,000"
405,Edwin Jackson,2015,"$13,200"
1785,Justin Britt,2015,"$797,344"
1569,Daniel Brown,2015,"$6,600"
1568,Daniel Brown,2015,"$39,600"
2519,Brock Coyle,2015,"$565,426"
1567,Daniel Brown,2015,"$153,529"
1721,Jordan Mills,2015,"$427,058"
502,Julian Edelman,2015,"$6,171,875"
1599,Jordan Poyer,2015,"$585,000"
493,Chris Matthews,2015,"$120,000"
461,Pat O'Donnell,2015,"$538,168"
472,Shane Wynn,2015,"$13,200"
473,Shane Wynn,2015,"$6,600"
1729,Taiwan Jones,2015,"$1,185,426"
474,Shane Wynn,2015,"$19,800"
1639,Julio Jones,2015,"$22,010,829"
480,Geno Smith,2015,"$870,303"
433,Trai Turner,2015,"$764,280"
1740,Aqib Talib,2015,"$5,968,750"
2561,Tyler Patmon,2015,"$561,116"
420,Ryan Griffin,2015,"$510,000"
1563,Steve McLendon,2015,"$2,274,824"
1628,William Hayes,2015,"$3,251,656"
2816,Beau Brinkley,2015,"$1,525,066"
447,Robert Turbin,2015,"$349,411"
484,Jake Schum,2015,"$475,477"
491,Chris Matthews,2015,"$367,736"
2528,Mike Windt,2015,"$792,324"
1757,Frank Zombo,2015,"$770,000"
466,Dan France,2015,"$79,200"
1659,Josh Bynes,2015,"$1,091,802"
1613,Jah Reid,2015,"$3,845,000"
492,Chris Matthews,2015,"$6,600"
1748,Cole Beasley,2015,"$5,000,000"
471,Shane Wynn,2015,"$2,000"
1685,Kevin Minter,2015,"$934,563"
2514,Tyeler Davison,2015,"$830,601"
1521,Jerrell Freeman,2015,"$2,356,000"
583,Nigel Bradham,2015,"$1,542,000"
2775,Darius Butler,2015,"$3,000,000"
2555,Tyson Alualu,2015,"$3,000,000"
1510,Kenny Wiggins,2015,"$735,145"
395,Kerry Hyder,2015,"$25,588"
589,Kelechi Osemele,2015,"$966,809"
2823,Kony Ealy,2015,"$706,035"
1501,Mario Edwards,2015,"$3,132,133"
1497,Julius Thomas,2015,"$15,100,000"
598,Akeem Hunt,2015,"$106,029"
599,Akeem Hunt,2015,"$6,600"
2560,Tyler Patmon,2015,"$60,000"
1490,Alfred Blue,2015,"$641,655"
2934,DeVante Parker,2015,"$6,605,213"
2506,Kerwynn Williams,2015,"$180,547"
455,Brad Nortman,2015,"$660,000"
1484,Wesley Woodyard,2015,"$2,779,895"
600,Akeem Hunt,2015,"$13,200"
1705,Ben Garland,2015,"$90,000"
601,Akeem Hunt,2015,"$179,117"
532,George Winn,2015,"$330,000"
1719,Jordan Mills,2015,"$34,411"
2505,Kerwynn Williams,2015,"$36,600"
576,Damien Wilson,2015,"$901,315"
533,George Winn,2015,"$39,600"
1688,Brett Jones,2015,"$318,000"
2793,Troy Hill,2015,"$79,200"
2792,Troy Hill,2015,"$5,500"
2791,Troy Hill,2015,"$25,588"
2790,Troy Hill,2015,"$76,764"
2789,Troy Hill,2015,"$25,588"
546,Mitch Morse,2015,"$2,093,598"
1551,Preston Brown,2015,"$803,842"
396,Kerry Hyder,2015,"$105,600"
404,Edwin Jackson,2015,"$6,600"
1544,Rhett Ellison,2015,"$1,542,000"
403,Edwin Jackson,2015,"$1,500"
1538,Matt Overton,2015,"$1,300,000"
562,Wes Horton,2015,"$103,235"
563,Wes Horton,2015,"$285,880"
1532,Jamaal Charles,2015,"$6,012,500"
2507,Kerwynn Williams,2015,"$66,000"
2781,Nathan Stupar,2015,"$728,314"
1720,Jordan Mills,2015,"$33,000"
1649,Anthony Castonzo,2015,"$18,000,000"
2363,T.J. Clemmings,2016,"$789,959"
2642,Rees Odhiambo,2016,"$1,095,420"
2915,Brandon Graham,2016,"$4,000,000"
2648,Marcus Smith,2016,"$1,129,008"
2654,Bruce Irvin,2016,"$12,500,000"
2817,Beau Brinkley,2016,"$900,000"
2826,Robby Anderson,2016,"$702,000"
2673,Allen Hurns,2016,"$9,000,000"
2678,Maliek Collins,2016,"$1,331,152"
2487,Austin Reiter,2016,"$397,050"
2667,Jimmy Smith,2016,"$7,000,000"
2927,Chris Maragos,2016,"$2,500,000"
2481,Willie Henry,2016,"$833,393"
2479,Willie Snead,2016,"$735,916"
2822,Kony Ealy,2016,"$742,439"
2345,Cordarrelle Patterson,2016,"$1,443,322"
2688,Justin Tucker,2016,"$8,000,000"
2660,Cameron Lynch,2016,"$401,470"
2488,Austin Reiter,2016,"$26,470"
2489,Austin Reiter,2016,"$6,900"
2491,Karl Joseph,2016,"$7,293,140"
2659,Cameron Lynch,2016,"$20,700"
2469,David DeCastro,2016,"$18,070,000"
2835,Michael Schofield,2016,"$612,000"
2498,Star Lotulelei,2016,"$1,714,704"
2698,Golden Tate,2016,"$4,750,000"
2360,Larry Fitzgerald,2016,"$11,000,000"
2810,Matt Schaub,2016,"$1,750,000"
2638,Connor McGovern,2016,"$713,900"
2725,Sylvester Williams,2016,"$1,438,875"
2461,Josh Doctson,2016,"$5,847,119"
2795,Troy Hill,2016,"$20,700"
2431,Cam Newton,2016,"$20,000,000"
2592,Curtis Riley,2016,"$397,050"
2741,Fletcher Cox,2016,"$27,299,000"
2590,Curtis Riley,2016,"$20,000"
2544,Le'Veon Bell,2016,"$853,147"
2586,Mike Adams,2016,"$2,303,125"
2390,James White,2016,"$702,011"
2794,Troy Hill,2016,"$339,702"
2785,Joe Walker,2016,"$393,137"
2855,Xavier Grimble,2016,"$450,000"
2890,Jason Witten,2016,"$6,500,000"
2756,Tyvon Branch,2016,"$4,000,000"
2875,Zaire Anderson,2016,"$450,000"
2776,Darius Butler,2016,"$2,500,000"
2870,Darqueze Dennard,2016,"$1,145,355"
2406,Jerry Hughes,2016,"$10,675,000"
2419,Desmond Trufant,2016,"$1,518,558"
2556,Tyson Alualu,2016,"$3,000,000"
2866,Corey Graham,2016,"$4,375,000"
2564,Tyler Patmon,2016,"$41,400"
2563,Tyler Patmon,2016,"$13,800"
2766,Deonte Thompson,2016,"$840,000"
2414,Jamie Meder,2016,"$525,000"
2782,Nathan Stupar,2016,"$1,980,586"
2796,Troy Hill,2016,"$92,646"
2594,Trevor Siemian,2016,"$525,000"
2539,Steven Terrell,2016,"$600,000"
2708,Sean McGrath,2016,"$525,000"
2457,Bobby Wagner,2016,"$7,500,000"
2632,Jordan Taylor,2016,"$450,000"
2508,Kerwynn Williams,2016,"$423,529"
2626,Antoine Bethea,2016,"$5,000,000"
2515,Tyeler Davison,2016,"$663,957"
2716,Brandin Cooks,2016,"$1,239,182"
2520,Brock Coyle,2016,"$600,000"
2847,George Johnson,2016,"$2,000,000"
2372,Morgan Burnett,2016,"$4,381,250"
2721,Marquis Flowers,2016,"$600,000"
2613,Brian Hoyer,2016,"$2,000,000"
2450,Deon King,2016,"$52,940"
2907,David Irving,2016,"$525,000"
2449,Deon King,2016,"$185,290"
2448,Deon King,2016,"$27,600"
2447,Deon King,2016,"$6,900"
2446,Deon King,2016,"$6,000"
2441,Dan Bailey,2016,"$2,500,000"
2603,Derrick Morgan,2016,"$4,812,500"
2529,Mike Windt,2016,"$785,000"
2735,Bradley Sowell,2016,"$1,000,000"
2898,Ross Cockrell,2016,"$681,720"
2383,Justin Hamilton,2016,"$6,900"
2384,Justin Hamilton,2016,"$75,900"
2635,Sean Mannion,2016,"$582,285"
2829,Brandon Williams,2016,"$1,122,695"
1485,Wesley Woodyard,2016,"$3,500,000"
2336,Alex Collins,2016,"$634,385"
661,Nick Bellore,2016,"$1,115,000"
669,Keith Smith,2016,"$600,000"
671,Josh Hawkins,2016,"$455,000"
689,Quintin Demps,2016,"$1,455,000"
693,Kyler Fackrell,2016,"$1,144,048"
715,Phil Dawson,2016,"$3,134,000"
720,Paul Richardson,2016,"$848,440"
725,Jordan Devey,2016,"$6,900"
726,Jordan Devey,2016,"$247,058"
652,Matt Skura,2016,"$117,300"
727,Jordan Devey,2016,"$55,200"
748,Julius Peppers,2016,"$8,000,000"
755,Andrew Norwell,2016,"$600,000"
766,Sammy Watkins,2016,"$2,232,328"
773,Damarious Randall,2016,"$794,806"
782,Patrick Peterson,2016,"$10,000,000"
788,Mark Glowinski,2016,"$605,458"
797,Joe Vellano,2016,"$117,300"
804,Reggie Ragland,2016,"$2,898,269"
809,Hau'oli Kikaha,2016,"$674,378"
732,Bryce Callahan,2016,"$525,000"
651,Matt Skura,2016,"$7,500"
649,Kaelin Clay,2016,"$308,820"
643,Trumaine Johnson,2016,"$13,952,000"
536,George Winn,2016,"$41,400"
537,George Winn,2016,"$70,588"
539,Roger Lewis,2016,"$468,500"
542,Joe Thuney,2016,"$1,528,634"
547,Mitch Morse,2016,"$647,413"
553,Donavan Clark,2016,"$419,096"
564,Wes Horton,2016,"$476,472"
571,Henry Krieger-Coble,2016,"$10,000"
572,Henry Krieger-Coble,2016,"$135,000"
573,Henry Krieger-Coble,2016,"$52,940"
577,Damien Wilson,2016,"$525,000"
584,Nigel Bradham,2016,"$3,500,000"
590,Kelechi Osemele,2016,"$13,500,000"
595,Lawrence Thomas,2016,"$368,645"
602,Akeem Hunt,2016,"$247,056"
603,Akeem Hunt,2016,"$62,100"
608,Telvin Smith,2016,"$979,157"
614,Dwayne Allen,2016,"$11,937,500"
618,Jonathan Jones,2016,"$601,237"
628,Michael Crabtree,2016,"$11,000,000"
637,Luke Stocker,2016,"$1,600,000"
812,Jihad Ward,2016,"$2,678,945"
535,George Winn,2016,"$13,800"
824,Breno Giacomini,2016,"$5,000,000"
832,Jesse Davis,2016,"$41,400"
984,James Burgess,2016,"$13,800"
989,Kevin Pierre-Louis,2016,"$600,000"
998,Jason McCourty,2016,"$7,000,000"
1005,Rashawn Scott,2016,"$20,000"
1006,Rashawn Scott,2016,"$82,800"
1007,Rashawn Scott,2016,"$132,350"
1014,Muhammad Wilkerson,2016,"$22,000,000"
1030,Darren Sproles,2016,"$4,000,000"
1038,Rodger Saffold,2016,"$4,968,750"
983,James Burgess,2016,"$6,900"
1044,Vince Williams,2016,"$2,175,000"
1054,DeAndre Hopkins,2016,"$1,445,005"
1069,Garrison Smith,2016,"$374,288"
1072,Paul Perkins,2016,"$702,548"
1084,Patrick Chung,2016,"$4,965,000"
1087,Kameron Canaday,2016,"$79,410"
1090,Brandon Scherff,2016,"$1,399,347"
1103,Marcedes Lewis,2016,"$4,000,000"
1106,Dean Lowry,2016,"$833,393"
1123,Connor Barth,2016,"$885,000"
1047,Bronson Kaufusi,2016,"$1,178,016"
982,James Burgess,2016,"$13,800"
981,James Burgess,2016,"$13,800"
978,Hayes Pullard,2016,"$525,000"
845,Elvis Dumervil,2016,"$5,000,000"
852,Jarrod Wilson,2016,"$455,000"
863,Matt Forte,2016,"$5,000,000"
869,Brian Schwenke,2016,"$1,671,000"
874,Malcolm Butler,2016,"$968,881"
876,Scooby Wright,2016,"$113,645"
877,Scooby Wright,2016,"$340,328"
878,Scooby Wright,2016,"$79,410"
884,Aaron Donald,2016,"$1,341,500"
891,Deiondre' Hall,2016,"$960,891"
895,Aziz Shittu,2016,"$5,000"
896,Aziz Shittu,2016,"$117,300"
901,Donte Moncrief,2016,"$615,000"
908,Brandon Fusco,2016,"$3,281,259"
915,Doug Baldwin,2016,"$5,000,000"
926,Maurkice Pouncey,2016,"$7,000,000"
940,Linval Joseph,2016,"$5,750,000"
953,Carlos Dunlap,2016,"$4,350,000"
958,Isaiah Crowell,2016,"$600,000"
962,Shaq Mason,2016,"$802,474"
971,Mario Addison,2016,"$1,400,000"
831,Jesse Davis,2016,"$13,800"
1138,Terrell Suggs,2016,"$4,500,000"
534,George Winn,2016,"$6,900"
522,Jermey Parnell,2016,"$6,500,000"
162,Tyrus Thompson,2016,"$34,500"
166,Bishop Sankey,2016,"$80,000"
167,Bishop Sankey,2016,"$105,882"
168,Bishop Sankey,2016,"$41,400"
176,Brandon Weeden,2016,"$1,325,000"
178,Victor Ochi,2016,"$6,900"
179,Victor Ochi,2016,"$52,940"
180,Victor Ochi,2016,"$34,500"
181,Victor Ochi,2016,"$55,200"
161,Tyrus Thompson,2016,"$97,940"
183,John Theus,2016,"$707,614"
191,Jack Allen,2016,"$89,700"
192,Jack Allen,2016,"$105,880"
200,Colt McCoy,2016,"$3,000,000"
203,Rico Gathers,2016,"$100,356"
204,Rico Gathers,2016,"$117,300"
207,Kaleb Eulls,2016,"$96,600"
208,Kaleb Eulls,2016,"$92,646"
212,Obum Gwacham,2016,"$379,235"
216,Paxton Lynch,2016,"$5,541,852"
188,Quinton Jefferson,2016,"$634,993"
155,T.J. Yeldon,2016,"$703,809"
140,Tajae Sharpe,2016,"$724,884"
136,D.J. Reader,2016,"$824,380"
7,Darius Jennings,2016,"$27,600"
8,Darius Jennings,2016,"$6,900"
9,Darius Jennings,2016,"$27,600"
17,Bradley McDougald,2016,"$2,553,000"
27,Chris Culliver,2016,"$873,117"
45,Cornelius Lucas,2016,"$600,000"
47,Clayton Geathers,2016,"$525,000"
58,Will Compton,2016,"$851,511"
65,Trent Murphy,2016,"$926,145"
67,Su'a Cravens,2016,"$1,872,522"
77,Eric Kush,2016,"$675,000"
88,Harry Douglas,2016,"$2,000,000"
93,DeAndre Elliot,2016,"$460,000"
101,Scott Simonson,2016,"$176,470"
102,Scott Simonson,2016,"$61,674"
103,Scott Simonson,2016,"$55,200"
111,Joe Hawley,2016,"$3,500,000"
116,B.J. Finney,2016,"$450,000"
123,Derek Newton,2016,"$4,750,000"
128,Shane Ray,2016,"$849,496"
134,Chris Gragg,2016,"$675,000"
230,Cedric Peerman,2016,"$991,250"
526,Christian Westerman,2016,"$681,696"
235,Tyler Gaffney,2016,"$52,940"
242,Erik Swoope,2016,"$616,000"
397,Kerry Hyder,2016,"$450,000"
406,Edwin Jackson,2016,"$661,000"
413,Stevan Ridley,2016,"$280,000"
414,Stevan Ridley,2016,"$178,823"
421,Ryan Griffin,2016,"$600,000"
424,Brandon Allen,2016,"$574,274"
428,Tyler Marz,2016,"$117,300"
434,Trai Turner,2016,"$618,670"
449,Robert Turbin,2016,"$760,000"
392,Isaiah Burse,2016,"$317,647"
456,Brad Nortman,2016,"$2,150,000"
468,Dan France,2016,"$132,350"
469,Dan France,2016,"$82,800"
475,Shane Wynn,2016,"$132,350"
476,Shane Wynn,2016,"$82,800"
481,Geno Smith,2016,"$1,089,491"
485,Jake Schum,2016,"$525,000"
494,Chris Matthews,2016,"$600,000"
503,Julian Edelman,2016,"$4,028,635"
515,Jamize Olawale,2016,"$2,000,000"
462,Pat O'Donnell,2016,"$600,000"
391,Isaiah Burse,2016,"$34,500"
390,Isaiah Burse,2016,"$61,764"
389,Isaiah Burse,2016,"$30,882"
244,Taylor Decker,2016,"$6,625,985"
263,Malcolm Smith,2016,"$3,000,000"
271,Kevin Norwood,2016,"$27,600"
272,Kevin Norwood,2016,"$55,200"
281,Isaiah Battle,2016,"$117,300"
285,Lorenzo Mauldin,2016,"$543,000"
288,Ronald Zamort,2016,"$13,800"
291,Thurston Armbrister,2016,"$525,000"
305,Kellen Clemens,2016,"$1,065,000"
312,Ryan Tannehill,2016,"$9,340,000"
327,Matt Moore,2016,"$1,775,000"
335,Martin Wallace,2016,"$6,900"
336,Martin Wallace,2016,"$6,900"
337,Martin Wallace,2016,"$20,700"
349,Sam Young,2016,"$150,000"
350,Sam Young,2016,"$736,470"
358,Ben Heeney,2016,"$389,645"
365,Tyler Bray,2016,"$620,000"
376,Deshawn Shead,2016,"$830,685"
379,Denzel Perryman,2016,"$652,113"
382,Kenneth Farrow,2016,"$455,000"
236,Tyler Gaffney,2016,"$55,200"
1144,Jordan Hill,2016,"$20,000"
1145,Jordan Hill,2016,"$238,235"
1146,Jordan Hill,2016,"$39,705"
1928,Kentrell Brothers,2016,"$751,218"
1933,Ryan Russell,2016,"$6,900"
1934,Ryan Russell,2016,"$48,300"
1935,Ryan Russell,2016,"$247,058"
1940,John Cyprien,2016,"$1,150,788"
1952,Matt Paradis,2016,"$914,807"
1954,Rashard Robinson,2016,"$833,393"
1960,Dontae Johnson,2016,"$600,000"
1962,Chester Rogers,2016,"$450,000"
1926,Byron Bell,2016,"$2,250,000"
1966,Marcus Peters,2016,"$870,643"
1981,Ed Dickson,2016,"$2,600,000"
1983,Branden Jackson,2016,"$82,800"
1984,Branden Jackson,2016,"$132,350"
1991,Fozzy Whittaker,2016,"$700,000"
2000,Austin Howard,2016,"$4,500,000"
2015,Sam Koch,2016,"$2,300,000"
2028,Josh Sitton,2016,"$300,000"
2029,Josh Sitton,2016,"$6,750,000"
2039,Lamar Miller,2016,"$8,500,000"
1973,Tony Bergstrom,2016,"$2,875,000"
1919,Patrick Omameh,2016,"$675,000"
1911,Brandon Bolden,2016,"$1,100,000"
1904,Justin Hardy,2016,"$525,000"
1782,Luke Bowanko,2016,"$600,000"
1786,Justin Britt,2016,"$734,267"
1791,Marqui Christian,2016,"$370,580"
1792,Marqui Christian,2016,"$289,611"
1811,Drew Brees,2016,"$31,250,000"
1820,Blake Countess,2016,"$131,570"
1821,Blake Countess,2016,"$175,000"
1822,Blake Countess,2016,"$185,290"
1826,Travis Carrie,2016,"$600,000"
1830,Casey Kreiter,2016,"$450,000"
1835,Brian Winters,2016,"$1,671,000"
1842,Jeremy Vujnovich,2016,"$52,940"
1843,Jeremy Vujnovich,2016,"$20,700"
1844,Jeremy Vujnovich,2016,"$62,100"
1845,Jeremy Vujnovich,2016,"$92,646"
1853,Morgan Cox,2016,"$1,500,000"
1873,Bryan Bulaga,2016,"$4,000,000"
1881,Justin Bethel,2016,"$2,500,000"
1887,Travis Benjamin,2016,"$7,750,000"
1895,Spencer Drango,2016,"$657,650"
1899,Wendell Smallwood,2016,"$694,578"
2044,Jake Ryan,2016,"$525,000"
1774,Marcus Cannon,2016,"$10,715,643"
2050,Sheldon Richardson,2016,"$1,671,530"
2077,Julian Stanford,2016,"$436,764"
2228,Robert Quinn,2016,"$10,202,019"
2237,J.T. Thomas,2016,"$1,531,260"
2245,Ndamukong Suh,2016,"$13,500,000"
2262,Ben Roethlisberger,2016,"$17,750,000"
2268,Chris McCain,2016,"$20,700"
2269,Chris McCain,2016,"$6,900"
2270,Chris McCain,2016,"$30,882"
2271,Chris McCain,2016,"$6,900"
2272,Chris McCain,2016,"$35,294"
2220,Preston Smith,2016,"$793,225"
2273,Chris McCain,2016,"$41,400"
2285,Daniel McCullers,2016,"$600,000"
2287,Johnny Holton,2016,"$455,000"
2290,Reid Ferguson,2016,"$62,100"
2293,James Bradberry,2016,"$1,530,608"
2297,Chris Milton,2016,"$69,000"
2298,Chris Milton,2016,"$185,290"
2302,Ezekiel Elliott,2016,"$14,395,644"
2315,Paul Posluszny,2016,"$4,937,500"
2323,Benny Cunningham,2016,"$1,671,000"
2280,Mike Gillislee,2016,"$600,000"
2215,C.J. Anderson,2016,"$6,000,000"
2210,Tre Boston,2016,"$600,000"
2204,Ronnie Stanley,2016,"$13,547,695"
2078,Julian Stanford,2016,"$119,117"
2079,Julian Stanford,2016,"$20,700"
2091,Donald Penn,2016,"$6,300,000"
2096,Nate Orchard,2016,"$638,014"
2100,Marcus Mariota,2016,"$1,535,635"
2106,Damiere Byrd,2016,"$140,350"
2107,Damiere Byrd,2016,"$75,900"
2108,Damiere Byrd,2016,"$26,470"
2111,Stephone Anthony,2016,"$786,442"
2119,Antonio Hamilton,2016,"$455,500"
2129,Latavius Murray,2016,"$675,000"
2137,Terrance West,2016,"$600,000"
2150,Dustin Colquitt,2016,"$3,650,000"
2152,Anthony Brown,2016,"$584,947"
2162,Logan Paulsen,2016,"$35,000"
2163,Logan Paulsen,2016,"$760,000"
2171,Clint Boling,2016,"$4,250,000"
2175,Seth Devalve,2016,"$833,393"
2188,Danny Woodhead,2016,"$2,000,000"
2193,Nick Dzubnar,2016,"$400,050"
2201,Buster Skrine,2016,"$6,504,000"
2063,Matthew Stafford,2016,"$17,000,000"
1764,Kenny Stills,2016,"$1,671,000"
1758,Frank Zombo,2016,"$1,400,000"
1749,Cole Beasley,2016,"$2,356,000"
1266,DeAndre Houston-Carson,2016,"$590,942"
1269,Devante Bond,2016,"$491,467"
1281,Garrett Celek,2016,"$3,900,000"
1291,Devonta Freeman,2016,"$600,000"
1298,Jordan Howard,2016,"$698,022"
1305,Dion Sims,2016,"$1,671,000"
1313,Russell Shepard,2016,"$1,671,000"
1322,Stephen Paea,2016,"$1,900,000"
1325,Vic Beasley,2016,"$1,093,874"
1262,Aaron Wallace,2016,"$538,167"
1333,Charles Clay,2016,"$11,500,000"
1346,Marcus Burley,2016,"$600,000"
1350,Denzell Good,2016,"$690,000"
1354,Arik Armstead,2016,"$882,392"
1365,Brett Kern,2016,"$2,200,000"
1380,Adam-Pacman Jones,2016,"$9,000,000"
1384,Kevin Johnson,2016,"$891,791"
1389,T.J. Johnson,2016,"$600,000"
1396,Kevin Zeitler,2016,"$8,070,000"
1402,Clayton Fejedelem,2016,"$513,550"
1338,Randy Gregory,2016,"$107,365"
1259,Chris Hogan,2016,"$5,493,870"
1250,Justin Durant,2016,"$965,000"
1238,Menelik Watson,2016,"$1,058,844"
1152,Daniel Munyer,2016,"$6,900"
1153,Daniel Munyer,2016,"$6,900"
1154,Daniel Munyer,2016,"$6,900"
1160,Emmett Cleary,2016,"$432,348"
1166,Tahir Whitehead,2016,"$4,750,000"
1168,Kevin Hogan,2016,"$227,716"
1169,Kevin Hogan,2016,"$34,500"
1170,Kevin Hogan,2016,"$317,640"
1172,Jerell Adams,2016,"$592,855"
1179,Darius Slay,2016,"$15,631,250"
1188,Kyle Wilber,2016,"$2,000,000"
1196,Nate Allen,2016,"$3,000,000"
1206,Brandon Brooks,2016,"$12,000,000"
1215,Danny Trevathan,2016,"$10,100,000"
1221,Garry Gilliam,2016,"$600,000"
1225,Bene Benwikere,2016,"$141,176"
1226,Bene Benwikere,2016,"$132,871"
1227,Bene Benwikere,2016,"$132,871"
1228,Bene Benwikere,2016,"$55,200"
1232,Michael Campanaro,2016,"$34,500"
1233,Michael Campanaro,2016,"$105,882"
1411,Andre Holmes,2016,"$2,000,000"
1435,Adam Vinatieri,2016,"$3,250,000"
1440,Shamarko Thomas,2016,"$675,000"
1444,DeMarcus Lawrence,2016,"$703,992"
1614,Jah Reid,2016,"$993,750"
1617,Kenyan Drake,2016,"$1,271,260"
1629,William Hayes,2016,"$7,000,000"
1640,Julio Jones,2016,"$13,500,000"
1650,Anthony Castonzo,2016,"$7,000,000"
1660,Josh Bynes,2016,"$447,058"
1666,Isaiah Johnson,2016,"$2,500"
1667,Isaiah Johnson,2016,"$117,300"
1673,Jon Halapio,2016,"$96,600"
1677,Michael Hunter,2016,"$13,800"
1678,Michael Hunter,2016,"$52,940"
1679,Michael Hunter,2016,"$82,800"
1686,Kevin Minter,2016,"$1,003,667"
1689,Brett Jones,2016,"$450,000"
1691,Ricardo Louis,2016,"$1,017,850"
1698,Shon Coleman,2016,"$1,237,536"
1707,Ben Garland,2016,"$600,000"
1709,C.J. Prosise,2016,"$1,142,464"
1722,Jordan Mills,2016,"$1,671,000"
1730,Taiwan Jones,2016,"$1,150,000"
1741,Aqib Talib,2016,"$8,906,250"
1600,Jordan Poyer,2016,"$675,000"
2339,Spencer Pulley,2016,"$452,000"
1592,LaDarius Gunter,2016,"$985,487"
1588,Sharrod Neasman,2016,"$41,400"
1447,Stefon Diggs,2016,"$749,226"
1451,Bobby Hart,2016,"$600,784"
1455,Cameron Erving,2016,"$863,594"
1462,Marquette King,2016,"$5,250,000"
1474,Korey Toomer,2016,"$20,700"
1475,Korey Toomer,2016,"$494,117"
1491,Alfred Blue,2016,"$600,000"
1498,Julius Thomas,2016,"$6,100,000"
1502,Mario Edwards,2016,"$708,508"
1511,Kenny Wiggins,2016,"$600,000"
1522,Jerrell Freeman,2016,"$4,647,059"
1533,Jamaal Charles,2016,"$5,312,500"
1539,Matt Overton,2016,"$800,000"
1545,Rhett Ellison,2016,"$1,898,305"
1552,Preston Brown,2016,"$631,750"
1564,Steve McLendon,2016,"$4,000,000"
1570,Daniel Brown,2016,"$308,820"
1571,Daniel Brown,2016,"$27,600"
1572,Daniel Brown,2016,"$61,764"
1582,Orlando Scandrick,2016,"$5,000,000"
1587,Sharrod Neasman,2016,"$7,500"
1589,Sharrod Neasman,2016,"$291,170"
2935,DeVante Parker,2016,"$929,389"
