,Name,Year,Salary
453,Brad Nortman,2013,"$480,000"
227,Cedric Peerman,2013,"$1,115,000"
950,Carlos Dunlap,2013,"$13,000,000"
362,Tyler Bray,2013,"$415,000"
54,Will Compton,2013,"$96,000"
2702,Sean McGrath,2013,"$405,000"
2863,Corey Graham,2013,"$2,050,000"
478,Geno Smith,2013,"$2,435,620"
791,Joe Vellano,2013,"$405,000"
302,Kellen Clemens,2013,"$870,000"
309,Ryan Tannehill,2013,"$965,841"
551,Greg Van Roten,2013,"$365,471"
560,Wes Horton,2013,"$415,000"
866,Brian Schwenke,2013,"$869,260"
842,Elvis Dumervil,2013,"$8,500,000"
324,Matt Moore,2013,"$4,000,000"
120,Derek Newton,2013,"$555,000"
519,Jermey Parnell,2013,"$1,023,088"
2779,Nathan Stupar,2013,"$190,588"
581,Nigel Bradham,2013,"$480,000"
512,Jamize Olawale,2013,"$480,000"
821,Breno Giacomini,2013,"$4,000,000"
108,Joe Hawley,2013,"$630,000"
2732,Bradley Sowell,2013,"$480,000"
500,Julian Edelman,2013,"$765,000"
2912,Brandon Graham,2013,"$1,250,000"
260,Malcolm Smith,2013,"$555,000"
587,Kelechi Osemele,2013,"$542,085"
329,Martin Wallace,2013,"$411,000"
131,Chris Gragg,2013,"$464,175"
53,Will Compton,2013,"$23,823"
634,Luke Stocker,2013,"$555,000"
912,Doug Baldwin,2013,"$555,000"
14,Bradley McDougald,2013,"$7,500"
2924,Chris Maragos,2013,"$955,000"
417,Ryan Griffin,2013,"$238,235"
416,Ryan Griffin,2013,"$15,000"
745,Julius Peppers,2013,"$13,200,000"
2887,Jason Witten,2013,"$5,500,000"
13,Bradley McDougald,2013,"$190,588"
171,Brandon Weeden,2013,"$757,436"
410,Stevan Ridley,2013,"$643,500"
24,Chris Culliver,2013,"$555,000"
12,Bradley McDougald,2013,"$160,941"
722,Jordan Devey,2013,"$10,000"
995,Jason McCourty,2013,"$5,000,000"
2684,Justin Tucker,2013,"$480,000"
2753,Tyvon Branch,2013,"$9,500,000"
197,Colt McCoy,2013,"$630,000"
712,Phil Dawson,2013,"$2,350,000"
686,Quintin Demps,2013,"$715,000"
1011,Muhammad Wilkerson,2013,"$1,000,000"
2759,Deonte Thompson,2013,"$480,000"
418,Ryan Griffin,2013,"$42,000"
2723,Sylvester Williams,2013,"$4,299,000"
372,Deshawn Shead,2013,"$141,176"
2695,Golden Tate,2013,"$630,000"
2814,Beau Brinkley,2013,"$480,000"
968,Mario Addison,2013,"$555,000"
445,Robert Turbin,2013,"$480,000"
373,Deshawn Shead,2013,"$215,412"
640,Trumaine Johnson,2013,"$529,000"
665,Keith Smith,2014,"$206,442"
2554,Tyson Alualu,2014,"$2,721,500"
2411,Jamie Meder,2014,"$3,500"
664,Keith Smith,2014,"$420,000"
1409,Andre Holmes,2014,"$645,000"
261,Malcolm Smith,2014,"$645,000"
1520,Jerrell Freeman,2014,"$570,000"
2072,Julian Stanford,2014,"$566,785"
659,Nick Bellore,2014,"$1,431,000"
269,Kevin Norwood,2014,"$840,108"
198,Colt McCoy,2014,"$795,000"
1531,Jamaal Charles,2014,"$8,300,000"
582,Nigel Bradham,2014,"$536,471"
2868,Darqueze Dennard,2014,"$4,542,835"
2061,Matthew Stafford,2014,"$15,008,969"
2089,Donald Penn,2014,"$5,000,000"
561,Wes Horton,2014,"$495,000"
1537,Matt Overton,2014,"$570,000"
1394,Kevin Zeitler,2014,"$1,075,836"
1998,Austin Howard,2014,"$10,000,000"
2412,Jamie Meder,2014,"$63,000"
1438,Shamarko Thomas,2014,"$495,000"
1543,Rhett Ellison,2014,"$570,000"
1550,Preston Brown,2014,"$1,361,179"
1989,Fozzy Whittaker,2014,"$495,000"
687,Quintin Demps,2014,"$1,000,000"
2780,Nathan Stupar,2014,"$495,000"
626,Michael Crabtree,2014,"$4,000,000"
1509,Kenny Wiggins,2014,"$29,118"
1470,Korey Toomer,2014,"$6,300"
2410,Jamie Meder,2014,"$24,705"
641,Trumaine Johnson,2014,"$656,000"
1471,Korey Toomer,2014,"$172,941"
612,Dwayne Allen,2014,"$660,000"
1469,Korey Toomer,2014,"$222,352"
2048,Sheldon Richardson,2014,"$862,000"
2037,Lamar Miller,2014,"$570,000"
606,Telvin Smith,2014,"$631,052"
1433,Adam Vinatieri,2014,"$2,500,000"
232,Tyler Gaffney,2014,"$303,000"
2762,Deonte Thompson,2014,"$204,000"
233,Tyler Gaffney,2014,"$96,600"
1483,Wesley Woodyard,2014,"$4,750,000"
2417,Desmond Trufant,2014,"$776,125"
1489,Alfred Blue,2014,"$537,932"
2026,Josh Sitton,2014,"$5,223,563"
2864,Corey Graham,2014,"$5,550,000"
228,Cedric Peerman,2014,"$1,050,000"
1460,Marquette King,2014,"$570,000"
1496,Julius Thomas,2014,"$779,585"
1442,DeMarcus Lawrence,2014,"$2,608,080"
2559,Tyler Patmon,2014,"$420,000"
238,Erik Swoope,2014,"$107,100"
2073,Julian Stanford,2014,"$12,600"
239,Erik Swoope,2014,"$5,000"
2761,Deonte Thompson,2014,"$134,117"
2774,Darius Butler,2014,"$2,500,000"
588,Kelechi Osemele,2014,"$829,227"
2760,Deonte Thompson,2014,"$570,000"
2013,Sam Koch,2014,"$2,200,000"
635,Luke Stocker,2014,"$645,000"
513,Jamize Olawale,2014,"$570,000"
2429,Cam Newton,2014,"$3,378,477"
2815,Beau Brinkley,2014,"$570,000"
1739,Aqib Talib,2014,"$11,906,250"
432,Trai Turner,2014,"$959,800"
446,Robert Turbin,2014,"$570,000"
2502,Kerwynn Williams,2014,"$420,000"
1871,Bryan Bulaga,2014,"$2,704,345"
1728,Taiwan Jones,2014,"$1,550,000"
363,Tyler Bray,2014,"$318,000"
2503,Kerwynn Williams,2014,"$136,624"
1879,Justin Bethel,2014,"$570,000"
1718,Jordan Mills,2014,"$699,711"
2504,Kerwynn Williams,2014,"$31,500"
2845,George Johnson,2014,"$871,548"
1704,Ben Garland,2014,"$420,000"
454,Brad Nortman,2014,"$570,000"
1885,Travis Benjamin,2014,"$570,000"
2455,Bobby Wagner,2014,"$781,618"
347,Sam Young,2014,"$780,000"
1684,Kevin Minter,2014,"$604,559"
374,Deshawn Shead,2014,"$570,000"
419,Ryan Griffin,2014,"$107,100"
1747,Cole Beasley,2014,"$570,000"
2467,David DeCastro,2014,"$1,100,354"
2833,Michael Schofield,2014,"$941,200"
1809,Drew Brees,2014,"$11,000,000"
394,Kerry Hyder,2014,"$4,000"
1825,Travis Carrie,2014,"$486,964"
1829,Casey Kreiter,2014,"$1,500"
385,Isaiah Burse,2014,"$18,900"
1833,Brian Winters,2014,"$529,000"
2477,Willie Snead,2014,"$18,900"
1784,Justin Britt,2014,"$1,254,132"
2808,Matt Schaub,2014,"$8,000,000"
1840,Jeremy Vujnovich,2014,"$107,100"
2496,Star Lotulelei,2014,"$841,568"
2476,Willie Snead,2014,"$44,100"
1772,Marcus Cannon,2014,"$3,893,843"
2821,Kony Ealy,2014,"$1,319,512"
411,Stevan Ridley,2014,"$777,750"
2475,Willie Snead,2014,"$5,000"
1762,Kenny Stills,2014,"$495,000"
1756,Frank Zombo,2014,"$855,000"
1851,Morgan Cox,2014,"$730,000"
1780,Luke Bowanko,2014,"$514,052"
2518,Brock Coyle,2014,"$423,000"
1910,Brandon Bolden,2014,"$570,000"
1672,Jon Halapio,2014,"$12,600"
501,Julian Edelman,2014,"$3,437,500"
2439,Dan Bailey,2014,"$4,900,000"
1598,Jordan Poyer,2014,"$495,000"
1958,Dontae Johnson,2014,"$820,544"
1387,T.J. Johnson,2014,"$420,000"
2850,Xavier Grimble,2014,"$56,700"
2536,Steven Terrell,2014,"$179,735"
2537,Steven Terrell,2014,"$37,800"
325,Matt Moore,2014,"$4,000,000"
1612,Jah Reid,2014,"$645,000"
1580,Orlando Scandrick,2014,"$4,411,764"
2851,Xavier Grimble,2014,"$6,300"
1971,Tony Bergstrom,2014,"$570,000"
530,George Winn,2014,"$385,804"
531,George Winn,2014,"$25,200"
2542,Le'Veon Bell,2014,"$592,300"
310,Ryan Tannehill,2014,"$1,541,682"
2852,Xavier Grimble,2014,"$12,600"
1979,Ed Dickson,2014,"$795,000"
1562,Steve McLendon,2014,"$2,425,000"
520,Jermey Parnell,2014,"$1,500,000"
303,Kellen Clemens,2014,"$1,500,000"
1950,Matt Paradis,2014,"$107,100"
1938,John Cyprien,2014,"$653,596"
1671,Jon Halapio,2014,"$123,100"
460,Pat O'Donnell,2014,"$562,889"
2849,Xavier Grimble,2014,"$10,000"
1658,Josh Bynes,2014,"$573,649"
1657,Josh Bynes,2014,"$18,900"
464,Dan France,2014,"$107,100"
465,Dan France,2014,"$2,500"
1917,Patrick Omameh,2014,"$753,005"
2671,Allen Hurns,2014,"$425,000"
1949,Matt Paradis,2014,"$91,000"
1648,Anthony Castonzo,2014,"$1,466,058"
1924,Byron Bell,2014,"$2,187,000"
1638,Julio Jones,2014,"$2,581,875"
479,Geno Smith,2014,"$633,164"
2527,Mike Windt,2014,"$730,000"
1627,William Hayes,2014,"$2,595,000"
483,Jake Schum,2014,"$6,300"
488,Chris Matthews,2014,"$420,000"
489,Chris Matthews,2014,"$16,300"
490,Chris Matthews,2014,"$12,600"
330,Martin Wallace,2014,"$63,000"
2404,Jerry Hughes,2014,"$3,995,000"
387,Isaiah Burse,2014,"$350,048"
2584,Mike Adams,2014,"$1,020,000"
2213,C.J. Anderson,2014,"$645,963"
2714,Brandin Cooks,2014,"$4,837,056"
1186,Kyle Wilber,2014,"$570,000"
882,Aaron Donald,2014,"$6,112,000"
2624,Antoine Bethea,2014,"$6,750,000"
1177,Darius Slay,2014,"$761,140"
2343,Cordarrelle Patterson,2014,"$733,230"
99,Scott Simonson,2014,"$1,000"
2226,Robert Quinn,2014,"$5,483,131"
97,Scott Simonson,2014,"$81,900"
1164,Tahir Whitehead,2014,"$762,028"
96,Scott Simonson,2014,"$420,000"
2913,Brandon Graham,2014,"$1,670,500"
2235,J.T. Thomas,2014,"$645,000"
1157,Emmett Cleary,2014,"$94,500"
86,Harry Douglas,2014,"$2,750,000"
2243,Ndamukong Suh,2014,"$12,680,451"
2719,Marquis Flowers,2014,"$498,680"
2646,Marcus Smith,2014,"$4,412,064"
109,Joe Hawley,2014,"$3,000,000"
2370,Morgan Burnett,2014,"$3,224,761"
1248,Justin Durant,2014,"$1,250,000"
822,Breno Giacomini,2014,"$4,500,000"
121,Derek Newton,2014,"$1,431,000"
843,Elvis Dumervil,2014,"$5,500,000"
2186,Danny Woodhead,2014,"$3,750,000"
1236,Menelik Watson,2014,"$622,948"
2611,Brian Hoyer,2014,"$3,300,000"
1230,Michael Campanaro,2014,"$487,500"
2724,Sylvester Williams,2014,"$749,625"
1223,Bene Benwikere,2014,"$619,000"
861,Matt Forte,2014,"$6,916,031"
1219,Garry Gilliam,2014,"$432,000"
2199,Buster Skrine,2014,"$1,431,000"
1213,Danny Trevathan,2014,"$570,000"
867,Brian Schwenke,2014,"$495,000"
1204,Brandon Brooks,2014,"$590,000"
872,Malcolm Butler,2014,"$420,000"
1194,Nate Allen,2014,"$3,000,000"
72,Eric Kush,2014,"$503,000"
1142,Jordan Hill,2014,"$515,000"
899,Donte Moncrief,2014,"$963,520"
25,Chris Culliver,2014,"$1,431,000"
15,Bradley McDougald,2014,"$495,000"
1067,Garrison Smith,2014,"$6,300"
1066,Garrison Smith,2014,"$18,900"
1065,Garrison Smith,2014,"$7,300"
1052,DeAndre Hopkins,2014,"$751,668"
2686,Justin Tucker,2014,"$570,000"
987,Kevin Pierre-Louis,2014,"$688,652"
2665,Jimmy Smith,2014,"$1,392,504"
2925,Chris Maragos,2014,"$1,350,000"
1041,Vince Williams,2014,"$495,000"
1036,Rodger Saffold,2014,"$8,000,000"
996,Jason McCourty,2014,"$6,500,000"
2313,Paul Posluszny,2014,"$7,500,000"
1028,Darren Sproles,2014,"$4,000,000"
2321,Benny Cunningham,2014,"$495,000"
1012,Muhammad Wilkerson,2014,"$1,312,500"
969,Mario Addison,2014,"$1,305,000"
1081,Patrick Chung,2014,"$1,000,000"
1082,Patrick Chung,2014,"$1,070,000"
2283,Daniel McCullers,2014,"$498,680"
63,Trent Murphy,2014,"$2,032,973"
1136,Terrell Suggs,2014,"$12,000,000"
56,Will Compton,2014,"$617,014"
906,Brandon Fusco,2014,"$5,431,000"
2260,Ben Roethlisberger,2014,"$12,100,000"
913,Doug Baldwin,2014,"$6,200,000"
924,Maurkice Pouncey,2014,"$14,000,000"
1121,Connor Barth,2014,"$167,647"
2733,Bradley Sowell,2014,"$570,000"
2266,Chris McCain,2014,"$420,000"
951,Carlos Dunlap,2014,"$7,000,000"
2652,Bruce Irvin,2014,"$1,239,290"
2358,Larry Fitzgerald,2014,"$13,000,000"
1101,Marcedes Lewis,2014,"$6,850,000"
956,Isaiah Crowell,2014,"$430,000"
2696,Golden Tate,2014,"$9,538,850"
2276,Mike Gillislee,2014,"$318,000"
42,Cornelius Lucas,2014,"$596,153"
938,Linval Joseph,2014,"$9,000,000"
1257,Chris Hogan,2014,"$495,000"
2208,Tre Boston,2014,"$825,468"
718,Paul Richardson,2014,"$2,167,516"
746,Julius Peppers,2014,"$8,535,880"
713,Phil Dawson,2014,"$3,000,000"
1344,Marcus Burley,2014,"$420,000"
2896,Ross Cockrell,2014,"$887,552"
2601,Derrick Morgan,2014,"$2,180,000"
173,Brandon Weeden,2014,"$570,000"
764,Sammy Watkins,2014,"$13,238,620"
1363,Brett Kern,2014,"$937,500"
1289,Devonta Freeman,2014,"$904,424"
2148,Dustin Colquitt,2014,"$3,000,000"
1320,Stephen Paea,2014,"$964,866"
2133,Terrance West,2014,"$947,400"
1303,Dion Sims,2014,"$495,000"
172,Brandon Weeden,2014,"$2,044,872"
2160,Logan Paulsen,2014,"$1,870,000"
2127,Latavius Murray,2014,"$420,000"
780,Patrick Peterson,2014,"$16,249,999"
1311,Russell Shepard,2014,"$495,000"
723,Jordan Devey,2014,"$420,000"
2754,Tyvon Branch,2014,"$4,000,000"
2739,Fletcher Cox,2014,"$1,321,000"
793,Joe Vellano,2014,"$75,600"
2888,Jason Witten,2014,"$5,000,000"
794,Joe Vellano,2014,"$145,588"
1378,Adam-Pacman Jones,2014,"$2,550,000"
753,Andrew Norwell,2014,"$432,000"
2388,James White,2014,"$817,088"
164,Bishop Sankey,2014,"$1,535,272"
792,Joe Vellano,2014,"$495,000"
2169,Clint Boling,2014,"$1,431,000"
1279,Garrett Celek,2014,"$570,000"
132,Chris Gragg,2014,"$495,000"
1331,Charles Clay,2014,"$1,431,000"
46,Clayton Geathers,2015,"$968,930"
2076,Julian Stanford,2015,"$33,000"
357,Ben Heeney,2015,"$824,793"
2846,George Johnson,2015,"$2,774,824"
2075,Julian Stanford,2015,"$6,600"
165,Bishop Sankey,2015,"$629,842"
2389,James White,2015,"$510,000"
43,Cornelius Lucas,2015,"$510,000"
210,Obum Gwacham,2015,"$505,559"
1909,Brandon Bolden,2015,"$1,185,000"
1872,Bryan Bulaga,2015,"$9,909,293"
1903,Justin Hardy,2015,"$1,072,836"
2134,Terrance West,2015,"$254,613"
1880,Justin Bethel,2015,"$3,747,268"
2456,Bobby Wagner,2015,"$9,028,070"
2359,Larry Fitzgerald,2015,"$11,013,887"
2267,Chris McCain,2015,"$489,176"
2135,Terrance West,2015,"$6,600"
2074,Julian Stanford,2015,"$6,600"
2869,Darqueze Dennard,2015,"$782,678"
2128,Latavius Murray,2015,"$739,986"
348,Sam Young,2015,"$795,000"
2136,Terrance West,2015,"$210,000"
2362,T.J. Clemmings,2015,"$1,319,351"
2261,Ben Roethlisberger,2015,"$35,257,482"
1886,Travis Benjamin,2015,"$660,000"
57,Will Compton,2015,"$732,465"
2014,Sam Koch,2015,"$5,000,000"
2110,Stephone Anthony,2015,"$4,415,645"
364,Tyler Bray,2015,"$510,000"
6,Darius Jennings,2015,"$51,176"
1841,Jeremy Vujnovich,2015,"$112,200"
2405,Jerry Hughes,2015,"$11,775,000"
2103,Damiere Byrd,2015,"$5,000"
1834,Brian Winters,2015,"$822,226"
2314,Paul Posluszny,2015,"$4,937,500"
2344,Cordarrelle Patterson,2015,"$1,061,459"
2926,Chris Maragos,2015,"$1,281,983"
2478,Willie Snead,2015,"$664,652"
5,Darius Jennings,2015,"$79,200"
2485,Austin Reiter,2015,"$74,925"
2095,Nate Orchard,2015,"$1,943,220"
2486,Austin Reiter,2015,"$92,400"
1810,Drew Brees,2015,"$19,005,422"
2322,Benny Cunningham,2015,"$741,646"
175,Brandon Weeden,2015,"$388,235"
1827,Travis Carrie,2015,"$763,336"
2090,Donald Penn,2015,"$5,428,737"
2104,Damiere Byrd,2015,"$13,200"
2105,Damiere Byrd,2015,"$99,000"
2277,Mike Gillislee,2015,"$26,400"
2278,Mike Gillislee,2015,"$26,400"
2279,Mike Gillislee,2015,"$172,058"
2873,Zaire Anderson,2015,"$5,000"
64,Trent Murphy,2015,"$733,819"
386,Isaiah Burse,2015,"$19,800"
2284,Daniel McCullers,2015,"$545,115"
26,Chris Culliver,2015,"$7,833,948"
16,Bradley McDougald,2015,"$807,054"
2874,Zaire Anderson,2015,"$112,200"
1852,Morgan Cox,2015,"$825,000"
199,Colt McCoy,2015,"$1,378,677"
375,Deshawn Shead,2015,"$870,222"
378,Denzel Perryman,2015,"$2,257,443"
2834,Michael Schofield,2015,"$729,367"
2468,David DeCastro,2015,"$1,530,966"
174,Brandon Weeden,2015,"$271,764"
206,Kaleb Eulls,2015,"$466,612"
2062,Matthew Stafford,2015,"$9,500,000"
1918,Patrick Omameh,2015,"$726,799"
73,Eric Kush,2015,"$8,500"
2853,Xavier Grimble,2015,"$112,200"
1990,Fozzy Whittaker,2015,"$660,000"
2381,Justin Hamilton,2015,"$6,600"
2377,Justin Hamilton,2015,"$2,000"
304,Kellen Clemens,2015,"$1,501,154"
115,B.J. Finney,2015,"$92,400"
2430,Cam Newton,2015,"$24,000,000"
1980,Ed Dickson,2015,"$2,150,000"
234,Tyler Gaffney,2015,"$318,000"
2382,Justin Hamilton,2015,"$6,600"
114,B.J. Finney,2015,"$10,000"
2027,Josh Sitton,2015,"$6,074,224"
110,Joe Hawley,2015,"$1,386,011"
311,Ryan Tannehill,2015,"$12,160,000"
1972,Tony Bergstrom,2015,"$724,240"
2161,Logan Paulsen,2015,"$1,750,000"
2418,Desmond Trufant,2015,"$1,220,541"
290,Thurston Armbrister,2015,"$590,011"
2200,Buster Skrine,2015,"$6,558,413"
2192,Nick Dzubnar,2015,"$551,667"
284,Lorenzo Mauldin,2015,"$1,224,561"
241,Erik Swoope,2015,"$105,600"
2380,Justin Hamilton,2015,"$13,200"
2379,Justin Hamilton,2015,"$6,600"
2905,David Irving,2015,"$19,800"
127,Shane Ray,2015,"$5,326,923"
240,Erik Swoope,2015,"$25,588"
262,Malcolm Smith,2015,"$6,037,979"
2906,David Irving,2015,"$358,235"
122,Derek Newton,2015,"$7,500,000"
270,Kevin Norwood,2015,"$515,396"
278,Isaiah Battle,2015,"$228,864"
279,Isaiah Battle,2015,"$66,000"
280,Isaiah Battle,2015,"$179,117"
1999,Austin Howard,2015,"$5,019,053"
133,Chris Gragg,2015,"$585,000"
2187,Danny Woodhead,2015,"$1,537,454"
2378,Justin Hamilton,2015,"$13,200"
2854,Xavier Grimble,2015,"$10,000"
2371,Morgan Burnett,2015,"$3,428,073"
2099,Marcus Mariota,2015,"$16,330,324"
2209,Tre Boston,2015,"$510,000"
158,Tyrus Thompson,2015,"$147,512"
1925,Byron Bell,2015,"$1,582,817"
2914,Brandon Graham,2015,"$9,025,925"
159,Tyrus Thompson,2015,"$46,200"
2236,J.T. Thomas,2015,"$4,033,999"
160,Tyrus Thompson,2015,"$52,800"
87,Harry Douglas,2015,"$3,798,852"
331,Martin Wallace,2015,"$6,600"
332,Martin Wallace,2015,"$13,200"
333,Martin Wallace,2015,"$6,600"
2170,Clint Boling,2015,"$7,100,000"
76,Eric Kush,2015,"$255,192"
2244,Ndamukong Suh,2015,"$26,500,000"
75,Eric Kush,2015,"$39,600"
74,Eric Kush,2015,"$34,411"
211,Obum Gwacham,2015,"$90,487"
334,Martin Wallace,2015,"$52,800"
1932,Ryan Russell,2015,"$603,575"
2413,Jamie Meder,2015,"$435,000"
2049,Sheldon Richardson,2015,"$1,055,044"
2227,Robert Quinn,2015,"$15,792,100"
2904,David Irving,2015,"$10,000"
1965,Marcus Peters,2015,"$5,665,296"
326,Matt Moore,2015,"$2,600,000"
2897,Ross Cockrell,2015,"$656,706"
154,T.J. Yeldon,2015,"$2,995,927"
1959,Dontae Johnson,2015,"$647,959"
2214,C.J. Anderson,2015,"$585,000"
2038,Lamar Miller,2015,"$1,542,000"
2889,Jason Witten,2015,"$5,100,000"
2865,Corey Graham,2015,"$3,450,000"
2219,Preston Smith,2015,"$2,980,046"
229,Cedric Peerman,2015,"$1,045,000"
2440,Dan Bailey,2015,"$1,700,000"
1951,Matt Paradis,2015,"$826,648"
2149,Dustin Colquitt,2015,"$3,000,000"
100,Scott Simonson,2015,"$46,200"
1939,John Cyprien,2015,"$1,002,994"
98,Scott Simonson,2015,"$330,000"
2043,Jake Ryan,2015,"$1,021,062"
1013,Muhammad Wilkerson,2015,"$6,997,604"
467,Dan France,2015,"$33,000"
646,Kaelin Clay,2015,"$6,600"
724,Jordan Devey,2015,"$629,598"
729,Bryce Callahan,2015,"$58,676"
730,Bryce Callahan,2015,"$383,901"
731,Bryce Callahan,2015,"$26,400"
1353,Arik Armstead,2015,"$5,888,257"
2589,Curtis Riley,2015,"$330,000"
1349,Denzell Good,2015,"$487,783"
1345,Marcus Burley,2015,"$622,345"
747,Julius Peppers,2015,"$9,509,906"
1337,Randy Gregory,2015,"$1,408,646"
2593,Trevor Siemian,2015,"$487,783"
1332,Charles Clay,2015,"$13,000,000"
754,Andrew Norwell,2015,"$753,619"
2740,Fletcher Cox,2015,"$1,836,593"
1364,Brett Kern,2015,"$4,010,424"
1324,Vic Beasley,2015,"$9,267,846"
765,Sammy Watkins,2015,"$1,326,164"
772,Damarious Randall,2015,"$4,542,582"
1312,Russell Shepard,2015,"$683,767"
781,Patrick Peterson,2015,"$11,731,541"
1304,Dion Sims,2015,"$585,000"
787,Mark Glowinski,2015,"$815,239"
1290,Devonta Freeman,2015,"$676,897"
2602,Derrick Morgan,2015,"$8,520,835"
1280,Garrett Celek,2015,"$805,880"
795,Joe Vellano,2015,"$6,600"
1258,Chris Hogan,2015,"$789,819"
796,Joe Vellano,2015,"$13,200"
2734,Bradley Sowell,2015,"$784,365"
808,Hau'oli Kikaha,2015,"$2,611,844"
1321,Stephen Paea,2015,"$8,007,249"
1249,Justin Durant,2015,"$3,539,869"
2585,Mike Adams,2015,"$3,100,000"
714,Phil Dawson,2015,"$3,135,891"
1472,Korey Toomer,2015,"$6,600"
613,Dwayne Allen,2015,"$1,542,000"
1461,Marquette King,2015,"$1,556,072"
1454,Cameron Erving,2015,"$5,552,502"
627,Michael Crabtree,2015,"$4,127,809"
1450,Bobby Hart,2015,"$562,339"
2765,Deonte Thompson,2015,"$326,363"
1446,Stefon Diggs,2015,"$914,812"
1443,DeMarcus Lawrence,2015,"$670,302"
1439,Shamarko Thomas,2015,"$654,267"
636,Luke Stocker,2015,"$1,550,812"
2764,Deonte Thompson,2015,"$38,824"
1434,Adam Vinatieri,2015,"$2,500,000"
642,Trumaine Johnson,2015,"$1,628,753"
719,Paul Richardson,2015,"$635,064"
2763,Deonte Thompson,2015,"$46,200"
388,Isaiah Burse,2015,"$59,400"
647,Kaelin Clay,2015,"$52,800"
648,Kaelin Clay,2015,"$179,117"
660,Nick Bellore,2015,"$1,228,362"
1410,Andre Holmes,2015,"$1,598,100"
666,Keith Smith,2015,"$46,200"
667,Keith Smith,2015,"$120,000"
668,Keith Smith,2015,"$33,000"
1395,Kevin Zeitler,2015,"$1,418,754"
1388,T.J. Johnson,2015,"$510,000"
688,Quintin Demps,2015,"$1,073,302"
1383,Kevin Johnson,2015,"$6,076,223"
1379,Adam-Pacman Jones,2015,"$2,300,000"
2755,Tyvon Branch,2015,"$1,287,500"
645,Kaelin Clay,2015,"$130,477"
823,Breno Giacomini,2015,"$4,543,722"
830,Jesse Davis,2015,"$6,000"
2726,Sylvester Williams,2015,"$1,094,250"
2704,Sean McGrath,2015,"$13,200"
907,Brandon Fusco,2015,"$2,685,000"
2703,Sean McGrath,2015,"$25,588"
914,Doug Baldwin,2015,"$3,550,519"
1122,Connor Barth,2015,"$766,452"
925,Maurkice Pouncey,2015,"$5,500,000"
939,Linval Joseph,2015,"$4,000,000"
2653,Bruce Irvin,2015,"$1,704,647"
1102,Marcedes Lewis,2015,"$2,450,000"
952,Carlos Dunlap,2015,"$3,300,000"
2697,Golden Tate,2015,"$3,750,000"
957,Isaiah Crowell,2015,"$510,000"
960,Shaq Mason,2015,"$1,077,873"
1089,Brandon Scherff,2015,"$14,161,626"
900,Donte Moncrief,2015,"$525,000"
2658,Cameron Lynch,2015,"$550,082"
970,Mario Addison,2015,"$800,000"
975,Hayes Pullard,2015,"$79,240"
976,Hayes Pullard,2015,"$46,200"
977,Hayes Pullard,2015,"$255,882"
1068,Garrison Smith,2015,"$112,200"
2687,Justin Tucker,2015,"$2,356,000"
1053,DeAndre Hopkins,2015,"$1,170,644"
1043,Vince Williams,2015,"$714,385"
988,Kevin Pierre-Louis,2015,"$610,680"
2666,Jimmy Smith,2015,"$14,000,000"
1037,Rodger Saffold,2015,"$7,255,175"
997,Jason McCourty,2015,"$6,803,817"
1029,Darren Sproles,2015,"$3,120,465"
2672,Allen Hurns,2015,"$749,575"
1083,Patrick Chung,2015,"$3,587,500"
1137,Terrell Suggs,2015,"$4,000,000"
2705,Sean McGrath,2015,"$6,600"
1143,Jordan Hill,2015,"$680,896"
1237,Menelik Watson,2015,"$840,896"
844,Elvis Dumervil,2015,"$5,000,000"
2612,Brian Hoyer,2015,"$5,093,750"
1231,Michael Campanaro,2015,"$374,647"
1224,Bene Benwikere,2015,"$697,572"
1220,Garry Gilliam,2015,"$839,384"
862,Matt Forte,2015,"$8,207,521"
1214,Danny Trevathan,2015,"$1,542,000"
1205,Brandon Brooks,2015,"$1,621,798"
868,Brian Schwenke,2015,"$500,204"
2720,Marquis Flowers,2015,"$333,000"
1195,Nate Allen,2015,"$7,004,713"
873,Malcolm Butler,2015,"$829,282"
2715,Brandin Cooks,2015,"$860,798"
1187,Kyle Wilber,2015,"$778,454"
883,Aaron Donald,2015,"$946,260"
1178,Darius Slay,2015,"$885,846"
2647,Marcus Smith,2015,"$804,976"
1148,Daniel Munyer,2015,"$33,000"
1149,Daniel Munyer,2015,"$6,600"
1150,Daniel Munyer,2015,"$25,588"
1151,Daniel Munyer,2015,"$26,400"
2706,Sean McGrath,2015,"$30,000"
1473,Korey Toomer,2015,"$347,211"
1158,Emmett Cleary,2015,"$179,117"
2634,Sean Mannion,2015,"$1,062,861"
2707,Sean McGrath,2015,"$33,000"
1165,Tahir Whitehead,2015,"$824,314"
2631,Jordan Taylor,2015,"$112,200"
2630,Jordan Taylor,2015,"$7,500"
2625,Antoine Bethea,2015,"$3,288,661"
1159,Emmett Cleary,2015,"$66,000"
2562,Tyler Patmon,2015,"$6,600"
4,Darius Jennings,2015,"$51,176"
607,Telvin Smith,2015,"$757,954"
448,Robert Turbin,2015,"$271,764"
514,Jamize Olawale,2015,"$1,491,702"
1591,LaDarius Gunter,2015,"$458,616"
412,Stevan Ridley,2015,"$1,046,103"
1763,Kenny Stills,2015,"$585,000"
2538,Steven Terrell,2015,"$573,000"
1581,Orlando Scandrick,2015,"$4,000,000"
2497,Star Lotulelei,2015,"$1,278,136"
521,Jermey Parnell,2015,"$8,000,000"
1706,Ben Garland,2015,"$92,400"
