,Year,Name,Age,Team,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Pos
3827,2012,Curtis Sanford,32,CBJ,36,32.0,10.0,18.0,4.0,86,971.0,885.0,0.911,2.6,1,5.7,1983,18.0,0.563,6.0,102.0,-2.05,0,0.0,0.0,0.0,G
3828,2012,Cory Schneider,25,VAN,33,28.0,20.0,8.0,1.0,60,945.0,885.0,0.937,1.96,3,8.4,1833,20.0,0.714,2.0,73.0,21.71,0,2.0,2.0,0.0,G
3829,2012,Ben Scrivens,25,TOR,12,11.0,4.0,5.0,2.0,35,359.0,324.0,0.903,3.13,0,1.7,672,5.0,0.455,1.0,113.0,-3.96,0,0.0,0.0,4.0,G
3830,2012,Mike Smith,29,PHX,67,67.0,38.0,18.0,10.0,144,2066.0,1922.0,0.93,2.21,8,16.7,3903,42.0,0.627,9.0,81.0,34.63,0,2.0,2.0,16.0,G
3831,2012,Iiro Tarkki,26,ANA,1,0.0,1.0,0.0,0.0,3,10.0,7.0,0.7,4.41,0,-0.2,41,0.0,,0.0,,,0,0.0,0.0,0.0,G
3832,2012,Jose Theodore,35,FLA,53,51.0,22.0,16.0,11.0,125,1502.0,1377.0,0.917,2.46,3,9.7,3049,32.0,0.627,6.0,96.0,4.87,0,0.0,0.0,2.0,G
3833,2012,Brad Thiessen,25,PIT,5,4.0,3.0,1.0,0.0,16,113.0,97.0,0.858,3.72,0,-0.1,258,2.0,0.5,1.0,,,0,0.0,0.0,2.0,G
3834,2012,Tim Thomas,37,BOS,59,55.0,35.0,19.0,1.0,132,1659.0,1527.0,0.92,2.36,5,11.5,3352,30.0,0.545,3.0,92.0,11.44,0,1.0,1.0,0.0,G
3835,2012,Dustin Tokarski,22,TBL,5,5.0,1.0,3.0,1.0,14,116.0,102.0,0.879,3.45,0,0.2,244,1.0,0.2,2.0,,,0,1.0,1.0,2.0,G
3836,2012,Marty Turco,36,BOS,5,4.0,2.0,2.0,0.0,16,110.0,94.0,0.855,3.68,0,-0.1,261,1.0,0.25,2.0,,,0,0.0,0.0,2.0,G
3837,2012,Semyon Varlamov,23,COL,53,52.0,26.0,24.0,3.0,136,1564.0,1428.0,0.913,2.59,4,9.4,3151,28.0,0.538,10.0,101.0,-0.77,0,1.0,1.0,2.0,G
3838,2012,Tomas Vokoun,35,WSH,48,46.0,25.0,17.0,2.0,108,1299.0,1191.0,0.917,2.51,4,8.4,2583,23.0,0.5,8.0,96.0,4.31,0,2.0,2.0,4.0,G
3839,2012,Cam Ward,27,CAR,68,68.0,30.0,23.0,13.0,182,2143.0,1961.0,0.915,2.74,5,13.4,3988,38.0,0.559,10.0,98.0,3.29,1,0.0,1.0,4.0,G
3840,2012,Allen York,22,CBJ,11,5.0,3.0,2.0,0.0,16,199.0,183.0,0.92,2.3,0,1.4,417,3.0,0.6,0.0,,,0,0.0,0.0,0.0,G
3841,2013,Sami Aittokallio,20,COL,1,1.0,0.0,0.0,0.0,2,25.0,23.0,0.92,2.43,0,0.2,49,1.0,1.0,0.0,,,0,0.0,0.0,0.0,G
3842,2013,Jake Allen,22,STL,15,13.0,9.0,4.0,0.0,33,346.0,313.0,0.905,2.46,1,1.8,804,6.0,0.462,4.0,108.0,-2.53,0,0.0,0.0,0.0,G
3843,2013,Craig Anderson,31,OTT,24,24.0,12.0,9.0,2.0,40,677.0,637.0,0.941,1.69,3,6.5,1421,17.0,0.708,1.0,67.0,19.63,0,0.0,0.0,0.0,G
3844,2013,Richard Bachman,25,DAL,13,8.0,6.0,5.0,0.0,33,288.0,255.0,0.885,3.25,0,0.9,609,4.0,0.5,3.0,130.0,-7.63,0,0.0,0.0,0.0,G
3845,2013,Niklas Backstrom,34,MIN,42,41.0,24.0,15.0,3.0,98,1072.0,974.0,0.909,2.48,2,6.2,2368,18.0,0.439,8.0,104.0,-3.58,0,0.0,0.0,2.0,G
3846,2013,Jonathan Bernier,24,LAK,14,12.0,9.0,3.0,1.0,24,306.0,282.0,0.922,1.87,1,2.2,768,8.0,0.667,1.0,89.0,2.95,0,1.0,1.0,0.0,G
3847,2013,Martin Biron,35,NYR,6,5.0,2.0,2.0,1.0,13,156.0,143.0,0.917,2.32,0,1.0,336,2.0,0.4,1.0,,,0,0.0,0.0,0.0,G
3848,2013,Ben Bishop,26,OTT,13,12.0,8.0,5.0,0.0,31,399.0,368.0,0.922,2.45,1,3.0,758,8.0,0.667,3.0,88.0,4.14,0,0.0,0.0,0.0,G
3849,2013,Ben Bishop,26,TBL,9,9.0,3.0,4.0,1.0,25,302.0,277.0,0.917,2.99,1,2.0,502,6.0,0.667,0.0,94.0,1.6,0,0.0,0.0,2.0,G
3850,2013,Sergei Bobrovsky,24,CBJ,38,37.0,21.0,11.0,6.0,74,1084.0,1010.0,0.932,2.0,4,9.2,2219,26.0,0.703,4.0,78.0,21.48,0,0.0,0.0,0.0,G
3851,2013,Brian Boucher,36,PHI,4,1.0,0.0,2.0,0.0,6,55.0,49.0,0.891,2.5,0,0.2,144,0.0,0.0,0.0,,,0,0.0,0.0,0.0,G
3852,2013,Martin Brodeur,40,NJD,29,29.0,13.0,9.0,7.0,65,654.0,589.0,0.901,2.22,2,3.1,1757,15.0,0.517,6.0,113.0,-7.4,1,2.0,3.0,0.0,G
3853,2013,Ilya Bryzgalov,32,PHI,40,40.0,19.0,17.0,3.0,107,1066.0,959.0,0.9,2.79,1,5.0,2298,20.0,0.5,10.0,114.0,-13.11,0,3.0,3.0,0.0,G
3854,2013,Peter Budaj,30,MTL,13,10.0,8.0,1.0,1.0,25,273.0,248.0,0.908,2.28,1,1.6,656,6.0,0.6,2.0,104.0,-0.95,0,0.0,0.0,0.0,G
3855,2013,Scott Clemmensen,35,FLA,19,11.0,3.0,7.0,2.0,53,421.0,368.0,0.874,3.67,0,0.7,866,3.0,0.273,4.0,143.0,-15.92,0,0.0,0.0,0.0,G
3856,2013,Corey Crawford,28,CHI,30,28.0,19.0,5.0,5.0,57,769.0,712.0,0.926,1.94,3,6.0,1761,19.0,0.679,1.0,84.0,10.73,0,0.0,0.0,4.0,G
3857,2013,Yann Danis,31,EDM,3,0.0,1.0,0.0,0.0,7,59.0,52.0,0.881,3.81,0,0.1,110,0.0,,0.0,,,0,0.0,0.0,0.0,G
3858,2013,Cedrick Desjardins,27,TBL,3,2.0,0.0,3.0,0.0,8,73.0,65.0,0.89,3.0,0,0.3,160,0.0,0.0,0.0,,,0,0.0,0.0,0.0,G
3859,2013,Rick DiPietro,31,NYI,3,3.0,0.0,3.0,0.0,12,83.0,71.0,0.855,4.1,0,-0.1,176,0.0,0.0,1.0,,,0,0.0,0.0,0.0,G
3860,2013,Devan Dubnyk,26,EDM,38,37.0,14.0,16.0,6.0,90,1132.0,1042.0,0.92,2.57,2,8.1,2101,20.0,0.541,5.0,90.0,9.7,0,0.0,0.0,0.0,G
3861,2013,Brian Elliott,27,STL,24,20.0,14.0,8.0,1.0,49,526.0,477.0,0.907,2.28,3,2.9,1292,12.0,0.6,6.0,106.0,-2.67,0,0.0,0.0,0.0,G
3862,2013,Dan Ellis,32,CAR,19,16.0,6.0,8.0,2.0,52,555.0,503.0,0.906,3.13,1,3.0,997,8.0,0.5,4.0,106.0,-3.12,0,2.0,2.0,0.0,G
3863,2013,Ray Emery,30,CHI,21,19.0,17.0,1.0,0.0,36,460.0,424.0,0.922,1.94,3,3.4,1116,12.0,0.632,1.0,89.0,4.52,0,0.0,0.0,0.0,G
3864,2013,Jhonas Enroth,24,BUF,12,9.0,4.0,4.0,1.0,27,332.0,305.0,0.919,2.6,1,2.3,623,7.0,0.778,1.0,92.0,2.24,0,0.0,0.0,0.0,G
3865,2013,Viktor Fasth,30,ANA,25,23.0,15.0,6.0,2.0,52,661.0,609.0,0.921,2.18,4,4.8,1428,14.0,0.609,3.0,89.0,6.22,0,0.0,0.0,0.0,G
3866,2013,Marc-Andre Fleury,28,PIT,33,31.0,23.0,8.0,0.0,74,881.0,807.0,0.916,2.39,1,5.9,1858,15.0,0.484,5.0,95.0,3.6,0,2.0,2.0,2.0,G
3867,2013,Jeff Frazee,25,NJD,1,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,0.0,0,0.1,19,0.0,,0.0,,,0,0.0,0.0,0.0,G
3868,2013,Mathieu Garon,35,TBL,18,16.0,5.0,9.0,2.0,44,427.0,383.0,0.897,2.9,0,1.9,910,6.0,0.375,4.0,117.0,-6.39,0,0.0,0.0,0.0,G
3869,2013,Jean-Sebastien Giguere,35,COL,18,14.0,5.0,4.0,4.0,43,469.0,426.0,0.908,2.84,0,2.7,908,4.0,0.286,1.0,104.0,-1.69,0,0.0,0.0,4.0,G
3870,2013,Thomas Greiss,27,SJS,6,5.0,1.0,4.0,0.0,13,153.0,140.0,0.915,2.53,1,1.0,308,3.0,0.6,1.0,,,0,0.0,0.0,0.0,G
3871,2013,Philipp Grubauer,21,WSH,2,1.0,0.0,1.0,0.0,5,59.0,54.0,0.915,3.57,0,0.4,84,0.0,0.0,0.0,,,0,0.0,0.0,0.0,G
3872,2013,Jonas Gustavsson,28,DET,7,4.0,2.0,2.0,1.0,17,140.0,123.0,0.879,2.92,0,0.3,349,2.0,0.5,1.0,,,0,1.0,1.0,2.0,G
3873,2013,Matt Hackett,22,MIN,1,1.0,0.0,1.0,0.0,5,33.0,28.0,0.848,5.07,0,0.0,59,0.0,0.0,1.0,,,0,0.0,0.0,0.0,G
3874,2013,Jaroslav Halak,27,STL,16,15.0,6.0,5.0,1.0,29,286.0,257.0,0.899,2.14,3,1.3,813,7.0,0.467,4.0,115.0,-3.81,0,1.0,1.0,0.0,G
3875,2013,Josh Harding,28,MIN,5,3.0,1.0,1.0,0.0,10,73.0,63.0,0.863,3.24,1,0.0,185,1.0,0.333,2.0,,,0,0.0,0.0,0.0,G
3876,2013,Johan Hedberg,39,NJD,19,19.0,6.0,10.0,3.0,51,435.0,384.0,0.883,2.76,1,1.2,1108,9.0,0.474,6.0,133.0,-12.69,0,1.0,1.0,4.0,G
3877,2013,Jonas Hiller,30,ANA,26,25.0,15.0,6.0,4.0,59,675.0,616.0,0.913,2.36,1,4.2,1498,14.0,0.56,2.0,99.0,0.45,0,1.0,1.0,2.0,G
3878,2013,Braden Holtby,23,WSH,36,35.0,23.0,12.0,1.0,90,1123.0,1033.0,0.92,2.58,4,8.0,2089,20.0,0.571,5.0,91.0,8.91,0,2.0,2.0,2.0,G
3879,2013,Jimmy Howard,28,DET,42,42.0,21.0,13.0,7.0,87,1129.0,1042.0,0.923,2.13,5,8.4,2446,26.0,0.619,7.0,87.0,12.44,0,1.0,1.0,0.0,G
3880,2013,Carter Hutton,27,CHI,1,1.0,0.0,1.0,0.0,3,28.0,25.0,0.893,3.06,0,0.1,59,0.0,0.0,0.0,,,0,0.0,0.0,0.0,G
3881,2013,Leland Irving,24,CGY,6,5.0,2.0,1.0,1.0,15,128.0,113.0,0.883,3.33,0,0.3,270,1.0,0.2,2.0,,,0,1.0,1.0,0.0,G
3882,2013,Chad Johnson,26,PHX,4,4.0,2.0,0.0,2.0,5,108.0,103.0,0.954,1.22,1,1.2,247,3.0,0.75,0.0,,,0,0.0,0.0,0.0,G
3883,2013,Nikolai Khabibulin,40,EDM,12,11.0,4.0,6.0,1.0,29,376.0,347.0,0.923,2.55,1,2.8,684,6.0,0.545,1.0,88.0,4.12,0,0.0,0.0,0.0,G
3884,2013,Anton Khudobin,26,BOS,14,14.0,9.0,4.0,1.0,31,388.0,357.0,0.92,2.32,1,2.8,803,8.0,0.571,3.0,91.0,3.17,0,0.0,0.0,4.0,G
3885,2013,Keith Kinkaid,23,NJD,1,0.0,0.0,0.0,0.0,1,13.0,12.0,0.923,2.33,0,0.1,26,0.0,,0.0,,,0,0.0,0.0,0.0,G
3886,2013,Miikka Kiprusoff,36,CGY,24,24.0,8.0,14.0,2.0,77,650.0,573.0,0.882,3.44,0,1.6,1344,10.0,0.417,9.0,134.0,-19.75,0,1.0,1.0,0.0,G
3887,2013,Darcy Kuemper,22,MIN,6,3.0,1.0,2.0,0.0,10,119.0,109.0,0.916,2.08,0,0.8,288,2.0,0.667,0.0,,,0,0.0,0.0,0.0,G
3888,2013,Jason LaBarbera,33,PHX,15,10.0,4.0,6.0,2.0,32,418.0,386.0,0.923,2.64,0,3.1,726,5.0,0.5,0.0,87.0,4.82,0,0.0,0.0,0.0,G
3889,2013,Robin Lehner,21,OTT,12,12.0,5.0,3.0,4.0,27,424.0,397.0,0.936,2.2,0,3.8,735,10.0,0.833,0.0,72.0,10.34,0,0.0,0.0,0.0,G
3890,2013,Kari Lehtonen,29,DAL,36,35.0,15.0,14.0,3.0,88,1050.0,962.0,0.916,2.66,1,7.0,1986,21.0,0.6,5.0,95.0,4.48,0,2.0,2.0,0.0,G
3891,2013,Michael Leighton,31,PHI,1,1.0,0.0,1.0,0.0,5,26.0,21.0,0.808,5.07,0,-0.2,59,0.0,0.0,1.0,,,0,0.0,0.0,0.0,G
3892,2013,Anders Lindback,24,TBL,24,21.0,10.0,10.0,1.0,63,642.0,579.0,0.902,2.9,0,3.2,1304,11.0,0.524,3.0,111.0,-6.45,0,1.0,1.0,0.0,G
3893,2013,Henrik Lundqvist,30,NYR,43,43.0,24.0,16.0,3.0,88,1190.0,1102.0,0.926,2.05,2,9.3,2575,29.0,0.674,1.0,84.0,16.81,0,1.0,1.0,0.0,G
3894,2013,Roberto Luongo,33,VAN,20,18.0,9.0,6.0,3.0,51,551.0,500.0,0.907,2.56,2,3.1,1197,11.0,0.611,3.0,105.0,-2.47,0,0.0,0.0,0.0,G
3895,2013,Joey MacDonald,32,CGY,21,17.0,8.0,9.0,1.0,55,562.0,507.0,0.902,2.87,0,2.8,1148,7.0,0.412,3.0,111.0,-5.5,0,0.0,0.0,0.0,G
3896,2013,Jacob Markstrom,23,FLA,23,23.0,8.0,14.0,1.0,68,685.0,617.0,0.901,3.22,0,3.3,1266,9.0,0.391,6.0,113.0,-7.67,0,0.0,0.0,0.0,G
3897,2013,Chris Mason,36,NSH,11,6.0,1.0,7.0,1.0,29,229.0,200.0,0.873,3.73,0,0.4,467,3.0,0.5,2.0,144.0,-8.83,0,0.0,0.0,0.0,G
3898,2013,Steve Mason,24,CBJ,13,11.0,3.0,6.0,1.0,35,346.0,311.0,0.899,2.95,0,1.6,712,3.0,0.273,1.0,115.0,-4.53,0,0.0,0.0,0.0,G
3899,2013,Steve Mason,24,PHI,7,6.0,4.0,2.0,0.0,12,215.0,203.0,0.944,1.9,0,2.2,378,4.0,0.667,0.0,63.0,6.94,0,1.0,1.0,0.0,G
3900,2013,Ryan Miller,32,BUF,40,39.0,17.0,17.0,5.0,108,1270.0,1162.0,0.915,2.81,0,8.3,2302,21.0,0.538,4.0,97.0,3.86,0,0.0,0.0,2.0,G
3901,2013,Al Montoya,27,WPG,7,5.0,3.0,1.0,0.0,17,168.0,151.0,0.899,2.9,1,0.8,351,2.0,0.4,2.0,,,0,0.0,0.0,0.0,G
3902,2013,Petr Mrazek,20,DET,2,2.0,1.0,1.0,0.0,4,51.0,47.0,0.922,2.01,0,0.4,119,1.0,0.5,0.0,,,0,0.0,0.0,0.0,G
3903,2013,Evgeni Nabokov,37,NYI,41,41.0,23.0,11.0,7.0,103,1139.0,1036.0,0.91,2.5,3,6.7,2475,20.0,0.488,5.0,103.0,-2.68,0,4.0,4.0,6.0,G
3904,2013,Michal Neuvirth,24,WSH,13,12.0,4.0,5.0,2.0,33,367.0,334.0,0.91,2.74,0,2.2,723,7.0,0.583,2.0,102.0,-0.68,0,0.0,0.0,0.0,G
3905,2013,Antti Niemi,29,SJS,43,43.0,24.0,12.0,6.0,93,1220.0,1127.0,0.924,2.16,4,9.2,2581,29.0,0.674,3.0,87.0,14.45,0,1.0,1.0,2.0,G
3906,2013,Cristopher Nilstorp,28,DAL,5,5.0,1.0,3.0,1.0,15,146.0,131.0,0.897,3.09,0,0.6,291,2.0,0.4,2.0,,,0,0.0,0.0,0.0,G
3907,2013,Ondrej Pavelec,25,WPG,44,43.0,21.0,20.0,3.0,119,1251.0,1132.0,0.905,2.8,0,6.6,2553,19.0,0.442,8.0,108.0,-8.82,0,0.0,0.0,2.0,G
3908,2013,Justin Peters,26,CAR,19,16.0,4.0,11.0,1.0,55,506.0,451.0,0.891,3.46,1,1.9,954,6.0,0.375,3.0,123.0,-10.43,0,0.0,0.0,0.0,G
3909,2013,Kevin Poulin,22,NYI,5,4.0,1.0,3.0,0.0,13,122.0,109.0,0.893,3.03,0,0.5,258,2.0,0.5,1.0,,,0,0.0,0.0,0.0,G
3910,2013,Carey Price,25,MTL,39,38.0,21.0,13.0,4.0,97,1018.0,921.0,0.905,2.59,3,5.4,2249,21.0,0.553,8.0,108.0,-7.34,0,0.0,0.0,0.0,G
3911,2013,Jonathan Quick,27,LAK,37,36.0,18.0,13.0,4.0,87,889.0,802.0,0.902,2.45,1,4.4,2134,20.0,0.556,9.0,111.0,-8.7,0,0.0,0.0,2.0,G
3912,2013,Tuukka Rask,25,BOS,36,34.0,19.0,10.0,5.0,70,980.0,910.0,0.929,2.0,5,8.0,2104,25.0,0.735,4.0,81.0,16.32,0,1.0,1.0,0.0,G
3913,2013,James Reimer,24,TOR,33,31.0,19.0,8.0,5.0,76,995.0,919.0,0.924,2.46,4,7.5,1856,17.0,0.548,2.0,87.0,11.64,0,1.0,1.0,0.0,G
3914,2013,Pekka Rinne,30,NSH,43,42.0,15.0,16.0,8.0,99,1101.0,1002.0,0.91,2.43,5,6.5,2444,22.0,0.524,10.0,102.0,-2.03,0,1.0,1.0,8.0,G
3915,2013,Jussi Rynnas,25,TOR,1,0.0,0.0,0.0,0.0,0,6.0,6.0,1.0,0.0,0,0.1,10,0.0,,0.0,,,0,0.0,0.0,0.0,G
3916,2013,Cory Schneider,26,VAN,30,30.0,17.0,9.0,4.0,61,835.0,774.0,0.927,2.11,5,6.6,1733,21.0,0.7,4.0,83.0,12.54,0,1.0,1.0,0.0,G
3917,2013,Ben Scrivens,26,TOR,20,17.0,7.0,9.0,0.0,46,542.0,496.0,0.915,2.69,2,3.5,1025,10.0,0.588,3.0,96.0,1.74,0,0.0,0.0,6.0,G
3918,2013,Mike Smith,30,PHX,34,34.0,15.0,12.0,5.0,84,938.0,854.0,0.91,2.58,5,5.6,1956,17.0,0.5,7.0,102.0,-1.38,0,0.0,0.0,0.0,G
3919,2013,Alex Stalock,25,SJS,2,0.0,0.0,0.0,1.0,2,13.0,11.0,0.846,2.87,0,0.0,42,0.0,,0.0,,,0,0.0,0.0,0.0,G
3920,2013,Daniel Taylor,26,CGY,2,2.0,1.0,1.0,0.0,6,68.0,62.0,0.912,3.0,0,0.4,120,1.0,0.5,0.0,,,0,0.0,0.0,0.0,G
3921,2013,Jose Theodore,36,FLA,15,14.0,4.0,6.0,3.0,42,391.0,349.0,0.893,3.29,0,1.5,766,5.0,0.357,5.0,122.0,-7.56,0,0.0,0.0,2.0,G
3922,2013,Semyon Varlamov,24,COL,35,33.0,11.0,21.0,3.0,98,1007.0,909.0,0.903,3.02,3,5.1,1950,12.0,0.364,7.0,110.0,-9.31,0,1.0,1.0,0.0,G
3923,2013,Tomas Vokoun,36,PIT,20,17.0,13.0,4.0,0.0,42,519.0,477.0,0.919,2.45,3,3.6,1029,9.0,0.529,5.0,92.0,3.71,0,2.0,2.0,2.0,G
3924,2013,Cam Ward,28,CAR,17,16.0,9.0,6.0,1.0,44,477.0,433.0,0.908,2.84,0,2.7,929,8.0,0.5,3.0,105.0,-1.99,0,0.0,0.0,0.0,G
3925,2014,Sami Aittokallio,21,COL,1,1.0,0.0,1.0,0.0,3,18.0,15.0,0.833,4.5,0,-0.1,40,0.0,0.0,1.0,,,0,0.0,0.0,0.0,G
3926,2014,Frederik Andersen,24,ANA,28,24.0,20.0,5.0,0.0,60,783.0,723.0,0.923,2.29,0,5.6,1569,12.0,0.5,0.0,89.0,7.47,0,1.0,1.0,0.0,G
3927,2014,Craig Anderson,32,OTT,53,52.0,25.0,16.0,8.0,150,1680.0,1530.0,0.911,3.0,4,9.5,3000,26.0,0.5,10.0,104.0,-5.24,0,1.0,1.0,2.0,G
3928,2014,Richard Bachman,26,EDM,3,3.0,0.0,2.0,1.0,7,83.0,76.0,0.916,3.03,0,0.5,139,1.0,0.333,2.0,,,0,0.0,0.0,0.0,G
3929,2014,Niklas Backstrom,35,MIN,21,19.0,5.0,11.0,2.0,55,546.0,491.0,0.899,3.02,0,2.3,1094,9.0,0.474,3.0,117.0,-7.95,0,0.0,0.0,0.0,G
3930,2014,Jonathan Bernier,25,TOR,55,49.0,26.0,19.0,7.0,139,1788.0,1649.0,0.922,2.7,1,12.6,3084,30.0,0.612,5.0,90.0,15.07,0,1.0,1.0,4.0,G
3931,2014,Reto Berra,27,CGY,29,27.0,9.0,17.0,2.0,81,788.0,707.0,0.897,2.95,0,3.2,1648,14.0,0.519,5.0,119.0,-13.1,0,0.0,0.0,2.0,G
3932,2014,Reto Berra,27,COL,2,2.0,0.0,1.0,1.0,7,32.0,25.0,0.781,5.85,0,-0.3,72,0.0,0.0,2.0,,,0,0.0,0.0,0.0,G
3933,2014,Martin Biron,36,NYR,2,1.0,0.0,1.0,0.0,9,38.0,29.0,0.763,7.65,0,-0.5,71,0.0,0.0,1.0,,,0,0.0,0.0,0.0,G
3934,2014,Ben Bishop,27,TBL,63,63.0,37.0,14.0,7.0,133,1758.0,1625.0,0.924,2.23,5,12.9,3586,38.0,0.603,8.0,88.0,18.48,0,2.0,2.0,4.0,G
3935,2014,Sergei Bobrovsky,25,CBJ,58,57.0,32.0,20.0,5.0,131,1699.0,1568.0,0.923,2.38,5,12.1,3299,35.0,0.614,5.0,89.0,15.4,0,1.0,1.0,2.0,G
3936,2014,Martin Brodeur,41,NJD,39,39.0,19.0,14.0,6.0,96,971.0,875.0,0.901,2.51,3,4.4,2297,18.0,0.462,8.0,115.0,-12.33,0,3.0,3.0,2.0,G
3937,2014,Ilya Bryzgalov,33,EDM,20,19.0,5.0,8.0,5.0,57,622.0,565.0,0.908,3.01,1,3.4,1135,10.0,0.526,2.0,106.0,-3.4,0,0.0,0.0,0.0,G
3938,2014,Ilya Bryzgalov,33,MIN,12,11.0,7.0,1.0,3.0,24,269.0,245.0,0.911,2.12,3,1.5,679,6.0,0.545,2.0,,,0,0.0,0.0,0.0,G
3939,2014,Peter Budaj,31,MTL,24,21.0,10.0,8.0,3.0,56,615.0,559.0,0.909,2.51,1,3.4,1338,9.0,0.429,3.0,106.0,-3.01,0,0.0,0.0,6.0,G
3940,2014,Jack Campbell,22,DAL,1,1.0,0.0,1.0,0.0,6,47.0,41.0,0.872,6.0,0,0.0,60,0.0,0.0,0.0,,,0,0.0,0.0,0.0,G
3941,2014,Scott Clemmensen,36,FLA,17,14.0,6.0,7.0,1.0,47,454.0,407.0,0.896,3.08,0,1.8,914,6.0,0.429,3.0,120.0,-7.88,0,1.0,1.0,0.0,G
