SEASON,PLAYER_ID,PLAYER_NAME,AGE,TM,LG,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
1980,dionmi01,Michel Dion,25,QUE,NHL,50,,15,25,6,171,1520,1349,0.888,3.71,2,6.6,2765,,,,96,7.6,0,0,0,8
1980,drydeda01,Dave Dryden,38,EDM,NHL,14,,2,7,3,53,351,298,0.849,4.29,0,1.2,741,,,,129,-11.76,0,0,0,0
1980,dupuibo01,Bob Dupuis,27,EDM,NHL,1,,0,1,0,4,35,31,0.886,4.05,0,0.1,59,,,,,,0,0,0,0
1980,edwardo01,Don Edwards,24,BUF,NHL,49,,27,9,12,125,1167,1042,0.893,2.57,2,11.5,2915,,,,91,12.13,0,1,1,8
1980,edwarga01,Gary Edwards,32,MNS,NHL,26,,9,7,10,82,668,586,0.877,3.2,0,4.7,1536,,,,104,-3.51,0,0,0,0
1980,esposto01,Tony Esposito,36,CBH,NHL,69,,31,22,16,205,2109,1904,0.903,2.98,6,14,4131,,,,83,42.81,0,1,1,2
1980,garrejo01,John Garrett,28,HAR,NHL,52,,16,24,11,202,1502,1300,0.866,3.99,0,6.1,3040,,,,114,-25.51,0,2,2,12
1980,gilbegi01,Gilles Gilbert,30,BOS,NHL,33,,20,9,3,88,805,717,0.891,2.73,1,7.2,1931,,,,93,6.59,0,1,1,10
1980,graharo02,Ron Grahame,29,LAK,NHL,26,,9,11,4,98,782,684,0.875,4.18,2,2.5,1406,,,,107,-6.11,0,1,1,2
1980,grantdo01,Doug Grant,31,STL,NHL,1,,0,0,0,1,13,12,0.923,1.95,0,0.1,31,,,,,,0,0,0,0
1980,hamelpi01,Pierre Hamel,27,WIN,NHL,35,,9,19,3,130,1055,925,0.877,4.02,0,3.8,1939,,,,105,-6.03,0,2,2,10
1980,hanlogl01,Glen Hanlon,22,VAN,NHL,57,,17,29,10,193,1644,1451,0.883,3.48,0,9,3331,,,,100,0.17,0,1,1,43
1980,harripa01,Paul Harrison,24,TOR,NHL,30,,9,17,2,110,852,742,0.871,4.45,0,2.1,1485,,,,110,-9.89,0,1,1,4
1980,herrode01,Denis Herron,27,MTL,NHL,34,,25,3,3,80,858,778,0.907,2.52,0,7.6,1908,,,,79,20.82,0,0,0,0
1980,hogosgo01,Goran Hogosta,25,QUE,NHL,21,,5,12,3,83,636,553,0.869,4.18,1,2.1,1193,,,,111,-8.27,0,0,0,0
1980,hollaro01,Rob Holland,22,PIT,NHL,34,,10,17,6,126,927,801,0.864,3.84,1,4.4,1969,,,,116,-17.08,0,0,0,2
1980,innesga01,Gary Inness,30,WSH,NHL,14,,2,9,2,44,348,304,0.874,3.64,0,1.8,724,,,,108,-3.11,0,0,0,2
1980,janasst01,Steve Janaszak,23,MNS,NHL,1,,0,0,1,2,28,26,0.929,2,0,0.3,60,,,,,,0,0,0,0
1980,keansdo01,Doug Keans,22,LAK,NHL,10,,3,3,3,23,247,224,0.907,2.48,0,2.3,556,,,,,,0,0,0,0
1980,larocmi01,Michel Larocque,27,MTL,NHL,39,,17,13,8,125,1042,917,0.88,3.33,3,6.6,2255,,,,102,-2.56,0,2,2,4
1980,lemelre01,Reggie Lemelin,25,ATF,NHL,3,,0,2,0,15,74,59,0.797,6,0,-0.1,150,,,,,,0,0,0,0
1980,lessama01,Mario Lessard,25,LAK,NHL,50,,18,22,7,185,1420,1235,0.87,3.93,0,5.9,2825,,,,111,-18.15,0,0,0,6
1980,levasje01,Jean-Louis Levasseur,30,MNS,NHL,1,,0,1,0,7,36,29,0.806,7,0,-0.1,60,,,,,,0,0,0,0
1980,liutmi01,Mike Liut,24,STL,NHL,64,,32,23,9,194,1854,1660,0.895,3.18,2,11.4,3658,,,,89,23.85,0,0,0,2
1980,lowro01,Ron Low,29,QUE,NHL,15,,5,7,2,51,441,390,0.884,3.71,0,2,826,,,,98,0.82,0,,,
1980,lowro01,Ron Low,29,EDM,NHL,11,,8,2,1,37,359,322,0.897,3.42,0,1.8,650,,,,88,5.18,0,,,
1980,mattsma01,Markus Mattsson,22,WIN,NHL,21,,5,11,4,65,576,511,0.887,3.26,2,3.6,1196,,,,96,2.68,0,0,0,2
1980,mckenbi01,Bill McKenzie,30,CLR,NHL,26,,9,12,3,78,606,528,0.871,3.49,1,3.6,1340,,,,110,-6.79,0,0,0,2
1980,melocgi01,Gilles Meloche,29,MNS,NHL,54,,27,20,5,160,1556,1396,0.897,3.06,1,10.2,3134,,,,88,22.83,0,1,1,4
1980,middlli01,Lindsay Middlebrook,24,WIN,NHL,10,,2,8,0,40,324,284,0.877,4.15,0,1,578,,,,105,-1.93,0,0,0,0
1980,millegr01,Greg Millen,22,PIT,NHL,44,,18,18,7,157,1321,1164,0.881,3.65,2,6.4,2581,,,,101,-1.78,0,3,3,14
1980,mioed01,Eddie Mio,26,EDM,NHL,34,,9,13,5,120,907,787,0.868,4.22,1,2.9,1706,,,,113,-13.43,0,1,1,4
1980,myreph01,Phil Myre,31,PHI,NHL,41,,18,7,15,141,1127,986,0.875,3.58,0,6.1,2363,,,,106,-8.57,0,0,0,37
1980,olescbi01,Bill Oleschuk,24,CLR,NHL,12,,1,6,2,39,276,237,0.859,4.21,0,1,556,,,,,,0,0,0,4
1980,palmami01,Mike Palmateer,26,TOR,NHL,38,,16,14,3,125,988,863,0.873,3.69,2,4.9,2033,,,,108,-8.91,0,3,3,6
1980,peetepe01,Pete Peeters,22,PHI,NHL,40,,29,5,5,108,1061,953,0.898,2.73,1,8.8,2370,,,,87,16.67,0,0,0,28
1980,plassmi01,Michel Plasse,31,CLR,NHL,6,,0,3,2,26,162,136,0.84,4.77,0,0.3,327,,,,,,0,0,0,0
1980,reschgl01,Glenn Resch,31,NYI,NHL,45,,23,14,6,132,1334,1202,0.901,3.05,3,8.5,2599,,,,84,24.75,0,3,3,4
1980,riccini01,Nick Ricci,20,PIT,NHL,4,,2,2,0,14,137,123,0.898,3.51,0,0.6,239,,,,,,0,0,0,0
1980,ridlecu01,Curt Ridley,28,VAN,NHL,10,,2,6,2,39,289,250,0.865,3.93,0,1.2,595,,,,,,0,,,
1980,ridlecu01,Curt Ridley,28,TOR,NHL,3,,0,1,0,8,73,65,0.89,4.38,0,0.2,109,,,,,,0,,,
1980,riggipa01,Pat Riggin,20,ATF,NHL,25,,11,9,2,73,686,613,0.894,3.21,2,4.2,1365,,,,91,7.61,0,0,0,0
1980,rutheji01,Jim Rutherford,30,DET,NHL,23,,6,13,3,92,631,539,0.854,4.18,1,2.3,1321,,,,124,-17.86,0,0,0,24
1980,sauvebo01,Bob Sauve,24,BUF,NHL,32,,20,8,4,74,751,677,0.901,2.36,4,7.9,1878,,,,84,14.24,0,4,4,2
1980,sevigri01,Richard Sevigny,22,MTL,NHL,11,,5,4,2,31,312,281,0.901,2.95,0,2.2,631,,,,,,0,0,0,4
1980,smithal03,Al Smith,34,HAR,NHL,30,,11,10,8,107,862,755,0.876,3.67,2,4.3,1748,,,,106,-5.71,0,1,1,10
1980,smithbi01,Billy Smith,29,NYI,NHL,38,,15,14,7,104,1022,918,0.898,2.96,2,7.2,2109,,,,87,16.09,1,0,1,39
1980,smithga01,Gary Smith,35,WIN,NHL,20,,4,11,4,73,574,501,0.873,4.09,0,2,1070,,,,108,-5.55,0,0,0,25
1980,soetado01,Doug Soetaert,24,NYR,NHL,8,,5,2,0,33,214,181,0.846,4.57,0,0.5,434,,,,,,0,0,0,0
1980,stcrori01,Rick St. Croix,25,PHI,NHL,1,,1,0,0,2,25,23,0.92,2,0,0.3,60,,,,,,0,0,0,0
1980,stanied01,Ed Staniowski,24,STL,NHL,22,,2,11,3,80,577,497,0.861,4.34,0,1.7,1106,,,,118,-12.2,0,0,0,2
1980,stephwa01,Wayne Stephenson,35,WSH,NHL,56,,18,24,10,187,1554,1367,0.88,3.58,0,8.1,3138,,,,102,-4.4,0,1,1,20
1980,stewaji01,Jim Stewart,22,BOS,NHL,1,,0,1,0,5,9,4,0.444,15,0,-0.3,20,,,,,,0,0,0,0
1980,thomawa01,Wayne Thomas,32,NYR,NHL,12,,4,7,0,44,347,303,0.873,3.98,0,1.3,664,,,,108,-3.23,0,0,0,0
1980,trembvi01,Vincent Tremblay,20,TOR,NHL,10,,2,1,0,28,197,169,0.858,5.13,0,0.1,327,,,,,,0,0,0,0
1980,vachoro01,Rogie Vachon,34,DET,NHL,59,,20,30,8,209,1642,1433,0.873,3.62,4,8.7,3464,,,,108,-16.06,0,3,3,2
1980,veisomi01,Mike Veisor,27,CBH,NHL,11,,3,5,3,36,373,337,0.903,3.28,0,2,658,,,,82,7.83,0,0,0,0
1981,astroha01,Hardy Astrom,29,CLR,NHL,30,,6,15,6,103,787,684,0.869,3.77,0,4.5,1639,,,,106,-5.53,0,1,1,2
1981,bakerst01,Steve Baker,23,NYR,NHL,21,,10,6,5,73,609,536,0.88,3.49,2,3.9,1256,,,,97,2.42,0,0,0,5
1981,bannemu01,Murray Bannerman,23,CBH,NHL,15,,2,10,2,62,461,399,0.866,4.31,0,1.8,862,,,,109,-4.91,0,0,0,0
1981,baronma01,Marco Baron,21,BOS,NHL,10,,3,4,1,24,205,181,0.883,2.85,0,2,505,,,,,,0,0,0,7
1981,beaupdo01,Don Beaupre,19,MNS,NHL,44,,18,14,11,138,1309,1171,0.895,3.21,0,8.9,2580,,,,85,24.12,0,1,1,20
1981,bouchda01,Dan Bouchard,30,QUE,NHL,29,,19,5,5,92,880,788,0.895,3.18,2,6,1738,,,,84,16.99,0,,,
1981,bouchda01,Dan Bouchard,30,CGY,NHL,14,,4,5,3,51,438,387,0.884,4.04,0,1.8,757,,,,94,3.25,0,,,
1981,boutiro01,Rollie Boutin,23,WSH,NHL,2,,0,2,0,11,75,64,0.853,5.51,0,0.1,120,,,,,,0,0,0,0
1981,broderi01,Richard Brodeur,28,VAN,NHL,52,,17,18,16,177,1527,1350,0.884,3.52,0,9.2,3016,,,,94,12.12,0,0,0,0
1981,bromlga01,Gary Bromley,31,VAN,NHL,20,,6,6,4,62,466,404,0.867,3.81,0,2.6,977,,,,107,-4.29,0,1,1,0
1981,craigji01,Jim Craig,23,BOS,NHL,23,,9,7,6,78,562,484,0.861,3.68,0,3.6,1270,,,,112,-8.4,0,1,1,11
1981,crhaji01,Jiri Crha,30,TOR,NHL,54,,20,20,11,211,1684,1473,0.875,4.08,0,7.3,3105,,,,101,-2.44,0,1,1,8
1981,davidjo01,John Davidson,27,NYR,NHL,10,,1,7,1,48,285,237,0.832,5.17,0,0.6,557,,,,,,0,1,1,2
1981,dionmi01,Michel Dion,26,WIN,NHL,14,,3,6,3,61,447,386,0.864,4.84,0,1.1,756,,,,110,-5.64,0,,,
1981,dionmi01,Michel Dion,26,QUE,NHL,12,,0,8,3,61,351,290,0.826,5.34,0,0.5,686,,,,140,-17.53,0,,,
1981,edwardo01,Don Edwards,25,BUF,NHL,45,,23,10,12,133,1303,1170,0.898,2.96,3,10.1,2696,,,,82,28.37,0,2,2,0
1981,edwarga01,Gary Edwards,33,EDM,NHL,15,,5,3,4,44,327,283,0.865,3.63,0,2.1,728,,,,109,-3.5,0,2,2,0
1981,esposto01,Tony Esposito,37,CBH,NHL,66,,29,23,14,246,2239,1993,0.89,3.76,0,10.8,3926,,,,89,31.3,0,3,3,0
1981,garrejo01,John Garrett,29,HAR,NHL,54,,15,27,12,241,1876,1635,0.872,4.6,0,5.4,3144,,,,104,-8.66,0,1,1,2
1981,gilbegi01,Gilles Gilbert,31,DET,NHL,48,,11,24,9,175,1306,1131,0.866,4.02,0,6.3,2611,,,,108,-13.25,0,1,1,12
1981,graharo02,Ron Grahame,30,QUE,NHL,8,,1,5,1,40,238,198,0.832,5.49,0,0.3,437,,,,,,0,,,
1981,graharo02,Ron Grahame,30,LAK,NHL,6,,3,2,1,28,198,170,0.859,4.67,0,0.6,360,,,,,,0,,,
1981,hamelpi01,Pierre Hamel,28,WIN,NHL,29,,3,20,4,128,924,796,0.861,4.74,0,2.5,1620,,,,112,-13.56,0,1,1,4
1981,hanlogl01,Glen Hanlon,23,VAN,NHL,16,,5,8,0,59,411,352,0.856,4.44,1,1.5,797,,,,116,-8.1,0,1,1,10
1981,heinzri01,Rick Heinz,25,STL,NHL,4,,2,1,1,8,103,95,0.922,2.19,0,1,219,,,,,,0,1,1,0
1981,herrode01,Denis Herron,28,MTL,NHL,25,,6,9,6,67,550,483,0.878,3.52,1,3.5,1142,,,,98,1.12,0,2,2,0
1981,hollake01,Ken Holland,25,HAR,NHL,1,,0,1,0,7,46,39,0.848,7,0,-0.1,60,,,,,,0,0,0,0
1981,hollaro01,Rob Holland,23,PIT,NHL,10,,1,5,3,45,300,255,0.85,5.01,0,0.6,539,,,,,,0,0,0,0
1981,innesga01,Gary Inness,31,WSH,NHL,3,,0,1,2,9,108,99,0.917,3.02,0,0.7,179,,,,,,0,0,0,0
1981,jenseal01,Al Jensen,22,DET,NHL,1,,0,1,0,7,30,23,0.767,7,0,-0.1,60,,,,,,0,0,0,0
1981,kaareja01,Jari Kaarela,22,CLR,NHL,5,,2,2,0,22,115,93,0.809,6,0,0,220,,,,,,0,0,0,2
1981,keansdo01,Doug Keans,23,LAK,NHL,9,,2,3,1,37,227,190,0.837,4.89,0,0.6,454,,,,,,0,0,0,7
1981,larocmi01,Michel Larocque,28,MTL,NHL,28,,16,9,3,82,683,601,0.88,3.04,1,5.9,1619,,,,97,2.59,0,,,
1981,larocmi01,Michel Larocque,28,TOR,NHL,8,,3,3,2,40,274,234,0.854,5.22,0,0.4,460,,,,,,0,,,
1981,legricl01,Claude Legris,24,DET,NHL,3,,0,1,0,4,34,30,0.882,3.79,0,0.2,63,,,,,,0,0,0,0
1981,lemelre01,Reggie Lemelin,26,CGY,NHL,29,,14,6,7,88,891,803,0.901,3.24,2,5.5,1629,,,,80,22.35,0,1,1,2
1981,lessama01,Mario Lessard,26,LAK,NHL,64,,35,18,11,203,1895,1692,0.893,3.26,2,12.6,3736,,,,86,31.69,0,1,1,8
1981,liutmi01,Mike Liut,25,STL,NHL,61,,33,14,13,199,1877,1678,0.894,3.35,1,11.6,3565,,,,86,33.46,0,0,0,0
1981,loprepe01,Pete LoPresti,26,EDM,NHL,2,,0,1,0,8,45,37,0.822,4.61,0,0.2,104,,,,,,0,0,0,0
1981,loustro01,Ron Loustel,18,WIN,NHL,1,,0,1,0,10,51,41,0.804,10,0,-0.3,60,,,,,,0,0,0,0
1981,lowro01,Ron Low,30,EDM,NHL,24,,5,13,3,93,647,554,0.856,4.44,0,2.4,1258,,,,116,-12.87,0,3,3,0
1981,lozinla01,Larry Lozinski,22,DET,NHL,30,,6,11,7,104,734,630,0.858,4.29,0,3,1454,,,,114,-13.1,0,1,1,0
1981,mattsma01,Markus Mattsson,23,WIN,NHL,31,,3,21,4,128,957,829,0.866,4.52,1,3.1,1699,,,,108,-9.48,0,1,1,2
1981,melanro01,Roland Melanson,20,NYI,NHL,11,,8,1,1,32,304,272,0.895,3.1,0,2.2,620,,,,,,0,0,0,4
1981,melocgi01,Gilles Meloche,30,MNS,NHL,38,,17,14,6,120,1076,956,0.888,3.26,2,7.5,2211,,,,90,13.26,0,0,0,2
1981,middlli01,Lindsay Middlebrook,25,WIN,NHL,14,,0,9,3,65,405,340,0.84,5.99,0,0,652,,,,130,-14.84,0,0,0,0
1981,millegr01,Greg Millen,23,PIT,NHL,63,,25,27,10,258,1895,1637,0.864,4.17,0,8.3,3710,,,,110,-23.31,0,2,2,6
1981,mioed01,Eddie Mio,27,EDM,NHL,43,,16,15,9,155,1165,1010,0.867,3.9,0,6.2,2387,,,,107,-10.72,0,5,5,6
1981,moogan01,Andy Moog,20,EDM,NHL,7,,3,3,0,20,170,150,0.882,3.82,0,0.8,314,,,,,,0,1,1,0
1981,myreph01,Phil Myre,32,PHI,NHL,16,,6,5,4,61,450,389,0.864,4.08,0,2.1,898,,,,109,-5.27,0,,,
1981,myreph01,Phil Myre,32,CLR,NHL,10,,3,6,1,33,284,251,0.884,3.44,0,1.8,575,,,,,,0,,,
1981,pageapa01,Paul Pageau,21,LAK,NHL,1,,0,1,0,8,34,26,0.765,8,0,-0.2,60,,,,,,0,0,0,0
1981,palmami01,Mike Palmateer,27,WSH,NHL,49,,18,19,9,172,1406,1234,0.878,3.86,2,7,2674,,,,99,2.13,0,8,8,17
1981,parroda01,Dave Parro,23,WSH,NHL,18,,4,7,2,49,439,390,0.888,3.64,1,2.3,808,,,,90,5.37,0,1,1,2
1981,peetepe01,Pete Peeters,23,PHI,NHL,40,,22,12,5,115,1115,1000,0.897,2.97,2,8.7,2324,,,,83,23.09,0,1,1,8
1981,plassmi01,Michel Plasse,32,QUE,NHL,33,,10,14,9,118,949,831,0.876,3.66,0,5.5,1932,,,,100,-0.47,0,1,1,0
1981,reschgl01,Glenn Resch,32,NYI,NHL,32,,18,7,5,93,879,786,0.894,3.08,3,6.5,1814,,,,85,15.86,0,,,
1981,reschgl01,Glenn Resch,32,CLR,NHL,8,,2,4,2,28,228,200,0.877,3.77,0,1.2,446,,,,,,0,,,
1981,riccini01,Nick Ricci,21,PIT,NHL,9,,4,5,0,35,251,216,0.861,3.92,0,1.4,536,,,,,,0,0,0,2
1981,ridlecu01,Curt Ridley,29,TOR,NHL,3,,1,1,0,12,73,61,0.836,5.8,0,0,124,,,,,,0,0,0,2
1981,riggipa01,Pat Riggin,21,CGY,NHL,42,,21,16,4,154,1319,1165,0.883,3.84,0,6.4,2406,,,,94,9.36,0,1,1,7
1981,rutheji01,Jim Rutherford,31,TOR,NHL,18,,4,10,2,81,550,469,0.853,5.07,0,1.1,959,,,,119,-12.88,0,,,
1981,rutheji01,Jim Rutherford,31,DET,NHL,10,,2,6,2,43,286,243,0.85,4.3,0,1.2,600,,,,,,0,,,
1981,rutheji01,Jim Rutherford,31,LAK,NHL,3,,3,0,0,10,96,86,0.896,3.33,0,0.6,180,,,,,,0,,,
1981,sauvebo01,Bob Sauve,25,BUF,NHL,35,,16,10,9,111,926,815,0.88,3.18,2,7.3,2098,,,,97,3.68,0,1,1,0
1981,sevigri01,Richard Sevigny,23,MTL,NHL,33,,20,4,3,71,768,697,0.908,2.4,2,7.9,1776,,,,75,24.12,0,0,0,30
1981,smithal03,Al Smith,35,CLR,NHL,36,,9,18,4,151,913,762,0.835,4.76,0,2.9,1902,,,,134,-37.93,0,2,2,51
1981,smithbi01,Billy Smith,30,NYI,NHL,41,,22,10,8,129,1229,1100,0.895,3.28,2,7.9,2359,,,,85,23.21,0,0,0,33
1981,soetado01,Doug Soetaert,25,NYR,NHL,39,,16,16,7,152,1041,889,0.854,3.94,0,5.9,2317,,,,118,-23.07,0,0,0,2
1981,stcrori01,Rick St. Croix,26,PHI,NHL,27,,13,7,6,65,746,681,0.913,2.5,2,6.8,1563,,,,70,27.39,0,1,1,0
1981,stanied01,Ed Staniowski,25,STL,NHL,19,,10,3,3,72,558,486,0.871,4.28,0,2.1,1010,,,,104,-2.89,0,2,2,0
1981,stephwa01,Wayne Stephenson,36,WSH,NHL,20,,4,7,5,66,491,425,0.866,3.92,1,2.6,1009,,,,109,-5.19,0,0,0,4
1981,thomawa01,Wayne Thomas,33,NYR,NHL,10,,3,6,1,34,257,223,0.868,3.42,0,1.9,597,,,,,,0,2,2,2
1981,trembvi01,Vincent Tremblay,21,TOR,NHL,3,,0,3,0,16,96,80,0.833,6.69,0,-0.1,143,,,,,,0,0,0,0
1981,vachoro01,Rogie Vachon,35,BOS,NHL,53,,25,19,6,168,1218,1050,0.862,3.34,1,9.8,3014,,,,111,-17.15,0,1,1,6
1981,veisomi01,Mike Veisor,28,HAR,NHL,29,,6,13,6,118,903,785,0.869,4.48,1,2.9,1579,,,,106,-6.16,0,0,0,0
1981,wamslri01,Rick Wamsley,21,MTL,NHL,5,,3,0,1,8,110,102,0.927,1.91,1,1.3,252,,,,,,0,0,0,0
1981,weeksst01,Steve Weeks,22,NYR,NHL,1,,0,1,0,2,22,20,0.909,2.04,0,0.3,59,,,,,,0,0,0,0
1982,bakerst01,Steve Baker,24,NYR,NHL,6,,1,5,0,33,161,128,0.795,6.03,0,0.1,328,,,,,,0,0,0,0
1982,bannemu01,Murray Bannerman,24,CBH,NHL,29,,11,12,4,116,871,755,0.867,4.18,1,4.1,1667,,,,105,-5.3,0,1,1,0
1982,baronma01,Marco Baron,22,BOS,NHL,44,,22,16,4,144,1068,924,0.865,3.43,1,8.4,2516,,,,106,-8.27,0,2,2,35
1982,beaupdo01,Don Beaupre,20,MNS,NHL,28,,11,8,9,101,906,805,0.889,3.71,0,4.9,1632,,,,88,14.15,0,0,0,19
1982,blakemi02,Mike Blake,25,LAK,NHL,2,,0,0,0,2,32,30,0.938,2.35,0,0.2,51,,,,,,0,0,0,0
1982,bouchda01,Dan Bouchard,31,QUE,NHL,60,,27,22,11,230,1723,1493,0.867,3.87,1,10.1,3568,,,,105,-11.02,0,3,3,36
1982,broderi01,Richard Brodeur,29,VAN,NHL,52,,20,18,12,168,1575,1407,0.893,3.36,2,10.3,3002,,,,84,32.17,0,2,2,0
1982,cloutja01,Jacques Cloutier,22,BUF,NHL,7,,5,1,0,13,155,142,0.916,2.52,0,1.4,310,,,,,,0,0,0,0
1982,davidjo01,John Davidson,28,NYR,NHL,1,,1,0,0,1,29,28,0.966,1,0,0.4,60,,,,,,0,0,0,2
1982,dionmi01,Michel Dion,27,PIT,NHL,62,,25,24,12,226,1853,1627,0.878,3.8,0,10.4,3572,,,,96,9.5,0,1,1,4
1982,edwardo01,Don Edwards,26,BUF,NHL,62,,26,23,9,205,1740,1535,0.882,3.52,0,11.3,3492,,,,93,16.14,0,2,2,2
1982,edwarga01,Gary Edwards,34,STL,NHL,10,,1,5,1,45,249,204,0.819,5.63,0,0.4,480,,,,,,0,,,
1982,edwarga01,Gary Edwards,34,PIT,NHL,6,,3,2,1,22,193,171,0.886,3.68,1,1.1,359,,,,,,0,,,
1982,esposto01,Tony Esposito,38,CBH,NHL,52,,19,25,8,231,1746,1515,0.868,4.53,1,6.3,3058,,,,104,-9.1,0,2,2,0
1982,fuhrgr01,Grant Fuhr,19,EDM,NHL,48,,28,5,14,157,1537,1380,0.898,3.31,0,9.9,2842,,,,80,38.34,0,6,6,6
1982,garrejo01,John Garrett,30,HAR,NHL,16,,5,6,4,63,479,416,0.868,4.21,0,2.2,897,,,,103,-2.12,0,,,
1982,garrejo01,John Garrett,30,QUE,NHL,12,,4,5,3,62,380,318,0.837,5.17,0,0.9,719,,,,128,-13.71,0,,,
1982,gilbegi01,Gilles Gilbert,32,DET,NHL,27,,6,10,6,105,693,588,0.848,4.27,0,3.5,1476,,,,119,-16.93,0,0,0,2
1982,hanlogl01,Glen Hanlon,24,VAN,NHL,28,,8,14,5,106,768,662,0.862,3.96,1,4.4,1604,,,,109,-8.39,0,,,
1982,hanlogl01,Glen Hanlon,24,STL,NHL,2,,0,1,0,8,41,33,0.805,6.33,0,0,76,,,,,,0,,,
1982,harripa01,Paul Harrison,26,PIT,NHL,13,,3,7,0,64,354,290,0.819,5.51,0,0.6,697,,,,142,-19.01,0,,,
1982,harripa01,Paul Harrison,26,BUF,NHL,6,,2,1,1,14,90,76,0.844,3.67,0,0.7,229,,,,,,0,,,
1982,heinzri01,Rick Heinz,26,STL,NHL,9,,2,5,0,35,205,170,0.829,4.87,0,0.7,431,,,,,,0,,,
1982,heinzri01,Rick Heinz,26,VAN,NHL,3,,2,1,0,9,77,68,0.883,3,1,0.7,180,,,,,,0,,,
1982,herrode01,Denis Herron,29,MTL,NHL,27,,12,6,8,68,760,692,0.911,2.64,3,6.6,1545,,,,70,28.59,0,0,0,4
1982,holdema01,Mark Holden,24,MTL,NHL,1,,0,0,0,0,4,4,1,0,0,0.1,20,,,,,,0,0,0,0
1982,janasst01,Steve Janaszak,25,CLR,NHL,2,,0,1,0,13,91,78,0.857,7.8,0,-0.2,100,,,,,,0,0,0,0
1982,jenseal01,Al Jensen,23,WSH,NHL,26,,8,8,4,81,705,624,0.885,3.82,0,3.7,1271,,,,90,8.6,0,2,2,6
1982,keansdo01,Doug Keans,24,LAK,NHL,31,,8,10,7,103,760,657,0.864,4.32,0,3.3,1431,,,,107,-6.41,0,0,0,0
1982,laferri01,Rick LaFerriere,21,CLR,NHL,1,,0,0,0,1,19,18,0.947,3,0,0.1,20,,,,,,0,0,0,0
1982,larocmi01,Michel Larocque,29,TOR,NHL,50,,10,24,8,207,1505,1298,0.862,4.7,0,4.9,2643,,,,108,-15.73,0,3,3,2
1982,legricl01,Claude Legris,25,DET,NHL,1,,0,0,1,0,18,18,1,0,0,0.2,28,,,,,,0,1,1,0
1982,lemelre01,Reggie Lemelin,27,CGY,NHL,34,,10,15,6,135,1066,931,0.873,4.32,0,4.3,1874,,,,100,0.48,0,1,1,0
1982,lessama01,Mario Lessard,27,LAK,NHL,52,,13,28,8,214,1441,1227,0.851,4.39,2,6.5,2924,,,,117,-30.86,0,2,2,6
1982,lindbpe01,Pelle Lindbergh,22,PHI,NHL,8,,2,4,2,35,290,255,0.879,4.39,0,1.1,478,,,,,,0,0,0,0
1982,liutmi01,Mike Liut,26,STL,NHL,64,,28,28,7,250,2030,1780,0.877,4.07,2,9.6,3685,,,,97,8,0,2,2,2
1982,lowro01,Ron Low,31,EDM,NHL,29,,17,7,1,100,795,695,0.874,3.86,0,4.4,1554,,,,99,1.04,0,0,0,2
1982,malarcl01,Clint Malarchuk,20,QUE,NHL,2,,0,1,1,14,66,52,0.788,7,0,-0.1,120,,,,,,0,0,0,0
1982,melanro01,Roland Melanson,21,NYI,NHL,36,,22,7,6,114,1100,986,0.896,3.24,0,7.6,2112,,,,82,25.8,0,0,0,14
1982,melocgi01,Gilles Meloche,31,MNS,NHL,51,,26,15,9,175,1652,1477,0.894,3.48,1,10,3022,,,,83,34.96,0,1,1,6
1982,micalco01,Corrado Micalef,20,DET,NHL,18,,4,10,1,63,400,337,0.843,4.68,0,1.5,807,,,,124,-12.16,0,0,0,9
1982,middlli01,Lindsay Middlebrook,26,MNS,NHL,3,,0,0,2,7,70,63,0.9,3,0,0.5,140,,,,,,0,0,0,20
1982,millegr01,Greg Millen,24,HAR,NHL,55,,11,30,12,229,1797,1568,0.873,4.3,0,7.4,3194,,,,100,-0.62,0,4,4,2
1982,mioed01,Eddie Mio,28,NYR,NHL,25,,13,6,5,89,777,688,0.885,3.56,0,4.8,1499,,,,90,9.75,0,0,0,4
1982,moffami01,Mike Moffat,19,BOS,NHL,2,,2,0,0,6,51,45,0.882,3,0,0.5,120,,,,,,0,0,0,0
1982,moogan01,Andy Moog,21,EDM,NHL,8,,3,5,0,32,201,169,0.841,4.82,0,0.7,398,,,,,,0,1,1,2
1982,myreph01,Phil Myre,33,CLR,NHL,24,,2,17,2,112,694,582,0.839,5.37,0,1.3,1252,,,,127,-23.8,0,2,2,0
1982,palmami01,Mike Palmateer,28,WSH,NHL,11,,2,7,2,47,313,266,0.85,4.84,0,1,583,,,,,,0,1,1,6
1982,parenbo01,Bob Parent,23,TOR,NHL,2,,0,2,0,13,75,62,0.827,6.54,0,0,119,,,,,,0,0,0,0
1982,parroda01,Dave Parro,24,WSH,NHL,52,,16,26,7,206,1641,1435,0.874,4.21,1,7.1,2937,,,,99,2.56,0,1,1,4
1982,peetepe01,Pete Peeters,24,PHI,NHL,44,,23,18,3,160,1242,1082,0.871,3.72,0,7.8,2582,,,,101,-2.15,0,1,1,19
1982,plassmi01,Michel Plasse,33,QUE,NHL,8,,2,3,1,35,195,160,0.821,5.43,0,0.4,386,,,,,,0,1,1,0
