,Year,Name,Age,Team,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Pos,Salary
752,2008,Vesa Toskala,30,TOR,66,64.0,33.0,25.0,6.0,175,1824.0,1649.0,0.904,2.74,3,10.2,3837,36.0,0.563,13.0,106.0,-9.3,0,5.0,5.0,4.0,G,4000000.0
753,2008,Marty Turco,32,DAL,62,60.0,32.0,21.0,6.0,140,1543.0,1403.0,0.909,2.31,3,9.6,3629,30.0,0.5,9.0,100.0,0.17,0,3.0,3.0,16.0,G,5700000.0
754,2008,Steve Valiquette,30,NYR,13,10.0,5.0,3.0,3.0,25,296.0,271.0,0.916,2.19,2,2.1,686,5.0,0.5,2.0,,,0,0.0,0.0,2.0,G,725000.0
755,2008,Tomas Vokoun,31,FLA,69,69.0,30.0,29.0,8.0,180,2213.0,2033.0,0.919,2.68,4,16.1,4031,41.0,0.594,7.0,90.0,21.04,0,6.0,6.0,4.0,G,5500000.0
756,2008,Cam Ward,23,CAR,69,67.0,37.0,25.0,5.0,180,1870.0,1690.0,0.904,2.75,4,10.4,3930,35.0,0.522,14.0,106.0,-10.12,0,1.0,1.0,4.0,G,2500000.0
757,2008,Kevin Weekes,32,NJD,9,5.0,2.0,2.0,1.0,17,160.0,143.0,0.894,2.97,0,0.7,343,2.0,0.4,1.0,,,0,0.0,0.0,2.0,G,700000.0
758,2008,Tyler Weiman,23,COL,1,0.0,0.0,0.0,0.0,0,10.0,10.0,1.0,0.0,0,0.2,16,0.0,,0.0,,,0,0.0,0.0,0.0,G,
759,2009,Craig Anderson,27,FLA,31,27.0,15.0,7.0,5.0,74,977.0,903.0,0.924,2.71,3,7.6,1636,16.0,0.593,6.0,83.0,15.4,0,1.0,1.0,2.0,G,1500000.0
760,2009,Alex Auld,28,OTT,43,38.0,16.0,18.0,7.0,101,1141.0,1040.0,0.911,2.47,1,7.2,2449,22.0,0.579,4.0,97.0,3.41,0,0.0,0.0,2.0,G,1000000.0
761,2009,Niklas Backstrom,30,MIN,71,71.0,37.0,24.0,8.0,159,2059.0,1900.0,0.923,2.33,8,15.6,4088,47.0,0.662,9.0,84.0,29.42,0,0.0,0.0,6.0,G,6000000.0
762,2009,Martin Biron,31,PHI,55,53.0,29.0,19.0,5.0,146,1718.0,1572.0,0.915,2.76,2,11.5,3177,29.0,0.547,7.0,93.0,11.21,0,4.0,4.0,0.0,G,1400000.0
763,2009,Ben Bishop,22,STL,6,3.0,1.0,1.0,1.0,12,112.0,100.0,0.893,2.94,0,0.5,245,1.0,0.333,0.0,,,0,0.0,0.0,0.0,G,
764,2009,Brian Boucher,32,SJS,22,20.0,12.0,6.0,3.0,47,563.0,516.0,0.917,2.18,2,3.9,1291,10.0,0.5,1.0,91.0,4.52,0,0.0,0.0,2.0,G,925000.0
765,2009,Martin Brodeur,36,NJD,31,30.0,19.0,9.0,3.0,73,870.0,797.0,0.916,2.42,5,5.9,1814,20.0,0.667,5.0,92.0,6.61,0,0.0,0.0,4.0,G,5200000.0
766,2009,Ilya Bryzgalov,28,PHX,65,62.0,26.0,31.0,6.0,187,1994.0,1807.0,0.906,2.98,3,11.4,3760,33.0,0.532,13.0,102.0,-4.53,0,2.0,2.0,4.0,G,4250000.0
767,2009,Peter Budaj,26,COL,56,55.0,20.0,29.0,5.0,154,1531.0,1377.0,0.899,2.86,2,7.6,3232,27.0,0.491,14.0,110.0,-13.9,0,1.0,1.0,0.0,G,1250000.0
768,2009,Scott Clemmensen,31,NJD,40,39.0,25.0,13.0,1.0,94,1138.0,1044.0,0.917,2.39,2,7.9,2356,22.0,0.564,5.0,90.0,10.14,0,0.0,0.0,2.0,G,1000000.0
769,2009,Matt Climie,25,DAL,3,3.0,2.0,1.0,0.0,9,85.0,76.0,0.894,2.92,0,0.4,185,1.0,0.333,1.0,,,0,0.0,0.0,0.0,G,
770,2009,Ty Conklin,32,DET,40,36.0,25.0,11.0,2.0,94,1033.0,939.0,0.909,2.51,6,6.2,2246,18.0,0.5,6.0,99.0,0.53,0,0.0,0.0,4.0,G,1200000.0
771,2009,John Curry,24,PIT,3,2.0,2.0,1.0,0.0,6,69.0,63.0,0.913,2.4,0,0.4,150,1.0,0.5,0.0,,,0,0.0,0.0,0.0,G,
772,2009,Yann Danis,27,NYI,31,29.0,10.0,17.0,3.0,84,933.0,849.0,0.91,2.86,2,5.7,1760,18.0,0.621,7.0,98.0,1.38,0,0.0,0.0,0.0,G,500000.0
773,2009,Marc Denis,31,MTL,1,0.0,0.0,0.0,0.0,1,7.0,6.0,0.857,3.0,0,0.0,20,0.0,,0.0,,,0,0.0,0.0,0.0,G,
774,2009,Jeff Deslauriers,24,EDM,10,7.0,4.0,3.0,0.0,30,302.0,272.0,0.901,3.34,0,1.5,540,4.0,0.571,2.0,,,0,1.0,1.0,0.0,G,700000.0
775,2009,Rick DiPietro,27,NYI,5,5.0,1.0,3.0,0.0,15,139.0,124.0,0.892,3.52,0,0.6,256,2.0,0.4,3.0,,,0,2.0,2.0,2.0,G,4500000.0
776,2009,Wade Dubielewicz,30,CBJ,3,2.0,1.0,2.0,0.0,10,77.0,67.0,0.87,3.56,0,0.1,169,0.0,0.0,0.0,,,0,0.0,0.0,0.0,G,
777,2009,Brian Elliott,23,OTT,31,30.0,16.0,8.0,3.0,77,786.0,709.0,0.902,2.77,1,4.1,1667,15.0,0.5,7.0,107.0,-5.07,0,0.0,0.0,0.0,G,800000.0
778,2009,Dan Ellis,28,NSH,35,33.0,11.0,19.0,4.0,96,963.0,867.0,0.9,2.93,3,4.9,1965,16.0,0.485,8.0,109.0,-7.88,0,0.0,0.0,2.0,G,2000000.0
779,2009,Erik Ersberg,26,LAK,28,25.0,8.0,11.0,5.0,65,651.0,586.0,0.9,2.64,0,3.3,1477,11.0,0.44,4.0,109.0,-5.43,0,0.0,0.0,2.0,G,750000.0
780,2009,Manny Fernandez,34,BOS,28,27.0,16.0,8.0,3.0,71,791.0,720.0,0.91,2.59,1,4.9,1644,15.0,0.556,4.0,98.0,1.38,0,0.0,0.0,2.0,G,
781,2009,Marc-Andre Fleury,24,PIT,62,61.0,35.0,18.0,7.0,162,1850.0,1688.0,0.912,2.67,4,11.9,3641,31.0,0.508,7.0,96.0,7.29,0,1.0,1.0,8.0,G,3500000.0
782,2009,Mathieu Garon,31,EDM,15,13.0,6.0,8.0,0.0,43,408.0,365.0,0.895,3.17,0,1.8,815,6.0,0.462,4.0,115.0,-5.66,0,0.0,0.0,0.0,G,1200000.0
783,2009,Mathieu Garon,31,PIT,4,3.0,2.0,1.0,0.0,10,94.0,84.0,0.894,2.91,0,0.4,206,1.0,0.333,2.0,,,0,0.0,0.0,0.0,G,1200000.0
784,2009,Martin Gerber,34,OTT,14,14.0,4.0,9.0,1.0,40,397.0,357.0,0.899,2.86,1,2.0,839,6.0,0.429,1.0,110.0,-3.67,0,1.0,1.0,6.0,G,
785,2009,Martin Gerber,34,TOR,12,12.0,6.0,5.0,0.0,38,402.0,364.0,0.905,3.23,0,2.3,706,7.0,0.583,4.0,103.0,-1.21,0,0.0,0.0,10.0,G,
786,2009,Jean-Sebastien Giguere,31,ANA,46,44.0,19.0,18.0,6.0,127,1274.0,1147.0,0.9,3.1,2,6.4,2458,20.0,0.455,10.0,109.0,-10.42,0,0.0,0.0,4.0,G,6000000.0
787,2009,Jaroslav Halak,23,MTL,34,33.0,18.0,14.0,1.0,92,1077.0,985.0,0.915,2.86,1,7.2,1931,18.0,0.545,2.0,93.0,6.56,0,0.0,0.0,0.0,G,800000.0
788,2009,Josh Harding,24,MIN,19,11.0,3.0,9.0,1.0,32,453.0,421.0,0.929,2.21,0,3.8,870,5.0,0.455,0.0,77.0,9.45,0,0.0,0.0,2.0,G,1100000.0
789,2009,Johan Hedberg,35,ATL,33,26.0,13.0,12.0,3.0,100,875.0,775.0,0.886,3.49,0,3.0,1717,9.0,0.346,6.0,125.0,-19.93,0,0.0,0.0,2.0,G,1175000.0
790,2009,Riku Helenius,20,TBL,1,0.0,0.0,0.0,0.0,0,2.0,2.0,1.0,0.0,0,0.0,7,0.0,,0.0,,,0,0.0,0.0,0.0,G,
791,2009,Jonas Hiller,26,ANA,46,38.0,23.0,15.0,1.0,99,1217.0,1118.0,0.919,2.39,4,8.6,2486,23.0,0.605,6.0,89.0,12.37,0,0.0,0.0,0.0,G,1300000.0
792,2009,Chris Holt,23,STL,1,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,0.0,0,0.0,19,0.0,,0.0,,,0,0.0,0.0,0.0,G,
793,2009,Jimmy Howard,24,DET,1,1.0,0.0,1.0,0.0,4,28.0,24.0,0.857,4.1,0,0.0,59,0.0,0.0,0.0,,,0,0.0,0.0,0.0,G,750000.0
794,2009,Cristobal Huet,33,CHI,41,40.0,20.0,15.0,4.0,99,1087.0,988.0,0.909,2.53,3,6.5,2351,25.0,0.625,8.0,100.0,0.47,0,0.0,0.0,2.0,G,5625000.0
795,2009,Brent Johnson,31,WSH,21,19.0,12.0,6.0,2.0,53,579.0,526.0,0.908,2.81,0,3.5,1131,11.0,0.579,2.0,100.0,-0.02,0,1.0,1.0,4.0,G,525000.0
796,2009,Curtis Joseph,41,TOR,21,11.0,5.0,9.0,1.0,50,383.0,333.0,0.869,3.57,0,0.6,841,2.0,0.182,5.0,143.0,-14.95,0,0.0,0.0,0.0,G,
797,2009,Nikolai Khabibulin,36,CHI,42,39.0,25.0,8.0,7.0,96,1192.0,1096.0,0.919,2.33,3,8.6,2467,24.0,0.615,3.0,88.0,13.08,0,2.0,2.0,8.0,G,3750000.0
798,2009,Miikka Kiprusoff,32,CGY,76,76.0,45.0,24.0,5.0,209,2155.0,1946.0,0.903,2.84,4,11.5,4418,38.0,0.5,11.0,106.0,-11.8,0,3.0,3.0,2.0,G,7000000.0
799,2009,Olaf Kolzig,38,TBL,8,8.0,2.0,4.0,1.0,25,245.0,220.0,0.898,3.66,0,1.2,410,3.0,0.375,2.0,,,0,0.0,0.0,0.0,G,
800,2009,Brent Krahn,26,DAL,1,0.0,0.0,0.0,0.0,3,9.0,6.0,0.667,9.0,0,-0.2,20,0.0,,0.0,,,0,0.0,0.0,0.0,G,105000.0
801,2009,Jason LaBarbera,29,LAK,19,16.0,5.0,8.0,4.0,47,439.0,392.0,0.893,2.83,2,1.9,995,7.0,0.438,5.0,117.0,-6.83,0,0.0,0.0,2.0,G,
802,2009,Jason LaBarbera,29,VAN,9,8.0,3.0,2.0,2.0,20,235.0,215.0,0.915,2.66,0,1.6,451,6.0,0.75,2.0,,,0,0.0,0.0,0.0,G,
803,2009,Dan LaCosta,22,CBJ,3,2.0,2.0,0.0,0.0,4,80.0,76.0,0.95,1.54,1,0.8,156,2.0,1.0,0.0,,,0,0.0,0.0,0.0,G,
804,2009,Patrick Lalime,34,BUF,24,21.0,5.0,13.0,3.0,67,669.0,602.0,0.9,3.1,0,3.3,1297,11.0,0.524,6.0,109.0,-5.78,0,0.0,0.0,0.0,G,1000000.0
805,2009,Pascal Leclaire,26,CBJ,12,12.0,4.0,6.0,1.0,43,324.0,281.0,0.867,3.83,0,0.4,674,3.0,0.25,3.0,,,0,1.0,1.0,0.0,G,
806,2009,Manny Legace,35,STL,29,28.0,13.0,9.0,2.0,77,669.0,592.0,0.885,3.18,0,2.2,1452,11.0,0.393,8.0,126.0,-15.78,0,0.0,0.0,0.0,G,
807,2009,Kari Lehtonen,25,ATL,46,45.0,19.0,22.0,3.0,134,1498.0,1364.0,0.911,3.06,3,9.3,2624,27.0,0.6,7.0,98.0,3.08,0,1.0,1.0,6.0,G,3000000.0
808,2009,Michael Leighton,27,CAR,19,14.0,6.0,7.0,2.0,50,507.0,457.0,0.901,2.92,0,2.6,1029,7.0,0.5,1.0,108.0,-3.6,0,0.0,0.0,4.0,G,600000.0
809,2009,Henrik Lundqvist,26,NYR,70,70.0,38.0,25.0,7.0,168,2007.0,1839.0,0.916,2.43,3,13.7,4153,46.0,0.657,9.0,91.0,15.66,0,2.0,2.0,0.0,G,6875000.0
810,2009,Roberto Luongo,29,VAN,54,53.0,33.0,13.0,7.0,124,1542.0,1418.0,0.92,2.34,9,11.1,3181,32.0,0.604,7.0,88.0,17.11,0,1.0,1.0,4.0,G,7500000.0
811,2009,Joey MacDonald,28,NYI,49,46.0,14.0,26.0,6.0,157,1584.0,1427.0,0.901,3.37,1,8.1,2792,21.0,0.457,6.0,108.0,-12.05,0,1.0,1.0,6.0,G,650000.0
812,2009,Peter Mannino,24,NYI,3,2.0,1.0,1.0,0.0,10,87.0,77.0,0.885,4.52,0,0.3,133,1.0,0.5,0.0,,,0,0.0,0.0,0.0,G,
813,2009,Chris Mason,32,STL,57,51.0,27.0,21.0,7.0,129,1544.0,1415.0,0.916,2.41,6,10.6,3215,31.0,0.608,8.0,91.0,12.29,0,1.0,1.0,0.0,G,3000000.0
814,2009,Steve Mason,20,CBJ,61,61.0,33.0,20.0,7.0,140,1658.0,1518.0,0.916,2.29,10,11.2,3664,34.0,0.557,10.0,92.0,11.72,0,0.0,0.0,2.0,G,850000.0
815,2009,Curtis McElhinney,25,CGY,14,5.0,1.0,6.0,1.0,31,280.0,249.0,0.889,3.59,0,1.1,518,2.0,0.4,2.0,,,0,0.0,0.0,2.0,G,500000.0
816,2009,Mike McKenna,25,TBL,15,14.0,4.0,8.0,1.0,46,406.0,360.0,0.887,3.56,1,1.4,776,4.0,0.286,6.0,124.0,-8.85,0,1.0,1.0,0.0,G,
817,2009,Ryan Miller,28,BUF,59,58.0,34.0,18.0,6.0,145,1773.0,1628.0,0.918,2.53,5,12.5,3443,38.0,0.655,7.0,89.0,17.25,0,0.0,0.0,4.0,G,6250000.0
818,2009,Al Montoya,23,PHX,5,4.0,3.0,1.0,0.0,9,120.0,111.0,0.925,2.08,1,0.9,259,3.0,0.75,1.0,,,0,0.0,0.0,0.0,G,
819,2009,Evgeni Nabokov,33,SJS,62,62.0,41.0,12.0,8.0,150,1663.0,1513.0,0.91,2.44,7,10.2,3686,38.0,0.613,12.0,99.0,2.18,0,1.0,1.0,12.0,G,6000000.0
820,2009,Michal Neuvirth,20,WSH,5,3.0,2.0,1.0,0.0,11,102.0,91.0,0.892,3.0,0,0.4,220,1.0,0.333,1.0,,,0,0.0,0.0,0.0,G,
821,2009,Antti Niemi,25,CHI,3,2.0,1.0,1.0,1.0,8,59.0,51.0,0.864,3.4,0,0.1,141,1.0,0.5,1.0,,,0,0.0,0.0,0.0,G,826875.0
822,2009,Antero Niittymaki,28,PHI,32,29.0,15.0,8.0,6.0,83,947.0,864.0,0.912,2.76,1,6.1,1805,14.0,0.483,6.0,96.0,3.66,0,1.0,1.0,2.0,G,600000.0
823,2009,Fredrik Norrena,35,CBJ,8,5.0,1.0,3.0,2.0,17,133.0,116.0,0.872,3.16,0,0.3,323,1.0,0.2,1.0,,,0,0.0,0.0,0.0,G,
824,2009,Chris Osgood,36,DET,46,44.0,26.0,9.0,8.0,137,1208.0,1071.0,0.887,3.09,2,4.3,2663,19.0,0.432,10.0,124.0,-26.46,0,2.0,2.0,8.0,G,1450000.0
825,2009,Ondrej Pavelec,21,ATL,12,11.0,3.0,7.0,0.0,36,301.0,265.0,0.88,3.6,0,0.9,599,3.0,0.273,4.0,,,0,0.0,0.0,0.0,G,850000.0
826,2009,Justin Pogge,22,TOR,7,6.0,1.0,4.0,1.0,27,173.0,146.0,0.844,4.36,0,-0.2,372,1.0,0.167,3.0,,,0,0.0,0.0,0.0,G,
827,2009,Carey Price,21,MTL,52,49.0,23.0,16.0,10.0,143,1513.0,1370.0,0.905,2.83,1,8.5,3036,30.0,0.612,8.0,103.0,-4.55,0,1.0,1.0,4.0,G,850000.0
